experiment,auc_groupkfold,f1_groupkfold,precision,recall,auc_mean,auc_std,n_features,n_buildings,n_cities
R0_dietrich28_groupkfold,0.34321917943659014,0.000536480686695279,0.016129032258064516,0.00027277686852154935,0.45175806138172775,0.05208860887284003,96,598595,21
