experiment_name,notebook,city,parquet_name,classifier_name,feature_set_name,n_samples,n_positive,n_negative,prevalence,threshold,auc,average_precision,log_loss,brier_score,accuracy,balanced_accuracy,f1,precision,recall,mcc,tp,fp,tn,fn,specificity,fpr,precision_at_recall_80,threshold_at_recall_80,precision_at_recall_90,threshold_at_recall_90,precision_at_recall_95,threshold_at_recall_95,n,note,is_xbd
NB11a_F2_F6__fusion_indices_card_cohdrop__LightGBM-MIA,NB11_V2,Lysychansk,bda_fusion_indices_card_cohdrop_v2,LightGBM-MIA-Optuna,None,41600.0,1071.0,40529.0,0.02574519230769231,0.5,0.5,0.02574519230769231,2.0930205701912445,0.759859505816673,0.02574519230769231,0.5,0.05019802676290689,0.02574519230769231,1.0,0.0,1071.0,40529.0,0.0,0.0,0.0,1.0,0.02574519230769231,0.882936611091117,0.02574519230769231,0.882936611091117,0.02574519230769231,0.882936611091117,,,False
NB11a_F2_F6__fusion_indices_card_cohdrop__LightGBM-MIA,NB11_V2,Makariv,bda_fusion_indices_card_cohdrop_v2,LightGBM-MIA-Optuna,None,5554.0,53.0,5501.0,0.009542671948145481,0.5,0.7140622802715116,0.02473666434920664,0.5565268941675757,0.18588736228501412,0.7068779258192294,0.6277932314193302,0.03440094899169632,0.017758726270667484,0.5471698113207547,0.05453873888483605,29.0,1604.0,3897.0,24.0,0.7084166515179058,0.29158334848209416,0.014951321279554937,0.2859326809578741,0.010059972915457535,0.2074982783803614,0.010059972915457535,0.2074982783803614,,,False
NB11a_F2_F6__fusion_indices_card_cohdrop__LightGBM-MIA,NB11_V2,Mariupol,bda_fusion_indices_card_cohdrop_v2,LightGBM-MIA-Optuna,None,28973.0,3055.0,25918.0,0.10544299865391916,0.5,0.5,0.10544299865391916,32.24310249332614,0.8945570013460808,0.10544299865391916,0.5,0.19077057574622205,0.10544299865391916,1.0,0.0,3055.0,25918.0,0.0,0.0,0.0,1.0,0.10544299865391916,1.0,0.10544299865391916,1.0,0.10544299865391916,1.0,,,False
NB11a_F2_F6__fusion_indices_card_cohdrop__LightGBM-MIA,NB11_V2,Moschun,bda_fusion_indices_card_cohdrop_v2,LightGBM-MIA-Optuna,None,1248.0,73.0,1175.0,0.058493589743589744,0.5,0.5625298746721072,0.08058944195880238,1.0282430944465886,0.28270944542941523,0.6426282051282052,0.572532789274264,0.138996138996139,0.08089887640449438,0.4931506849315068,0.07107337839268407,36.0,409.0,766.0,37.0,0.6519148936170213,0.34808510638297874,0.05433829973707274,0.2894718342237054,0.05560235888795282,0.11421561386458884,0.057755775577557754,0.011787362226123694,,,False
NB11a_F2_F6__fusion_indices_card_cohdrop__LightGBM-MIA,NB11_V2,Okhtyrka,bda_fusion_indices_card_cohdrop_v2,LightGBM-MIA-Optuna,None,26456.0,35.0,26421.0,0.0013229513153915936,0.5,0.5674047159456493,0.005412742197887779,0.206934980085603,0.050427653649002195,0.9469307529482915,0.5596933175450264,0.00847457627118644,0.004344677769732078,0.17142857142857143,0.01950954088634726,6.0,1375.0,25046.0,29.0,0.9479580636614814,0.052041936338518606,0.0015044057597249087,0.054023717461661715,0.0015394236782604513,0.030681211133685927,0.0015900481691062994,0.026652457776144698,,,False
NB11a_F2_F6__fusion_indices_card_cohdrop__LightGBM-MIA,NB11_V2,Sievierodonetsk,bda_fusion_indices_card_cohdrop_v2,LightGBM-MIA-Optuna,None,9065.0,534.0,8531.0,0.05890788747931605,0.5,0.5,0.05890788747931605,1.5561451002077014,0.6136300599094014,0.05890788747931605,0.5,0.11126158974893217,0.05890788747931605,1.0,0.0,534.0,8531.0,0.0,0.0,0.0,1.0,0.05890788747931605,0.8060305759564907,0.05890788747931605,0.8060305759564907,0.05890788747931605,0.8060305759564907,,,False
NB11a_F2_F6__fusion_indices_card_cohdrop__LightGBM-MIA,NB11_V2,Trostianets,bda_fusion_indices_card_cohdrop_v2,LightGBM-MIA-Optuna,None,8737.0,18.0,8719.0,0.002060203731257869,0.5,0.4078576799072269,0.0022770495569360266,0.20911497389089584,0.0497757142350323,0.952615314181069,0.5050114054873774,0.004807692307692308,0.002512562814070352,0.05555555555555555,0.002179518743772759,1.0,397.0,8322.0,17.0,0.9544672554191994,0.045532744580800553,0.0020435967302452314,0.008721871003413423,0.0022715125601282735,0.00730647710874825,0.002144133412745682,0.0009045150128454371,,,False
NB11a_F2_F6__fusion_indices_card_cohdrop__LightGBM-MIA,NB11_V2,Volnovakha,bda_fusion_indices_card_cohdrop_v2,LightGBM-MIA-Optuna,None,13463.0,163.0,13300.0,0.01210725692639085,0.5,0.5294589233820748,0.016380471420462287,0.7181279381344603,0.18543784767294919,0.7903884721087425,0.5424424558328336,0.03223593964334705,0.017072284780239737,0.2883435582822086,0.02301718893584845,47.0,2706.0,10594.0,116.0,0.7965413533834587,0.20345864661654137,0.01179436391464842,0.14336370864093143,0.011904761904761904,0.06354187288396117,0.012005266826736891,0.02193630204493002,,,False
NB11a_F2_F6__fusion_ms_card_cohdrop__LightGBM-MIA,NB11_V2,Avdiivka,bda_fusion_ms_card_cohdrop_v2,LightGBM-MIA-Optuna,None,12523.0,89.0,12434.0,0.007106923261199393,0.5,0.8557073482820754,0.05397059977007566,0.06307364111483368,0.013874718293250005,0.9834704144374351,0.5398770677717675,0.07174887892376682,0.05970149253731343,0.0898876404494382,0.06511531131513248,8.0,126.0,12308.0,81.0,0.9898664950940969,0.010133504905903168,0.03119584055459272,0.028425206780320896,0.01005711447727837,0.020223196406472937,0.009236118656959688,0.011436612795180257,,,False
NB11a_F2_F6__fusion_ms_card_cohdrop__LightGBM-MIA,NB11_V2,Bucha,bda_fusion_ms_card_cohdrop_v2,LightGBM-MIA-Optuna,None,17215.0,158.0,17057.0,0.009178042404879466,0.5,0.8175380685608863,0.0843544212265061,0.25150061356895365,0.06030806154831493,0.9562590763868719,0.6549968719921218,0.12746234067207415,0.07801418439716312,0.34810126582278483,0.14916423407701943,55.0,650.0,16407.0,103.0,0.9618924781614586,0.03810752183854136,0.014106583072100314,0.2129970773918085,0.012897988635338685,0.16137540560593353,0.012268443288917777,0.12922550836871796,,,False
NB11a_F2_F6__fusion_ms_card_cohdrop__LightGBM-MIA,NB11_V2,Chernihiv,bda_fusion_ms_card_cohdrop_v2,LightGBM-MIA-Optuna,None,51375.0,333.0,51042.0,0.006481751824817518,0.5,0.6624837191723286,0.01656889363192545,0.4418339519265937,0.13844906635006082,0.808,0.6229330305973071,0.028560173330707112,0.014764280623154465,0.43543543543543545,0.05017648897507853,145.0,9676.0,41366.0,188.0,0.8104306257591787,0.1895693742408213,0.006754363176912358,0.20729070710780725,0.006779814233090014,0.16610390975754719,0.006675932945834386,0.09199056970325536,,,False
NB11a_F2_F6__fusion_ms_card_cohdrop__LightGBM-MIA,NB11_V2,Chornobaivka,bda_fusion_ms_card_cohdrop_v2,LightGBM-MIA-Optuna,None,9909.0,6.0,9903.0,0.0006055101422948834,0.5,0.9952203036117002,0.1320199199616447,0.0270370106727273,0.003408225131310821,0.9986880613583611,0.666212258911441,0.23529411764705882,0.18181818181818182,0.3333333333333333,0.24557377984312334,2.0,9.0,9894.0,4.0,0.9990911844895486,0.0009088155104513784,0.14285714285714285,0.3859985609316932,0.03015075376884422,0.1946978629012551,0.03015075376884422,0.1946978629012551,,,False
NB11a_F2_F6__fusion_ms_card_cohdrop__LightGBM-MIA,NB11_V2,Dmytrivka,bda_fusion_ms_card_cohdrop_v2,LightGBM-MIA-Optuna,None,13649.0,144.0,13505.0,0.01055022345959411,0.5,0.8334197210909541,0.07348956872407301,0.4055351524080437,0.12354763024826099,0.8360319437321415,0.7659930478423629,0.08203445447087777,0.043591979075850044,0.6944444444444444,0.14535786842287765,100.0,2194.0,11311.0,44.0,0.8375416512402813,0.16245834875971862,0.029797071667094787,0.3501439137830596,0.020239763350459287,0.19125955703315475,0.012856344326439352,0.1888996698714663,,,False
NB11a_F2_F6__fusion_ms_card_cohdrop__LightGBM-MIA,NB11_V2,Hostomel,bda_fusion_ms_card_cohdrop_v2,LightGBM-MIA-Optuna,None,19145.0,511.0,18634.0,0.026691042047531994,0.5,0.6848095783500354,0.06439258603232903,0.41077929265865476,0.12414123731994745,0.8430921911726299,0.6186761274500434,0.11490866234531526,0.06763787721123829,0.3816046966731898,0.10696644393286109,195.0,2688.0,15946.0,316.0,0.8557475582268971,0.14425244177310292,0.029960356144797556,0.1888996698714663,0.029960356144797556,0.1888996698714663,0.028011527377521613,0.1074030605708268,,,False
NB11a_F2_F6__fusion_ms_card_cohdrop__LightGBM-MIA,NB11_V2,Irpin,bda_fusion_ms_card_cohdrop_v2,LightGBM-MIA-Optuna,None,17365.0,249.0,17116.0,0.014339188021883099,0.5,0.5451082197450705,0.017748962996801503,13.609063217987602,0.4165283153255732,0.6038583357327959,0.5833563278587592,0.03911160776644783,0.020260492040520984,0.5622489959839357,0.04049191719185128,140.0,6770.0,10346.0,109.0,0.6044636597335826,0.3955363402664174,0.014339188021883099,0.0,0.014339188021883099,0.0,0.014339188021883099,0.0,,,False
NB11a_F2_F6__fusion_ms_card_cohdrop__LightGBM-MIA,NB11_V2,Kharkiv,bda_fusion_ms_card_cohdrop_v2,LightGBM-MIA-Optuna,None,170104.0,238.0,169866.0,0.0013991440530498988,0.5,0.7244444261403477,0.0049358366445671036,0.110810897330694,0.027531586875156843,0.9635517095423975,0.5726604371394278,0.01368119630925867,0.007109788359788359,0.18067226890756302,0.029333761739644325,43.0,6005.0,163861.0,195.0,0.9646486053712927,0.03535139462870734,0.0017180894126113161,0.037044158391834045,0.0017164983433795057,0.021980816326290276,0.0016489183966992577,0.01426795553212645,,,False
