experiment_name,notebook,city,parquet_name,classifier_name,feature_set_name,n_samples,n_positive,n_negative,prevalence,threshold,auc,average_precision,log_loss,brier_score,accuracy,balanced_accuracy,f1,precision,recall,mcc,tp,fp,tn,fn,specificity,fpr,precision_at_recall_80,threshold_at_recall_80,precision_at_recall_90,threshold_at_recall_90,precision_at_recall_95,threshold_at_recall_95,n,note,is_xbd
E6_C_SAR_only_no_NaN,NB09c_v2,Makariv,bda_fusion_composite_blockstats_v2,RF-200,C_sar_only,5554.0,53.0,5501.0,0.009542671948145481,0.5,0.3031575734086084,0.006299036498442132,0.290067871060923,0.07965022642131711,0.9904573280518545,0.5,0.0,0.0,0.0,0.0,0.0,0.0,5501.0,53.0,1.0,0.0,0.008569151056197688,0.0035047739356653344,0.008882309400444115,0.0013206031808565529,0.009542671948145481,0.0,,,False
E6_C_SAR_only_no_NaN,NB09c_v2,Moschun,bda_fusion_composite_blockstats_v2,RF-200,C_sar_only,1248.0,73.0,1175.0,0.058493589743589744,0.5,0.3946895948703002,0.0459869067784119,0.7456471431947379,0.13550625981437442,0.9415064102564102,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1175.0,73.0,1.0,0.0,0.05320108205590622,0.004962218991164299,0.058493589743589744,0.0,0.058493589743589744,0.0,,,False
E6_C_SAR_only_no_NaN,NB09c_v2,Okhtyrka,bda_fusion_composite_blockstats_v2,RF-200,C_sar_only,26456.0,35.0,26421.0,0.0013229513153915936,0.5,0.4291753853806766,0.0010746959544754493,0.28099871900911566,0.08951528432614218,0.9986392500755972,0.4999810756595133,0.0,0.0,0.0,-0.00022377188161552664,0.0,1.0,26420.0,35.0,0.9999621513190265,3.784868097346807e-05,0.0012746972594008922,0.01,0.0013999475019686762,0.00991778983778626,0.0013962465607161923,0.005,,,False
E6_C_SAR_only_no_NaN,NB09c_v2,Trostianets,bda_fusion_composite_blockstats_v2,RF-200,C_sar_only,8737.0,18.0,8719.0,0.002060203731257869,0.5,0.36062685578111653,0.0017787459938778275,0.3399934876526374,0.10486677367903209,0.9979397962687422,0.5,0.0,0.0,0.0,0.0,0.0,0.0,8719.0,18.0,1.0,0.0,0.002205786946931361,0.05482666127698531,0.002205786946931361,0.05482666127698531,0.002324980625161457,0.05303929682961299,,,False
E6_C_SAR_only_no_NaN,NB09c_v2,Volnovakha,bda_fusion_composite_blockstats_v2,RF-200,C_sar_only,13463.0,163.0,13300.0,0.01210725692639085,0.5,0.426262050832603,0.009644148117368752,0.3058873657273517,0.0867893430178363,0.9878927430736092,0.5,0.0,0.0,0.0,0.0,0.0,0.0,13300.0,163.0,1.0,0.0,0.011973311397495658,0.007224196669289779,0.012270450751252087,0.004944891191585562,0.01210725692639085,0.0,,,False
E7_SVM_linear,NB09c_v2,Avdiivka,bda_fusion_composite_blockstats_v2,SVM_linear,all_multimodal,12523.0,89.0,12434.0,0.007106923261199393,0.5,0.19362819959046687,0.004063958230366734,0.044380877155883305,0.00707523913326135,0.9928930767388006,0.5,0.0,0.0,0.0,0.0,0.0,0.0,12434.0,89.0,1.0,0.0,0.006019060357799699,0.0033180845448809704,0.006576276690752618,0.0030380904936183678,0.006808715155398911,0.002656644041109077,,,False
E7_SVM_linear,NB09c_v2,Bucha,bda_fusion_composite_blockstats_v2,SVM_linear,all_multimodal,17215.0,158.0,17057.0,0.009178042404879466,0.5,0.6211667061223611,0.02717096941922319,0.05172696016593722,0.009085379624111089,0.9908219575951205,0.5,0.0,0.0,0.0,0.0,0.0,0.0,17057.0,158.0,1.0,0.0,0.010336968907699822,0.006514291265432381,0.009845094664371773,0.005991358637480643,0.009785496727366989,0.005736710680966051,,,False
E7_SVM_linear,NB09c_v2,Chernihiv,bda_fusion_composite_blockstats_v2,SVM_linear,all_multimodal,51375.0,333.0,51042.0,0.006481751824817518,0.5,0.39517550346867375,0.005314804928278636,0.04122279718152421,0.006480884832959214,0.9935182481751825,0.5,0.0,0.0,0.0,0.0,0.0,0.0,51042.0,333.0,1.0,0.0,0.005592325737265416,0.008510448556189834,0.005985634477254589,0.007144014650746806,0.006230835757528108,0.006072323675618482,,,False
E7_SVM_linear,NB09c_v2,Chornobaivka,bda_fusion_composite_blockstats_v2,SVM_linear,all_multimodal,9909.0,6.0,9903.0,0.0006055101422948834,0.5,0.7458682554108182,0.015128793333407598,0.010958914729715824,0.0006628917385716363,0.9993944898577051,0.5,0.0,0.0,0.0,0.0,0.0,0.0,9903.0,6.0,1.0,0.0,0.0014564520827264782,0.00843402655760835,0.0009397024275646045,0.0072277550137740555,0.0009397024275646045,0.0072277550137740555,,,False
E7_SVM_linear,NB09c_v2,Dmytrivka,bda_fusion_composite_blockstats_v2,SVM_linear,all_multimodal,13649.0,144.0,13505.0,0.01055022345959411,0.5,0.40148041877493934,0.00945159777368104,0.061288544882650835,0.01047350246606902,0.9894497765404059,0.5,0.0,0.0,0.0,0.0,0.0,0.0,13505.0,144.0,1.0,0.0,0.01004242056964765,0.004441588039591644,0.010109650828213702,0.004150405448840865,0.010238397728121964,0.003873547683796254,,,False
E7_SVM_linear,NB09c_v2,Hostomel,bda_fusion_composite_blockstats_v2,SVM_linear,all_multimodal,19145.0,511.0,18634.0,0.026691042047531994,0.5,0.4904967184325435,0.028296652185397488,0.1455233446741132,0.026440457621975243,0.973308957952468,0.5,0.0,0.0,0.0,0.0,0.0,0.0,18634.0,511.0,1.0,0.0,0.02504746157143732,0.0049481191643590714,0.026018099547511313,0.00479331402759482,0.026302971261568435,0.004620038499266536,,,False
E7_SVM_linear,NB09c_v2,Irpin,bda_fusion_composite_blockstats_v2,SVM_linear,all_multimodal,17365.0,249.0,17116.0,0.014339188021883099,0.5,0.6264052470691367,0.03806820801526105,0.07655774249493087,0.014160263982893915,0.985660811978117,0.5,0.0,0.0,0.0,0.0,0.0,0.0,17116.0,249.0,1.0,0.0,0.01483679525222552,0.0067431862011917,0.014548981571290009,0.006212069388065421,0.014732392615155094,0.005987019542428194,,,False
E7_SVM_linear,NB09c_v2,Kharkiv,bda_fusion_composite_blockstats_v2,SVM_linear,all_multimodal,170104.0,238.0,169866.0,0.0013991440530498988,0.5,0.2973121448077659,0.001050499114540934,0.018433295142723138,0.001514761946491343,0.9986008559469501,0.5,0.0,0.0,0.0,0.0,0.0,0.0,169866.0,238.0,1.0,0.0,0.0011778926205952367,0.010081514808032913,0.0012923624385376468,0.00945637350554422,0.001347069086248027,0.008792149212332146,,,False
E7_SVM_linear,NB09c_v2,Kherson,bda_fusion_composite_blockstats_v2,SVM_linear,all_multimodal,9909.0,6.0,9903.0,0.0006055101422948834,0.5,0.25199434514793495,0.0016304672146317412,0.01069558145488787,0.0006560965398406464,0.9993944898577051,0.5,0.0,0.0,0.0,0.0,0.0,0.0,9903.0,6.0,1.0,0.0,0.0005362505362505362,0.006800763301397199,0.0006255864873318737,0.006549696281788286,0.0006255864873318737,0.006549696281788286,,,False
E7_SVM_linear,NB09c_v2,Kramatorsk,bda_fusion_composite_blockstats_v2,SVM_linear,all_multimodal,10414.0,19.0,10395.0,0.0018244670635682734,0.5,0.6334877598035493,0.006566286546338165,0.015312944341791345,0.0018414605338879849,0.9981755329364317,0.5,0.0,0.0,0.0,0.0,0.0,0.0,10395.0,19.0,1.0,0.0,0.0024910477969796044,0.005623059272632841,0.002582125950365801,0.005145443353252304,0.0024713839750260145,0.004577587069464105,,,False
E7_SVM_linear,NB09c_v2,Makariv,bda_fusion_composite_blockstats_v2,SVM_linear,all_multimodal,5554.0,53.0,5501.0,0.009542671948145481,0.5,0.4250513628739886,0.009545685108419431,0.05410685718347924,0.00945517735798121,0.9904573280518545,0.5,0.0,0.0,0.0,0.0,0.0,0.0,5501.0,53.0,1.0,0.0,0.008516537928302634,0.007737676656236662,0.009218359900134435,0.007669726328754754,0.009568480300187617,0.007576482646388776,,,False
E7_SVM_linear,NB09c_v2,Moschun,bda_fusion_composite_blockstats_v2,SVM_linear,all_multimodal,1248.0,73.0,1175.0,0.058493589743589744,0.5,0.46842320023316814,0.09023241475920608,0.2705575824749476,0.05723795306156592,0.9415064102564102,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1175.0,73.0,1.0,0.0,0.05478180129990715,0.010855756597438985,0.05851063829787234,0.01047000248832742,0.059422750424448216,0.010072827107441994,,,False
E7_SVM_linear,NB09c_v2,Okhtyrka,bda_fusion_composite_blockstats_v2,SVM_linear,all_multimodal,26456.0,35.0,26421.0,0.0013229513153915936,0.5,0.40524907135557764,0.0015293650141069153,0.01427823229807861,0.0013638130880489934,0.9986770486846084,0.5,0.0,0.0,0.0,0.0,0.0,0.0,26421.0,35.0,1.0,0.0,0.0013101253977166386,0.007419387041537421,0.0012330456226880395,0.006937447469358854,0.001288806337894697,0.0066246545686361735,,,False
E7_SVM_linear,NB09c_v2,Trostianets,bda_fusion_composite_blockstats_v2,SVM_linear,all_multimodal,8737.0,18.0,8719.0,0.002060203731257869,0.5,0.3599227740184272,0.0015775250583641908,0.016020925597045235,0.00206573772775632,0.9979397962687422,0.5,0.0,0.0,0.0,0.0,0.0,0.0,8719.0,18.0,1.0,0.0,0.0019833399444664813,0.004542648976153445,0.0020606060606060605,0.004197455522322864,0.002158273381294964,0.004119897275364957,,,False
E7_SVM_linear,NB09c_v2,Volnovakha,bda_fusion_composite_blockstats_v2,SVM_linear,all_multimodal,13463.0,163.0,13300.0,0.01210725692639085,0.5,0.4313792149084367,0.01128299956891693,0.06655570608234361,0.011979514902331265,0.9878927430736092,0.5,0.0,0.0,0.0,0.0,0.0,0.0,13300.0,163.0,1.0,0.0,0.011066993326011658,0.007756503022127236,0.01156296704161095,0.007551082655300712,0.011842909535452324,0.007380930317327365,,,False
E7_SVM_rbf,NB09c_v2,Avdiivka,bda_fusion_composite_blockstats_v2,SVM_rbf,all_multimodal,12523.0,89.0,12434.0,0.007106923261199393,0.5,0.19396842293602354,0.004115270943086318,0.04945356103219254,0.007094058428093163,0.9928930767388006,0.5,0.0,0.0,0.0,0.0,0.0,0.0,12434.0,89.0,1.0,0.0,0.00597460791635549,0.0012109401395903165,0.007106923261199393,0.0012109401392187227,0.007106923261199393,0.0012109401392187227,,,False
E7_SVM_rbf,NB09c_v2,Bucha,bda_fusion_composite_blockstats_v2,SVM_rbf,all_multimodal,17215.0,158.0,17057.0,0.009178042404879466,0.5,0.2803945519972868,0.005756733479376263,0.06130809490566688,0.00915788393653113,0.9908219575951205,0.5,0.0,0.0,0.0,0.0,0.0,0.0,17057.0,158.0,1.0,0.0,0.007765209416080709,0.001255328057072407,0.008455034588777863,0.0011948429319028155,0.008826280102875847,0.0011813145024945897,,,False
E7_SVM_rbf,NB09c_v2,Chernihiv,bda_fusion_composite_blockstats_v2,SVM_rbf,all_multimodal,51375.0,333.0,51042.0,0.006481751824817518,0.5,0.34933137557446947,0.004523880306324646,0.041966787597170534,0.006457064062186456,0.9935182481751825,0.5,0.0,0.0,0.0,0.0,0.0,0.0,51042.0,333.0,1.0,0.0,0.005794648089068299,0.0017213779681470693,0.006008050788055995,0.0009929072449788162,0.006247413334384423,0.0008674033811026322,,,False
E7_SVM_rbf,NB09c_v2,Chornobaivka,bda_fusion_composite_blockstats_v2,SVM_rbf,all_multimodal,9909.0,6.0,9903.0,0.0006055101422948834,0.5,0.2922851661112794,0.0004666969444914834,0.0056779047607340965,0.0006079785254951739,0.9993944898577051,0.5,0.0,0.0,0.0,0.0,0.0,0.0,9903.0,6.0,1.0,0.0,0.0005465078150617554,0.00120165794768973,0.0006075334143377885,0.001177054086505366,0.0006075334143377885,0.001177054086505366,,,False
E7_SVM_rbf,NB09c_v2,Dmytrivka,bda_fusion_composite_blockstats_v2,SVM_rbf,all_multimodal,13649.0,144.0,13505.0,0.01055022345959411,0.5,0.2607861285943478,0.006460049175502865,0.06822019080578579,0.010514305990060759,0.9894497765404059,0.5,0.0,0.0,0.0,0.0,0.0,0.0,13505.0,144.0,1.0,0.0,0.009064624521372197,0.0015818878016347383,0.009732724414164857,0.0013786617394338622,0.010103244837758112,0.0012694497770238229,,,False
E7_SVM_rbf,NB09c_v2,Hostomel,bda_fusion_composite_blockstats_v2,SVM_rbf,all_multimodal,19145.0,511.0,18634.0,0.026691042047531994,0.5,0.3932001914729026,0.020278914357214087,0.16028252280717256,0.026548211066781745,0.973308957952468,0.5,0.0,0.0,0.0,0.0,0.0,0.0,18634.0,511.0,1.0,0.0,0.02384561567164179,0.002251066576145992,0.02498234942703525,0.0018263085583082278,0.025863445266350912,0.0016016211124820158,,,False
E7_SVM_rbf,NB09c_v2,Irpin,bda_fusion_composite_blockstats_v2,SVM_rbf,all_multimodal,17365.0,249.0,17116.0,0.014339188021883099,0.5,0.339026238161339,0.009793139800074523,0.08970758586317,0.014277165430575903,0.985660811978117,0.5,0.0,0.0,0.0,0.0,0.0,0.0,17116.0,249.0,1.0,0.0,0.012525050100200401,0.001484871822933804,0.013383297644539615,0.0012756857938984892,0.013756675179939634,0.0011910108297843382,,,False
E7_SVM_rbf,NB09c_v2,Kharkiv,bda_fusion_composite_blockstats_v2,SVM_rbf,all_multimodal,170104.0,238.0,169866.0,0.0013991440530498988,0.5,0.2516450064890497,0.0008443103130730769,0.013107941215271094,0.0014186790865540369,0.9986008559469501,0.5,0.0,0.0,0.0,0.0,0.0,0.0,169866.0,238.0,1.0,0.0,0.0012028692525206724,0.0018223758777986285,0.0013036307632606533,0.0014952266217858874,0.0013535188508803835,0.001374213561886622,,,False
E7_SVM_rbf,NB09c_v2,Kherson,bda_fusion_composite_blockstats_v2,SVM_rbf,all_multimodal,9909.0,6.0,9903.0,0.0006055101422948834,0.5,0.29348009020835436,0.0004694706916094903,0.005815909090586662,0.0006080007994687224,0.9993944898577051,0.5,0.0,0.0,0.0,0.0,0.0,0.0,9903.0,6.0,1.0,0.0,0.0006443298969072165,0.0006772551437213509,0.0006719677455482136,0.0005549835678824149,0.0006719677455482136,0.0005549835678824149,,,False
E7_SVM_rbf,NB09c_v2,Kramatorsk,bda_fusion_composite_blockstats_v2,SVM_rbf,all_multimodal,10414.0,19.0,10395.0,0.0018244670635682734,0.5,0.17979291663502195,0.001302985456322044,0.015172553798553479,0.001833479142854679,0.9981755329364317,0.5,0.0,0.0,0.0,0.0,0.0,0.0,10395.0,19.0,1.0,0.0,0.001661616655263415,0.0011792577780485162,0.001757126122608356,0.0011792577780480715,0.0018396591789310612,0.001179257776958732,,,False
E7_SVM_rbf,NB09c_v2,Makariv,bda_fusion_composite_blockstats_v2,SVM_rbf,all_multimodal,5554.0,53.0,5501.0,0.009542671948145481,0.5,0.3172287714412131,0.0063875504039916185,0.056849217453569,0.009483426100508514,0.9904573280518545,0.5,0.0,0.0,0.0,0.0,0.0,0.0,5501.0,53.0,1.0,0.0,0.008514851485148515,0.003810726367411692,0.009019165727170236,0.003300946905267088,0.00939572586588062,0.0027947889918973627,,,False
E7_SVM_rbf,NB09c_v2,Moschun,bda_fusion_composite_blockstats_v2,SVM_rbf,all_multimodal,1248.0,73.0,1175.0,0.058493589743589744,0.5,0.3948353249781405,0.045534464643998206,0.33564070551753006,0.05808711523695831,0.9415064102564102,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1175.0,73.0,1.0,0.0,0.057337220602526724,0.002640521963625812,0.06077348066298342,0.0024380683156116634,0.05912162162162162,0.0019166631119635932,,,False
E7_SVM_rbf,NB09c_v2,Okhtyrka,bda_fusion_composite_blockstats_v2,SVM_rbf,all_multimodal,26456.0,35.0,26421.0,0.0013229513153915936,0.5,0.34399368467723185,0.0009329088782550469,0.011674488674655885,0.0013317741331398897,0.9986770486846084,0.5,0.0,0.0,0.0,0.0,0.0,0.0,26421.0,35.0,1.0,0.0,0.001148576585445894,0.00174738931121226,0.0012505862122870095,0.0014028480453095033,0.0012883179871926035,0.0007775813165890506,,,False
E7_SVM_rbf,NB09c_v2,Trostianets,bda_fusion_composite_blockstats_v2,SVM_rbf,all_multimodal,8737.0,18.0,8719.0,0.002060203731257869,0.5,0.2935989091511514,0.0013816548057369283,0.01584228527290446,0.0020616772898139415,0.9979397962687422,0.5,0.0,0.0,0.0,0.0,0.0,0.0,8719.0,18.0,1.0,0.0,0.0017405430494314227,0.0012962229815812116,0.001965090740954803,0.0012552614919030182,0.0020616195166647576,0.0012109401392187227,,,False
E7_SVM_rbf,NB09c_v2,Volnovakha,bda_fusion_composite_blockstats_v2,SVM_rbf,all_multimodal,13463.0,163.0,13300.0,0.01210725692639085,0.5,0.37972046681119975,0.008946953591227283,0.07503577119635621,0.01204974473978987,0.9878927430736092,0.5,0.0,0.0,0.0,0.0,0.0,0.0,13300.0,163.0,1.0,0.0,0.010830921868540719,0.0020324516172717214,0.011541179241579649,0.0017613115159011705,0.011683123539609557,0.0012656441230213665,,,False
E7_KNN_5,NB09c_v2,Avdiivka,bda_fusion_composite_blockstats_v2,KNN_5,all_multimodal,12523.0,89.0,12434.0,0.007106923261199393,0.5,0.5059672373502883,0.007285140580834517,0.25301734472352283,0.007477441507625969,0.9928930767388006,0.5,0.0,0.0,0.0,0.0,0.0,0.0,12434.0,89.0,1.0,0.0,0.007106923261199393,0.0,0.007106923261199393,0.0,0.007106923261199393,0.0,,,False
E7_KNN_5,NB09c_v2,Bucha,bda_fusion_composite_blockstats_v2,KNN_5,all_multimodal,17215.0,158.0,17057.0,0.009178042404879466,0.5,0.8496680526870811,0.1909567284804879,0.10725178706773913,0.007779262271275051,0.9909962242230613,0.509493670886076,0.037267080745341616,1.0,0.0189873417721519,0.1371727166998194,3.0,0.0,17057.0,155.0,1.0,0.0,0.009178042404879466,0.0,0.009178042404879466,0.0,0.009178042404879466,0.0,,,False
E7_KNN_5,NB09c_v2,Chernihiv,bda_fusion_composite_blockstats_v2,KNN_5,all_multimodal,51375.0,333.0,51042.0,0.006481751824817518,0.5,0.5404860014593175,0.008307144397446217,0.21808922275770393,0.009733138686131387,0.9927396593673966,0.5040832827655444,0.0158311345646438,0.06521739130434782,0.009009009009009009,0.021911145973532914,3.0,43.0,50999.0,330.0,0.9991575565220798,0.0008424434779201442,0.006481751824817518,0.0,0.006481751824817518,0.0,0.006481751824817518,0.0,,,False
E7_KNN_5,NB09c_v2,Chornobaivka,bda_fusion_composite_blockstats_v2,KNN_5,all_multimodal,9909.0,6.0,9903.0,0.0006055101422948834,0.5,0.707108956881753,0.0021078092227719905,0.031294021950575034,0.004359673024523161,0.9993944898577051,0.5,0.0,0.0,0.0,0.0,0.0,0.0,9903.0,6.0,1.0,0.0,0.0006055101422948834,0.0,0.0006055101422948834,0.0,0.0006055101422948834,0.0,,,False
E7_KNN_5,NB09c_v2,Dmytrivka,bda_fusion_composite_blockstats_v2,KNN_5,all_multimodal,13649.0,144.0,13505.0,0.01055022345959411,0.5,0.8329718417047184,0.19730797963508334,0.13420466006781864,0.009208000586123526,0.989816103743864,0.5242315089061664,0.0915032679738562,0.7777777777777778,0.04861111111111111,0.1928903738294247,7.0,2.0,13503.0,137.0,0.9998519067012218,0.00014809329877823029,0.01055022345959411,0.0,0.01055022345959411,0.0,0.01055022345959411,0.0,,,False
E7_KNN_5,NB09c_v2,Hostomel,bda_fusion_composite_blockstats_v2,KNN_5,all_multimodal,19145.0,511.0,18634.0,0.026691042047531994,0.5,0.5286472636871304,0.03010434526800258,0.8786129035608219,0.027627056672760514,0.9732567249934709,0.49997316732853925,0.0,0.0,0.0,-0.0011968536861174906,0.0,1.0,18633.0,511.0,0.9999463346570785,5.366534292154127e-05,0.026691042047531994,0.0,0.026691042047531994,0.0,0.026691042047531994,0.0,,,False
E7_KNN_5,NB09c_v2,Irpin,bda_fusion_composite_blockstats_v2,KNN_5,all_multimodal,17365.0,249.0,17116.0,0.014339188021883099,0.5,0.6041377475313734,0.041045909954692664,0.4033394380092995,0.014781456953642387,0.985660811978117,0.5019788196957027,0.00796812749003984,0.5,0.004016064257028112,0.04384394780085211,1.0,1.0,17115.0,248.0,0.9999415751343772,5.842486562280907e-05,0.014339188021883099,0.0,0.014339188021883099,0.0,0.014339188021883099,0.0,,,False
E7_KNN_5,NB09c_v2,Kharkiv,bda_fusion_composite_blockstats_v2,KNN_5,all_multimodal,170104.0,238.0,169866.0,0.0013991440530498988,0.5,0.5043146342638641,0.0021119750675103674,0.051576427231009254,0.0017723275172835439,0.9985773409208484,0.5020861228529419,0.00819672131147541,0.16666666666666666,0.004201680672268907,0.026259494170971072,1.0,5.0,169861.0,237.0,0.9999705650336147,2.9434966385268388e-05,0.0013991440530498988,0.0,0.0013991440530498988,0.0,0.0013991440530498988,0.0,,,False
E7_KNN_5,NB09c_v2,Kherson,bda_fusion_composite_blockstats_v2,KNN_5,all_multimodal,9909.0,6.0,9903.0,0.0006055101422948834,0.5,0.49177017065535694,0.0006055101422948834,0.025698667242515263,0.001348269250176607,0.9993944898577051,0.5,0.0,0.0,0.0,0.0,0.0,0.0,9903.0,6.0,1.0,0.0,0.0006055101422948834,0.0,0.0006055101422948834,0.0,0.0006055101422948834,0.0,,,False
E7_KNN_5,NB09c_v2,Kramatorsk,bda_fusion_composite_blockstats_v2,KNN_5,all_multimodal,10414.0,19.0,10395.0,0.0018244670635682734,0.5,0.7547074757601073,0.01063041867123854,0.05531101956527156,0.008477050124831957,0.9926061071634339,0.4972101972101972,0.0,0.0,0.0,-0.0031995030576337695,0.0,58.0,10337.0,19.0,0.9944203944203944,0.005579605579605579,0.0018244670635682734,0.0,0.0018244670635682734,0.0,0.0018244670635682734,0.0,,,False
E7_KNN_5,NB09c_v2,Makariv,bda_fusion_composite_blockstats_v2,KNN_5,all_multimodal,5554.0,53.0,5501.0,0.009542671948145481,0.5,0.554713894214774,0.015649438446538617,0.3038088716053909,0.010752610731004683,0.9904573280518545,0.5,0.0,0.0,0.0,0.0,0.0,0.0,5501.0,53.0,1.0,0.0,0.009542671948145481,0.0,0.009542671948145481,0.0,0.009542671948145481,0.0,,,False
E7_KNN_5,NB09c_v2,Moschun,bda_fusion_composite_blockstats_v2,KNN_5,all_multimodal,1248.0,73.0,1175.0,0.058493589743589744,0.5,0.5566831827455552,0.08050140498770636,1.8128193449171948,0.05679487179487179,0.9415064102564102,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1175.0,73.0,1.0,0.0,0.058493589743589744,0.0,0.058493589743589744,0.0,0.058493589743589744,0.0,,,False
E7_KNN_5,NB09c_v2,Okhtyrka,bda_fusion_composite_blockstats_v2,KNN_5,all_multimodal,26456.0,35.0,26421.0,0.0013229513153915936,0.5,0.5796855315306547,0.006521850283866735,0.04998530885311327,0.0037768370123979437,0.9978832778953735,0.5281361687402337,0.06666666666666667,0.08,0.05714285714285714,0.06656973093245516,2.0,23.0,26398.0,33.0,0.9991294803376103,0.0008705196623897657,0.0013229513153915936,0.0,0.0013229513153915936,0.0,0.0013229513153915936,0.0,,,False
E7_KNN_5,NB09c_v2,Trostianets,bda_fusion_composite_blockstats_v2,KNN_5,all_multimodal,8737.0,18.0,8719.0,0.002060203731257869,0.5,0.505498846707701,0.002089674278139628,0.08226980067024936,0.004669795124184502,0.9978253405058944,0.4999426539740796,0.0,0.0,0.0,-0.00048612348316120726,0.0,1.0,8718.0,18.0,0.9998853079481592,0.00011469205184080744,0.002060203731257869,0.0,0.002060203731257869,0.0,0.002060203731257869,0.0,,,False
E7_KNN_5,NB09c_v2,Volnovakha,bda_fusion_composite_blockstats_v2,KNN_5,all_multimodal,13463.0,163.0,13300.0,0.01210725692639085,0.5,0.5138594953641773,0.012606384597550318,0.4175368482825821,0.014347470846022432,0.9871499665750576,0.4996240601503759,0.0,0.0,0.0,-0.003018272248521769,0.0,10.0,13290.0,163.0,0.9992481203007518,0.0007518796992481203,0.01210725692639085,0.0,0.01210725692639085,0.0,0.01210725692639085,0.0,,,False
E7_KNN_15,NB09c_v2,Avdiivka,bda_fusion_composite_blockstats_v2,KNN_15,all_multimodal,12523.0,89.0,12434.0,0.007106923261199393,0.5,0.5247179263816321,0.009682402689052344,0.23952197603060324,0.007160868446502879,0.9928930767388006,0.5,0.0,0.0,0.0,0.0,0.0,0.0,12434.0,89.0,1.0,0.0,0.007106923261199393,0.0,0.007106923261199393,0.0,0.007106923261199393,0.0,,,False
E7_KNN_15,NB09c_v2,Bucha,bda_fusion_composite_blockstats_v2,KNN_15,all_multimodal,17215.0,158.0,17057.0,0.009178042404879466,0.5,0.8706735717842556,0.13003459858580418,0.08613616702342554,0.008357569303256205,0.9908219575951205,0.5,0.0,0.0,0.0,0.0,0.0,0.0,17057.0,158.0,1.0,0.0,0.07435158501440922,0.06666666666666667,0.009178042404879466,0.0,0.009178042404879466,0.0,,,False
E7_KNN_15,NB09c_v2,Chernihiv,bda_fusion_composite_blockstats_v2,KNN_15,all_multimodal,51375.0,333.0,51042.0,0.006481751824817518,0.5,0.5760639856972289,0.009580236023991757,0.1827390805228449,0.007804574209245741,0.9934987834549879,0.4999902041456056,0.0,0.0,0.0,-0.00035635805875401276,0.0,1.0,51041.0,333.0,0.9999804082912112,1.9591708788840563e-05,0.006481751824817518,0.0,0.006481751824817518,0.0,0.006481751824817518,0.0,,,False
E7_KNN_15,NB09c_v2,Chornobaivka,bda_fusion_composite_blockstats_v2,KNN_15,all_multimodal,9909.0,6.0,9903.0,0.0006055101422948834,0.5,0.6437106600693392,0.0020558530247456663,0.034739426746111066,0.00247451811484509,0.9993944898577051,0.5,0.0,0.0,0.0,0.0,0.0,0.0,9903.0,6.0,1.0,0.0,0.0006055101422948834,0.0,0.0006055101422948834,0.0,0.0006055101422948834,0.0,,,False
E7_KNN_15,NB09c_v2,Dmytrivka,bda_fusion_composite_blockstats_v2,KNN_15,all_multimodal,13649.0,144.0,13505.0,0.01055022345959411,0.5,0.8528484820436876,0.158916983349695,0.10821130599527125,0.009512459195219838,0.9895230419810975,0.5034722222222222,0.013793103448275862,1.0,0.006944444444444444,0.08289561182955697,1.0,0.0,13505.0,143.0,1.0,0.0,0.01055022345959411,0.0,0.01055022345959411,0.0,0.01055022345959411,0.0,,,False
E7_KNN_15,NB09c_v2,Hostomel,bda_fusion_composite_blockstats_v2,KNN_15,all_multimodal,19145.0,511.0,18634.0,0.026691042047531994,0.5,0.5500329028413645,0.03270035800012167,0.7851971584342733,0.02654270044398015,0.973308957952468,0.5,0.0,0.0,0.0,0.0,0.0,0.0,18634.0,511.0,1.0,0.0,0.026691042047531994,0.0,0.026691042047531994,0.0,0.026691042047531994,0.0,,,False
E7_KNN_15,NB09c_v2,Irpin,bda_fusion_composite_blockstats_v2,KNN_15,all_multimodal,17365.0,249.0,17116.0,0.014339188021883099,0.5,0.6394005561859497,0.044048614489841736,0.34196611942570726,0.01409399494513229,0.985660811978117,0.5,0.0,0.0,0.0,0.0,0.0,0.0,17116.0,249.0,1.0,0.0,0.014339188021883099,0.0,0.014339188021883099,0.0,0.014339188021883099,0.0,,,False
E7_KNN_15,NB09c_v2,Kharkiv,bda_fusion_composite_blockstats_v2,KNN_15,all_multimodal,170104.0,238.0,169866.0,0.0013991440530498988,0.5,0.3261590055117098,0.0014847493071038333,0.07918781183783387,0.0037918240867025146,0.9986008559469501,0.5,0.0,0.0,0.0,0.0,0.0,0.0,169866.0,238.0,1.0,0.0,0.0013991440530498988,0.0,0.0013991440530498988,0.0,0.0013991440530498988,0.0,,,False
E7_KNN_15,NB09c_v2,Kherson,bda_fusion_composite_blockstats_v2,KNN_15,all_multimodal,9909.0,6.0,9903.0,0.0006055101422948834,0.5,0.43845299404220944,0.0006055101422948834,0.03066069314891524,0.001220439331247687,0.9993944898577051,0.5,0.0,0.0,0.0,0.0,0.0,0.0,9903.0,6.0,1.0,0.0,0.0006055101422948834,0.0,0.0006055101422948834,0.0,0.0006055101422948834,0.0,,,False
