city,feature,method,bhattacharyya,jm_distance,chi2,chi2_p,cramers_v,separability
Bucha,s2__composite__b03__prebattle_baseline_max,bhattacharyya,0.0716858796071444,0.13835351908986881,,,,poor
Bucha,s2__composite__b03__prebattle_baseline_mean,bhattacharyya,0.02982777257707528,0.058774629449035,,,,poor
Bucha,s2__composite__b03__prebattle_baseline_std,bhattacharyya,0.10787563779347861,0.20452153135883044,,,,poor
Bucha,s2__composite__b03__winter_baseline_max,bhattacharyya,0.0716858796071444,0.13835351908986881,,,,poor
Bucha,s2__composite__b03__winter_baseline_mean,bhattacharyya,0.02982777257707528,0.058774629449035,,,,poor
Bucha,s2__composite__b03__winter_baseline_std,bhattacharyya,0.10787563779347861,0.20452153135883044,,,,poor
Bucha,s2__composite__b04__post_winter_baseline_max,bhattacharyya,0.0820210439457407,0.157494856593545,,,,poor
Bucha,s2__composite__b04__post_winter_baseline_mean,bhattacharyya,0.02295758210610451,0.04539212386236491,,,,poor
Bucha,s2__composite__b04__post_winter_baseline_std,bhattacharyya,0.09919615760530537,0.18886988574544672,,,,poor
Bucha,s2__composite__b04__prebattle_baseline_max,bhattacharyya,0.07310819242780049,0.14099948060864187,,,,poor
Bucha,s2__composite__b04__prebattle_baseline_mean,bhattacharyya,0.03098954967861893,0.06102859107945258,,,,poor
Bucha,s2__composite__b04__prebattle_baseline_std,bhattacharyya,0.1093621523960829,0.20718855354629806,,,,poor
Bucha,s2__composite__b04__winter_baseline_max,bhattacharyya,0.07310819242780049,0.14099948060864187,,,,poor
Bucha,s2__composite__b04__winter_baseline_mean,bhattacharyya,0.03098954967861893,0.06102859107945258,,,,poor
Bucha,s2__composite__b04__winter_baseline_std,bhattacharyya,0.1093621523960829,0.20718855354629806,,,,poor
Bucha,s2__composite__b05__post_winter_baseline_max,bhattacharyya,0.046348575548048984,0.09058176814052321,,,,poor
Bucha,s2__composite__b05__post_winter_baseline_mean,bhattacharyya,0.005923974915918955,0.01181292554815494,,,,poor
Bucha,s2__composite__b05__post_winter_baseline_std,bhattacharyya,0.12382345526489728,0.2329283785796492,,,,poor
Bucha,s2__composite__b05__prebattle_baseline_max,bhattacharyya,0.04899074398351082,0.09562011371293866,,,,poor
Bucha,s2__composite__b05__prebattle_baseline_mean,bhattacharyya,0.017208365179824936,0.034122293870217035,,,,poor
Bucha,s2__composite__b05__prebattle_baseline_std,bhattacharyya,0.13225408430203947,0.2477632822506599,,,,poor
Bucha,s2__composite__b05__winter_baseline_max,bhattacharyya,0.04899074398351082,0.09562011371293866,,,,poor
Bucha,s2__composite__b05__winter_baseline_mean,bhattacharyya,0.017208365179824936,0.034122293870217035,,,,poor
Bucha,s2__composite__b05__winter_baseline_std,bhattacharyya,0.13225408430203947,0.2477632822506599,,,,poor
Bucha,s2__composite__b07__post_winter_baseline_max,bhattacharyya,0.010158294846240675,0.02021374726744618,,,,poor
Bucha,s2__composite__b07__post_winter_baseline_mean,bhattacharyya,0.01649586831444778,0.03272111305769232,,,,poor
Bucha,s2__composite__b07__post_winter_baseline_std,bhattacharyya,0.09753034712593416,0.18585037195099963,,,,poor
Bucha,s2__composite__b07__prebattle_baseline_max,bhattacharyya,0.04326136521439008,0.08467788386667485,,,,poor
Bucha,s2__composite__b07__prebattle_baseline_mean,bhattacharyya,0.013398121365356376,0.026617532093848206,,,,poor
Bucha,s2__composite__b07__prebattle_baseline_std,bhattacharyya,0.13272423967747393,0.2485869121303641,,,,poor
Bucha,s2__composite__b07__winter_baseline_max,bhattacharyya,0.04326136521439008,0.08467788386667485,,,,poor
Bucha,s2__composite__b07__winter_baseline_mean,bhattacharyya,0.013398121365356376,0.026617532093848206,,,,poor
Bucha,s2__composite__b07__winter_baseline_std,bhattacharyya,0.13272423967747393,0.2485869121303641,,,,poor
Bucha,s2__composite__b08__post_winter_baseline_max,bhattacharyya,0.019596085647343837,0.03881066082346907,,,,poor
Bucha,s2__composite__b08__post_winter_baseline_mean,bhattacharyya,0.01786694777250789,0.035416560469311076,,,,poor
Bucha,s2__composite__b08__post_winter_baseline_std,bhattacharyya,0.06839699847622845,0.13222070558714916,,,,poor
Bucha,s2__composite__b08__prebattle_baseline_max,bhattacharyya,0.06297179755115206,0.12206009086433567,,,,poor
Bucha,s2__composite__b08__prebattle_baseline_mean,bhattacharyya,0.020187438953741633,0.03997007377853379,,,,poor
Bucha,s2__composite__b08__prebattle_baseline_std,bhattacharyya,0.11036021906109887,0.20897700624169202,,,,poor
Bucha,s2__composite__b08__winter_baseline_max,bhattacharyya,0.06297179755115206,0.12206009086433567,,,,poor
Bucha,s2__composite__b08__winter_baseline_mean,bhattacharyya,0.020187438953741633,0.03997007377853379,,,,poor
Bucha,s2__composite__b08__winter_baseline_std,bhattacharyya,0.11036021906109887,0.20897700624169202,,,,poor
Bucha,s2__composite__b11__post_winter_baseline_max,bhattacharyya,0.012648069078499106,0.025136836830934373,,,,poor
Bucha,s2__composite__b11__post_winter_baseline_mean,bhattacharyya,0.007738578752569775,0.015417426082114716,,,,poor
Bucha,s2__composite__b11__post_winter_baseline_std,bhattacharyya,0.14548482822217002,0.27079398492162565,,,,poor
Bucha,s2__composite__b11__prebattle_baseline_max,bhattacharyya,0.0012593600829362496,0.0025171348436210383,,,,poor
