feature,VIF
s2__composite__b03__prebattle_baseline_max,428.57885341645823
s2__composite__b04__prebattle_baseline_max,335.26185537882645
s2__composite__b03__post_winter_baseline_max,197.79712626971138
s2__composite__b04__post_winter_baseline_max,174.93481961010275
s2__composite__b02__prebattle_baseline_max,160.74056869262736
s2__composite__b03__prebattle_baseline_std,144.05856947409663
s2__composite__ndre__post_winter_baseline_mean,121.59403300925437
s2__composite__ndwi__post_winter_baseline_mean,121.12743504793693
s2__composite__ndre__post_winter_baseline_max,114.21871403555132
s2__composite__b03__post_winter_baseline_std,103.67738036079365
s2__composite__mndwi__post_winter_baseline_mean,88.201390109363
s2__composite__b02__post_winter_baseline_max,87.45146270896522
s2__composite__mndwi__post_winter_baseline_max,85.02634665119045
s2__composite__b04__post_winter_baseline_std,81.26842530419958
s2__composite__b04__prebattle_baseline_std,74.863455378993
s2__composite__ndwi__post_winter_baseline_max,67.17487658583207
s2__composite__ndwi__prebattle_baseline_mean,64.79330994298789
s2__composite__ndvi__post_winter_baseline_mean,59.15519739473021
s2__composite__cire__post_winter_baseline_mean,56.32680769676997
s2__composite__cire__post_winter_baseline_max,50.1390610873663
s2__composite__b08__prebattle_baseline_std,48.580321600799415
s2__composite__b02__post_winter_baseline_std,47.0501150439129
s2__composite__ndvi__prebattle_baseline_mean,44.230677578569484
s2__composite__b02__prebattle_baseline_std,40.268577754513416
s2__composite__ndbi__post_winter_baseline_max,34.89839176151056
s2__composite__mndwi__prebattle_baseline_max,28.4078311649494
s2__composite__b07__prebattle_baseline_std,27.639326465400057
s2__composite__ndre__prebattle_baseline_mean,27.398429010074956
s2__composite__mndwi__prebattle_baseline_std,27.15940317043886
s2__composite__b05__prebattle_baseline_max,26.477730038403887
s2__composite__b8a__prebattle_baseline_std,24.21438206357122
s2__composite__ndbi__prebattle_baseline_std,22.89632147261459
s2__composite__b05__prebattle_baseline_std,19.402295814656796
s2__composite__b08__post_winter_baseline_std,19.302976884697678
s2__composite__cire__prebattle_baseline_mean,19.249901586561194
s2__composite__b07__post_winter_baseline_std,18.25648801753142
s2__composite__b11__post_winter_baseline_std,18.25573769026224
s2__composite__mndwi__post_winter_baseline_std,16.773709480984397
s2__composite__ndwi__prebattle_baseline_max,16.714294777966515
s2__composite__b8a__post_winter_baseline_std,16.332545779153936
s2__composite__ndbi__post_winter_baseline_std,15.071990421277084
s2__composite__b02__post_winter_baseline_mean,14.779641555297209
s2__composite__b12__post_winter_baseline_std,12.691372212619372
s2__composite__b12__prebattle_baseline_std,10.499791745597463
s2__composite__b11__prebattle_baseline_std,10.185385042623121
s2__composite__ndwi__post_winter_baseline_std,9.726750584127622
s2__composite__b05__post_winter_baseline_std,8.936504818318799
s2__composite__ndre__post_winter_baseline_std,8.210338777212188
s2__composite__ndre__prebattle_baseline_std,3.259361350083456
s2__composite__cire__prebattle_baseline_std,3.181843270214597
