model_id,variant_id,n,n_damaged,auc,n_cities,n_folds,TP,FN,FP,TN,is_leaky,is_degenerate
B1_PWTT_VH_exact,unsupervised_pwtt;pol=vh;direction=|t|,62151,8013,0.5312,20,1,4317,3696,26759,27379,False,False
NB08b_BRIGHT_all_GBM,dataset=BRIGHT;feature_set=all;classifier=GBM,92423,14126,0.5266,14,5,939,13187,1671,76626,False,False
B1_PWTT_VV_exact,unsupervised_pwtt;pol=vv;direction=|t|,62151,8013,0.526,20,1,4243,3770,26833,27305,False,False
B4_step1_card,unsupervised_combined;step=step1_card;n_scores=2,63243,8247,0.5259,21,1,4398,3849,27224,27772,False,False
NB08b_BRIGHT_all_AdaBoost,dataset=BRIGHT;feature_set=all;classifier=AdaBoost,92423,14126,0.5259,14,5,0,14126,0,78297,False,False
D1_blk_pre+post_all,feat_set=pre+post_all,63243,8247,0.5256,21,5,4,8243,18,54978,False,False
R2_roll13,nb09a;cell=R2,63243,8247,0.5255,21,5,15,8232,65,54931,False,False
NB08b_BRIGHT_all_XGBoost,dataset=BRIGHT;feature_set=all;classifier=XGBoost,92423,14126,0.5255,14,5,1064,13062,2100,76197,False,False
R2_roll7,nb09a;cell=R2,63243,8247,0.5251,21,5,19,8228,53,54943,False,False
R2_roll3,nb09a;cell=R2,63243,8247,0.5248,21,5,24,8223,80,54916,False,False
B0_single_s1_coh_running_min,unsupervised_single_score;source=bda_coh_drop_v3;direction=+raw,51800,6935,0.5245,12,1,4639,2296,28052,16813,False,False
R3_coh_only_A14,nb09a;cell=R3,51800,6935,0.5242,12,5,4119,2816,24740,20125,False,False
D1_blk_pre_baseline_all,feat_set=pre_baseline_all,63243,8247,0.5237,21,5,5,8242,3,54993,False,False
D1e_zonal_max,zonal=max,63243,8247,0.5235,21,5,25,8222,16,54980,False,False
B0_single_s1_vh_mean,unsupervised_change;source=bda_block_stats_v3;direction=|change|,63243,8247,0.523,21,1,4310,3937,27312,27684,False,False
R0c_roll7_baseline+assessment,nb09a;cell=R0c,63243,8247,0.523,21,5,13,8234,29,54967,False,False
D1_blk_post_block_all,feat_set=post_block_all,63243,8247,0.5224,21,5,6,8241,16,54980,False,False
D1i_allblocks_groupkfold,groupkfold_cv,63243,8247,0.5217,21,5,6,8241,0,54996,False,False
B3_logratio_IBI,unsupervised_logratio;sensor=optical;label=IBI;direction=-logratio,3533,407,0.5216,5,1,215,192,1552,1574,False,False
B3_logratio_VV,unsupervised_logratio;sensor=sar;label=VV;direction=|logratio|,63243,8247,0.5205,21,1,4357,3890,27265,27731,False,False
D1e_zonal_min,zonal=min,63243,8247,0.5202,21,5,27,8220,20,54976,False,False
E8_IsolationForest_c=0.050,unsupervised_isolation_forest;contamination=0.050,62043,8080,0.5201,19,1,4249,3831,26773,27190,False,False
E8_IsolationForest_c=0.100,unsupervised_isolation_forest;contamination=0.100,62043,8080,0.5201,19,1,4249,3831,26773,27190,False,False
E8_IsolationForest_c=0.130,unsupervised_isolation_forest;contamination=0.130,62043,8080,0.5201,19,1,4249,3831,26773,27190,False,False
D6_sar_only,sensor=SAR_only,63243,8247,0.5197,21,5,3,8244,4,54992,False,False
R0c_roll13_baseline+assessment,nb09a;cell=R0c,63243,8247,0.5194,21,5,11,8236,30,54966,False,False
R5_ExtraTrees_dietrich28,nb09a;cell=R5,63243,8247,0.5189,21,5,599,7648,3139,51857,False,False
R0c_roll3_baseline+assessment,nb09a;cell=R0c,63243,8247,0.5185,21,5,12,8235,29,54967,False,False
B0_single_s1_vv_mean,unsupervised_change;source=bda_block_stats_v3;direction=|change|,63243,8247,0.5184,21,1,4309,3938,27313,27683,False,False
B3_logratio_NDSI,unsupervised_logratio;sensor=optical;label=NDSI;direction=-logratio,3533,407,0.5176,5,1,218,189,1549,1577,False,False
B3_logratio_MNDWI,unsupervised_logratio;sensor=optical;label=MNDWI;direction=-logratio,3533,407,0.5176,5,1,218,189,1549,1577,False,False
R3_card_only_prepost_A13,nb09a;cell=R3,63243,8247,0.5174,21,5,111,8136,397,54599,False,False
R0b_prepost_single_card_groupkfold,nb09a;cell=R0b,63243,8247,0.5174,21,5,111,8136,397,54599,False,False
D1e_zonal_median,zonal=median,63243,8247,0.5166,21,5,9,8238,15,54981,False,False
R5_RF-200_dietrich28,nb09a;cell=R5,63243,8247,0.5161,21,5,102,8145,475,54521,False,False
R0_dietrich28_faithful_groupkfold,nb09a;cell=R0,63243,8247,0.5161,21,5,102,8145,475,54521,False,False
R1_groupkfold,nb09a;cell=R1,63243,8247,0.5161,21,5,102,8145,475,54521,False,False
R1_geographic_70_30,nb09a;cell=R1,9121,1127,0.5158,7,1,31,1096,160,7834,False,False
B3_logratio_VH,unsupervised_logratio;sensor=sar;label=VH;direction=|logratio|,63243,8247,0.5155,21,1,4267,3980,27355,27641,False,False
B0_single_s1_coh_max_drop,unsupervised_single_score;source=bda_coh_drop_v3;direction=-raw,51800,6935,0.5149,12,1,4566,2369,27978,16887,False,False
D1_pre+post+delta,feat_set=pre+post+delta,63243,8247,0.5145,21,5,33,8214,94,54902,False,False
D1d_pre+post+delta,feat_set=pre+post+delta,63243,8247,0.5145,21,5,33,8214,94,54902,False,False
B7_UISEM_card+coh,uisem_sensor_ablation;sub=RF+GB+XGB;sensor_group=card+coh,62043,8080,0.5141,19,5,38,8042,161,53802,False,False
B7_UISEM_card+coh+delta,uisem_sensor_ablation;sub=RF+GB+XGB;sensor_group=card+coh+delta,62043,8080,0.5141,19,5,38,8042,161,53802,False,False
E7_SVM_rbf,non_tree;classifier=SVM_rbf;features=all_multimodal,62043,8080,0.5141,19,5,0,8080,0,53963,False,False
D1_delta_only,feat_set=delta_only,63243,8247,0.5123,21,5,129,8118,810,54186,False,False
NB08b_BDA_COH_DROP_UISEM_voting,dataset=BDA;feature_set=COH_DROP;classifier=UISEM_voting,21434,1431,0.5123,12,5,0,1431,1,20002,False,False
D1d_delta_only,feat_set=delta_only,63243,8247,0.5123,21,5,129,8118,810,54186,False,False
D1e_zonal_mean,zonal=mean,63243,8247,0.5121,21,5,13,8234,16,54980,False,False
R4b_tier0_card,nb09a;cell=R4b,39997,5459,0.5108,4,4,88,5371,418,34120,False,False
R4_tier0_dietrich28,nb09a;cell=R4,39997,5459,0.5108,4,4,88,5371,418,34120,False,False
R5_GBM_dietrich28,nb09a;cell=R5,63243,8247,0.507,21,5,22,8225,123,54873,False,False
E2_LightGBM_card+coh,lightgbm_sensor_ablation;sensor=card+coh,62043,8080,0.5069,19,5,1166,6914,7301,46662,False,False
B7_UISEM_card_only,uisem_sensor_ablation;sub=RF+GB+XGB;sensor_group=card_only,62043,8080,0.5065,19,5,38,8042,147,53816,False,False
D1_post_only,feat_set=post_only,63243,8247,0.5058,21,5,124,8123,862,54134,False,False
D1d_post_only,feat_set=post_only,63243,8247,0.5058,21,5,124,8123,862,54134,False,False
D1d_pre_only,feat_set=pre_only,63243,8247,0.5054,21,5,138,8109,865,54131,False,False
D1_pre_only,feat_set=pre_only,63243,8247,0.5054,21,5,138,8109,865,54131,False,False
B0_single_s1_coh_drop_count,unsupervised_single_score;source=bda_coh_drop_v3;direction=-raw,51800,6935,0.5037,12,1,6734,201,43240,1625,False,False
R5_XGBoost_dietrich28,nb09a;cell=R5,63243,8247,0.5036,21,5,26,8221,139,54857,False,False
D1_pre+post,feat_set=pre+post,63243,8247,0.5034,21,5,20,8227,80,54916,False,False
R5_LightGBM_dietrich28,nb09a;cell=R5,63243,8247,0.5033,21,5,2387,5860,15104,39892,False,False
D1e_zonal_std,zonal=std,63243,8247,0.5032,21,5,3,8244,15,54981,False,False
R4b_tier2_all,nb09a;cell=R4b,3533,407,0.5024,5,5,0,407,0,3126,False,False
E6_B_nativeNaN_card+coh,nan_ablation;strategy=B_native_nan;modality=card+coh,62043,8080,0.5011,19,5,1226,6854,7861,46102,False,False
E6_B_nativeNaN_card_only,nan_ablation;strategy=B_native_nan;modality=card_only,62043,8080,0.5005,19,5,1165,6915,7556,46407,False,False
D1_blk_pre+post_mean,feat_set=pre+post_mean,63243,8247,0.5003,21,5,154,8093,1130,53866,False,False
L2b_s2__lu__urban_retained,plausibility_standalone;signal=s2__lu__urban_retained;higher_is_damage=False,62043,8080,0.5,19,1,8080,0,53963,0,False,False
L2b_s2__lu__urban_retained_mean,plausibility_standalone;signal=s2__lu__urban_retained_mean;higher_is_damage=False,598595,7332,0.5,21,1,7332,0,591263,0,False,False
L2b_bldg_reliable,plausibility_standalone;signal=bldg_reliable;higher_is_damage=True,63243,8247,0.5,21,1,8247,0,54996,0,False,False
L2b_plausibility_score,plausibility_standalone;signal=plausibility_score;higher_is_damage=True,63243,8247,0.499,21,1,563,7684,3865,51131,False,False
D1_blk_pre_baseline_mean,feat_set=pre_baseline_mean,63243,8247,0.4985,21,5,125,8122,897,54099,False,False
D1_blk_post_block_mean,feat_set=post_block_mean,63243,8247,0.4985,21,5,125,8122,897,54099,False,False
E7b_GaussianNB,probabilistic;classifier=GaussianNB,62043,8080,0.4983,19,5,2309,5771,13732,40231,False,False
E2_LightGBM_card,lightgbm_sensor_ablation;sensor=card,62043,8080,0.494,19,5,1149,6931,7703,46260,False,False
D2_coh-only,ablation=COH-only (coherence baselines),62043,8080,0.4914,19,5,145,7935,1109,52854,False,False
L2b_s2__lu__date_persistent_loss,plausibility_standalone;signal=s2__lu__date_persistent_loss;higher_is_damage=True,62043,8080,0.4913,19,1,3328,4752,23118,30845,False,False
B2_CCD_exact_vh,unsupervised_ccd;mode=exact;pol=vh,101911,4304,0.4862,12,1,2050,2254,48906,48701,False,False
ABL_ROLLING_SAR_CARD,scenario=ROLLING_SAR;sensor=CARD;parquet=A17,598595,7332,0.486,21,5,600,6732,33685,557578,False,False
R3b_coh_only,nb09a;cell=R3b,62043,8080,0.4852,19,5,167,7913,1207,52756,False,False
E6_A_impute+obs_coh_only,nan_ablation;strategy=A_impute+obs;modality=coh_only,62043,8080,0.4852,19,5,167,7913,1207,52756,False,False
L2b_coh_drop,plausibility_standalone;signal=coh_drop;higher_is_damage=True,51800,6935,0.4851,12,1,2369,4566,16887,27978,False,False
L2b_lu_plausible_damage,plausibility_standalone;signal=lu_plausible_damage;higher_is_damage=True,480313,7186,0.485,19,1,1217,5969,94277,378850,False,False
E2_LightGBM_coh,lightgbm_sensor_ablation;sensor=coh,62043,8080,0.4838,19,5,1280,6800,9412,44551,False,False
E6_B_nativeNaN_coh_only,nan_ablation;strategy=B_native_nan;modality=coh_only,62043,8080,0.4838,19,5,1280,6800,9412,44551,False,False
B7_UISEM_coh_only,uisem_sensor_ablation;sub=RF+GB+XGB;sensor_group=coh_only,62043,8080,0.4807,19,5,35,8045,158,53805,False,False
R0c_roll7_assessment_only,nb09a;cell=R0c,63243,8247,0.4801,21,5,2265,5982,18048,36948,False,False
B2_CCD_exact_vv,unsupervised_ccd;mode=exact;pol=vv,101911,4304,0.4799,12,1,2047,2257,48909,48698,False,False
E7_SVM_linear,non_tree;classifier=SVM_linear;features=all_multimodal,62043,8080,0.4793,19,5,0,8080,0,53963,False,False
D1f_roll7_assess,window=roll7_assess_only,63243,8247,0.4781,21,5,2440,5807,17884,37112,False,False
D1f_roll3_assess,window=roll3_assess_only,63243,8247,0.4781,21,5,2440,5807,17884,37112,False,False
R0c_roll3_assessment_only,nb09a;cell=R0c,63243,8247,0.4742,21,5,2265,5982,18048,36948,False,False
L2b_s2__lu__loss_count,plausibility_standalone;signal=s2__lu__loss_count;higher_is_damage=True,62043,8080,0.4741,19,1,4526,3554,32096,21867,False,False
NB08b_BDA_COH_DROP_LightGBM,dataset=BDA;feature_set=COH_DROP;classifier=LightGBM,21434,1431,0.4696,12,5,96,1335,1754,18249,False,False
R4_tier2_ms,nb09a;cell=R4,3533,407,0.4657,5,5,0,407,2,3124,False,False
NB08b_BDA_COH_DROP_XGBoost,dataset=BDA;feature_set=COH_DROP;classifier=XGBoost,21434,1431,0.4652,12,5,0,1431,13,19990,False,False
B3_logratio_BAEI,unsupervised_logratio;sensor=optical;label=BAEI;direction=|logratio|,3533,407,0.4387,5,1,175,232,1592,1534,False,False
NB08b_BDA_COH_DROP_GBM,dataset=BDA;feature_set=COH_DROP;classifier=GBM,21434,1431,0.4382,12,5,48,1383,1873,18130,False,False
L2b_s2__lu__loss_fraction,plausibility_standalone;signal=s2__lu__loss_fraction;higher_is_damage=True,62043,8080,0.431,19,1,4115,3965,32420,21543,False,False
L2b_s2__lu__date_persistent_loss_mean,plausibility_standalone;signal=s2__lu__date_persistent_loss_mean;higher_is_damage=True,598595,7332,0.3688,21,1,1878,5454,311949,279314,False,False
L2b_s2__lu__loss_count_mean,plausibility_standalone;signal=s2__lu__loss_count_mean;higher_is_damage=True,598595,7332,0.349,21,1,858,6474,299034,292229,False,False
L2b_s2__lu__loss_fraction_mean,plausibility_standalone;signal=s2__lu__loss_fraction_mean;higher_is_damage=True,598595,7332,0.3239,21,1,931,6401,298226,293037,False,False
D4_f8_strategy_A_drop_nan,nan_strategy=A_drop_rows,212859,358,0.2698,5,5,0,358,0,212501,False,False
D10_card_post,unet_modality_ablation;config=card_post;channels=2;modality=card,15,0,,1,1,0,0,0,15,False,True
D10_card_prepost,unet_modality_ablation;config=card_prepost;channels=4;modality=card,15,0,,1,1,0,0,2,13,False,True
D10_fusion_post,unet_modality_ablation;config=fusion_post;channels=5;modality=fusion,15,0,,1,1,0,0,1,14,False,True
D10_fusion_prepost,unet_modality_ablation;config=fusion_prepost;channels=10;modality=fusion,15,0,,1,1,0,0,3,12,False,True
D10_ms_post_rgb,unet_modality_ablation;config=ms_post_rgb;channels=3;modality=ms,15,0,,1,1,0,0,0,15,False,True
D10_ms_prepost,unet_modality_ablation;config=ms_prepost;channels=6;modality=ms,15,0,,1,1,0,0,0,15,False,True
D4_bda_min100,unet_size_sweep;min_area_m2=100,15,0,,1,1,0,0,2,13,False,True
D4_bda_min20,unet_size_sweep;min_area_m2=20,15,0,,1,1,0,0,1,14,False,True
D4_bda_min200,unet_size_sweep;min_area_m2=200,14,0,,1,1,0,0,0,14,False,True
D4_bda_min50,unet_size_sweep;min_area_m2=50,15,0,,1,1,0,0,1,14,False,True
D5a_xbd_zeroshot,unet_transfer;type=xbd_zero_shot;features=ms_post_rgb,15,0,,1,1,0,0,13,2,False,True
D8a_rgb_scratch,unet_post_only;features=rgb;init=scratch,15,0,,1,1,0,0,1,14,False,True
D8c_xbd_zeroshot_rgb,unet_transfer;type=xbd_zero_shot;features=rgb_post_only,15,0,,1,1,0,0,13,2,False,True
