feature,city,auc,source
s1__coh__max_drop__min,Moschun,0.5620765980280369,coh_drop
s1__coh__max_drop__max,Moschun,0.5092963981487691,coh_drop
s1__coh__max_drop__max_abs_delta,Moschun,0.5399289020055,coh_drop
s1__coh__scenes_observed__mean,Moschun,0.5053189348715541,coh_drop
s1__coh__scenes_observed__p10,Moschun,0.5058823529411764,coh_drop
s1__coh__scenes_observed__p50,Moschun,0.5,coh_drop
s1__coh__scenes_observed__p90,Moschun,0.5,coh_drop
s1__coh__scenes_observed__std,Moschun,0.5053189348715541,coh_drop
s1__coh__scenes_observed__min,Moschun,0.5053189348715541,coh_drop
s1__coh__scenes_observed__max,Moschun,0.5,coh_drop
s1__coh__scenes_observed__max_abs_delta,Moschun,0.5053189348715541,coh_drop
s1__coh__lu_transition,Moschun,0.5685357837547791,coh_drop
was_observed_cohdrop,Moschun,0.5703266483332216,coh_drop
s1__coh__running_min__mean,Okhtyrka,0.5122009569377992,coh_drop
s1__coh__running_min__p10,Okhtyrka,0.5316985645933014,coh_drop
s1__coh__running_min__p50,Okhtyrka,0.5160287081339714,coh_drop
s1__coh__running_min__p90,Okhtyrka,0.5558612440191387,coh_drop
s1__coh__running_min__std,Okhtyrka,0.5155502392344498,coh_drop
s1__coh__running_min__min,Okhtyrka,0.5188995215311005,coh_drop
s1__coh__running_min__max,Okhtyrka,0.5062200956937799,coh_drop
s1__coh__running_min__max_abs_delta,Okhtyrka,0.5086124401913875,coh_drop
s1__coh__drop_count__mean,Okhtyrka,0.5914473684210526,coh_drop
s1__coh__drop_count__p10,Okhtyrka,0.5022727272727272,coh_drop
s1__coh__drop_count__p50,Okhtyrka,0.545035885167464,coh_drop
s1__coh__drop_count__p90,Okhtyrka,0.5068181818181818,coh_drop
s1__coh__drop_count__std,Okhtyrka,0.5254186602870814,coh_drop
s1__coh__drop_count__min,Okhtyrka,0.5181818181818182,coh_drop
s1__coh__drop_count__max,Okhtyrka,0.5723684210526316,coh_drop
s1__coh__drop_count__max_abs_delta,Okhtyrka,0.5126196172248804,coh_drop
s1__coh__date_first_drop__mean,Okhtyrka,0.5344497607655503,coh_drop
s1__coh__date_first_drop__p10,Okhtyrka,0.5113636363636364,coh_drop
s1__coh__date_first_drop__p50,Okhtyrka,0.5351076555023924,coh_drop
s1__coh__date_first_drop__p90,Okhtyrka,0.5113636363636364,coh_drop
s1__coh__date_first_drop__std,Okhtyrka,0.5370215311004785,coh_drop
s1__coh__date_first_drop__min,Okhtyrka,0.5275119617224879,coh_drop
s1__coh__date_first_drop__max,Okhtyrka,0.5245813397129186,coh_drop
s1__coh__date_first_drop__max_abs_delta,Okhtyrka,0.5413875598086125,coh_drop
s1__coh__date_worst_drop__mean,Okhtyrka,0.5315789473684212,coh_drop
s1__coh__date_worst_drop__p10,Okhtyrka,0.5037081339712919,coh_drop
s1__coh__date_worst_drop__p50,Okhtyrka,0.5394736842105263,coh_drop
s1__coh__date_worst_drop__p90,Okhtyrka,0.5177033492822967,coh_drop
s1__coh__date_worst_drop__std,Okhtyrka,0.5192583732057416,coh_drop
s1__coh__date_worst_drop__min,Okhtyrka,0.5089114832535884,coh_drop
s1__coh__date_worst_drop__max,Okhtyrka,0.5882177033492824,coh_drop
s1__coh__date_worst_drop__max_abs_delta,Okhtyrka,0.5099282296650718,coh_drop
s1__coh__max_drop__mean,Okhtyrka,0.5478468899521531,coh_drop
s1__coh__max_drop__p10,Okhtyrka,0.5062200956937799,coh_drop
s1__coh__max_drop__p50,Okhtyrka,0.5559808612440192,coh_drop
s1__coh__max_drop__p90,Okhtyrka,0.5027511961722488,coh_drop
s1__coh__max_drop__std,Okhtyrka,0.5132775119617224,coh_drop
s1__coh__max_drop__min,Okhtyrka,0.5118421052631579,coh_drop
s1__coh__max_drop__max,Okhtyrka,0.5080143540669857,coh_drop
s1__coh__max_drop__max_abs_delta,Okhtyrka,0.5495215311004784,coh_drop
s1__coh__scenes_observed__mean,Okhtyrka,0.5068181818181818,coh_drop
s1__coh__scenes_observed__p10,Okhtyrka,0.5068181818181818,coh_drop
s1__coh__scenes_observed__p50,Okhtyrka,0.5,coh_drop
s1__coh__scenes_observed__p90,Okhtyrka,0.5,coh_drop
s1__coh__scenes_observed__std,Okhtyrka,0.5068181818181818,coh_drop
s1__coh__scenes_observed__min,Okhtyrka,0.5068181818181818,coh_drop
s1__coh__scenes_observed__max,Okhtyrka,0.5,coh_drop
s1__coh__scenes_observed__max_abs_delta,Okhtyrka,0.5068181818181818,coh_drop
s1__coh__lu_transition,Okhtyrka,0.5712918660287082,coh_drop
was_observed_cohdrop,Okhtyrka,0.5361244019138756,coh_drop
s1__coh__running_min__mean,Sievierodonetsk,0.5185151820010975,coh_drop
s1__coh__running_min__p10,Sievierodonetsk,0.5063910737150175,coh_drop
s1__coh__running_min__p50,Sievierodonetsk,0.5203276477044084,coh_drop
s1__coh__running_min__p90,Sievierodonetsk,0.5032696177062375,coh_drop
s1__coh__running_min__std,Sievierodonetsk,0.5151598225717944,coh_drop
s1__coh__running_min__min,Sievierodonetsk,0.5045040698737882,coh_drop
s1__coh__running_min__max,Sievierodonetsk,0.5112022132796781,coh_drop
s1__coh__running_min__max_abs_delta,Sievierodonetsk,0.5163604353393086,coh_drop
s1__coh__drop_count__mean,Sievierodonetsk,0.5198804188768976,coh_drop
s1__coh__drop_count__p10,Sievierodonetsk,0.5003601152368757,coh_drop
s1__coh__drop_count__p50,Sievierodonetsk,0.5119569690872507,coh_drop
s1__coh__drop_count__p90,Sievierodonetsk,0.5046472013901592,coh_drop
s1__coh__drop_count__std,Sievierodonetsk,0.5154330528626302,coh_drop
s1__coh__drop_count__min,Sievierodonetsk,0.5045463691238339,coh_drop
s1__coh__drop_count__max,Sievierodonetsk,0.5200471007865374,coh_drop
s1__coh__drop_count__max_abs_delta,Sievierodonetsk,0.5155007316627034,coh_drop
s1__coh__date_first_drop__mean,Sievierodonetsk,0.5563926742271814,coh_drop
s1__coh__date_first_drop__p10,Sievierodonetsk,0.5056043076641669,coh_drop
s1__coh__date_first_drop__p50,Sievierodonetsk,0.5564658404975307,coh_drop
s1__coh__date_first_drop__p90,Sievierodonetsk,0.5023088531187123,coh_drop
s1__coh__date_first_drop__std,Sievierodonetsk,0.5056059081763307,coh_drop
s1__coh__date_first_drop__min,Sievierodonetsk,0.5566693341869399,coh_drop
s1__coh__date_first_drop__max,Sievierodonetsk,0.5237321657216023,coh_drop
s1__coh__date_first_drop__max_abs_delta,Sievierodonetsk,0.5076739985366745,coh_drop
s1__coh__date_worst_drop__mean,Sievierodonetsk,0.5713666087433693,coh_drop
s1__coh__date_worst_drop__p10,Sievierodonetsk,0.5593035485641119,coh_drop
s1__coh__date_worst_drop__p50,Sievierodonetsk,0.5601623376623377,coh_drop
s1__coh__date_worst_drop__p90,Sievierodonetsk,0.5040540973111396,coh_drop
s1__coh__date_worst_drop__std,Sievierodonetsk,0.5658608468995793,coh_drop
s1__coh__date_worst_drop__min,Sievierodonetsk,0.5700779678068411,coh_drop
s1__coh__date_worst_drop__max,Sievierodonetsk,0.5330078196451435,coh_drop
s1__coh__date_worst_drop__max_abs_delta,Sievierodonetsk,0.5649202030364002,coh_drop
s1__coh__max_drop__mean,Sievierodonetsk,0.5131578104993597,coh_drop
s1__coh__max_drop__p10,Sievierodonetsk,0.520541887689775,coh_drop
s1__coh__max_drop__p50,Sievierodonetsk,0.5186841503566856,coh_drop
s1__coh__max_drop__p90,Sievierodonetsk,0.5051381013352844,coh_drop
s1__coh__max_drop__std,Sievierodonetsk,0.5155489756722151,coh_drop
s1__coh__max_drop__min,Sievierodonetsk,0.518614185110664,coh_drop
s1__coh__max_drop__max,Sievierodonetsk,0.5250848271446863,coh_drop
s1__coh__max_drop__max_abs_delta,Sievierodonetsk,0.520897430034754,coh_drop
s1__coh__scenes_observed__mean,Sievierodonetsk,0.5720568867751966,coh_drop
s1__coh__scenes_observed__p10,Sievierodonetsk,0.5584008597036766,coh_drop
s1__coh__scenes_observed__p50,Sievierodonetsk,0.5719384488750686,coh_drop
s1__coh__scenes_observed__p90,Sievierodonetsk,0.5586523687580025,coh_drop
s1__coh__scenes_observed__std,Sievierodonetsk,0.5022448326321566,coh_drop
s1__coh__scenes_observed__min,Sievierodonetsk,0.5720644320468264,coh_drop
s1__coh__scenes_observed__max,Sievierodonetsk,0.5718732851655387,coh_drop
s1__coh__scenes_observed__max_abs_delta,Sievierodonetsk,0.5022494055240534,coh_drop
s1__coh__lu_transition,Sievierodonetsk,0.5637506859337844,coh_drop
was_observed_cohdrop,Sievierodonetsk,0.5718767148344613,coh_drop
s1__coh__running_min__mean,Volnovakha,0.5092300773149865,coh_drop
s1__coh__running_min__p10,Volnovakha,0.5139764347217073,coh_drop
s1__coh__running_min__p50,Volnovakha,0.5016616542385917,coh_drop
s1__coh__running_min__p90,Volnovakha,0.518544267292877,coh_drop
s1__coh__running_min__std,Volnovakha,0.5351659594336643,coh_drop
s1__coh__running_min__min,Volnovakha,0.5210848130295664,coh_drop
s1__coh__running_min__max,Volnovakha,0.5207912770018814,coh_drop
s1__coh__running_min__max_abs_delta,Volnovakha,0.548112443181038,coh_drop
s1__coh__drop_count__mean,Volnovakha,0.5052561831390159,coh_drop
s1__coh__drop_count__p10,Volnovakha,0.5014934289127837,coh_drop
s1__coh__drop_count__p50,Volnovakha,0.5277382963237617,coh_drop
s1__coh__drop_count__p90,Volnovakha,0.5088730276438841,coh_drop
s1__coh__drop_count__std,Volnovakha,0.5286000219722875,coh_drop
s1__coh__drop_count__min,Volnovakha,0.5087545832818358,coh_drop
s1__coh__drop_count__max,Volnovakha,0.5087648827915792,coh_drop
s1__coh__drop_count__max_abs_delta,Volnovakha,0.5199261181834411,coh_drop
s1__coh__date_first_drop__mean,Volnovakha,0.5342939342753952,coh_drop
s1__coh__date_first_drop__p10,Volnovakha,0.5066328842747085,coh_drop
s1__coh__date_first_drop__p50,Volnovakha,0.5480849778217223,coh_drop
s1__coh__date_first_drop__p90,Volnovakha,0.5060698444087395,coh_drop
s1__coh__date_first_drop__std,Volnovakha,0.5007638803059642,coh_drop
s1__coh__date_first_drop__min,Volnovakha,0.530515730784548,coh_drop
s1__coh__date_first_drop__max,Volnovakha,0.5511164668561777,coh_drop
s1__coh__date_first_drop__max_abs_delta,Volnovakha,0.5001081448523051,coh_drop
s1__coh__date_worst_drop__mean,Volnovakha,0.5667545558164764,coh_drop
s1__coh__date_worst_drop__p10,Volnovakha,0.5061745560911302,coh_drop
s1__coh__date_worst_drop__p50,Volnovakha,0.5599379969513452,coh_drop
s1__coh__date_worst_drop__p90,Volnovakha,0.520403328801549,coh_drop
s1__coh__date_worst_drop__std,Volnovakha,0.5249179472390447,coh_drop
s1__coh__date_worst_drop__min,Volnovakha,0.5216032216866476,coh_drop
s1__coh__date_worst_drop__max,Volnovakha,0.5932706436506956,coh_drop
s1__coh__date_worst_drop__max_abs_delta,Volnovakha,0.5392462818769826,coh_drop
s1__coh__max_drop__mean,Volnovakha,0.5051772202309837,coh_drop
s1__coh__max_drop__p10,Volnovakha,0.5088884769084991,coh_drop
s1__coh__max_drop__p50,Volnovakha,0.5001150111921339,coh_drop
s1__coh__max_drop__p90,Volnovakha,0.5047463574067208,coh_drop
s1__coh__max_drop__std,Volnovakha,0.5350028838627282,coh_drop
s1__coh__max_drop__min,Volnovakha,0.5169409769428308,coh_drop
s1__coh__max_drop__max,Volnovakha,0.5100351556599239,coh_drop
s1__coh__max_drop__max_abs_delta,Volnovakha,0.5069487359068375,coh_drop
s1__coh__scenes_observed__mean,Volnovakha,0.6033143822354057,coh_drop
s1__coh__scenes_observed__p10,Volnovakha,0.5118410030349222,coh_drop
s1__coh__scenes_observed__p50,Volnovakha,0.604296268830937,coh_drop
s1__coh__scenes_observed__p90,Volnovakha,0.5116899435586866,coh_drop
s1__coh__scenes_observed__std,Volnovakha,0.5047927052005657,coh_drop
s1__coh__scenes_observed__min,Volnovakha,0.603262884686689,coh_drop
s1__coh__scenes_observed__max,Volnovakha,0.603031145717464,coh_drop
s1__coh__scenes_observed__max_abs_delta,Volnovakha,0.5047755393509935,coh_drop
s1__coh__lu_transition,Volnovakha,0.5035413147667505,coh_drop
was_observed_cohdrop,Volnovakha,0.603231986157459,coh_drop
