experiment,n_cities_scored,pooled_auc,pooled_auc_no_mariupol,mean_folds_auc,std_folds_auc,gap_pooled_minus_folds
B5_UISEM_LightGBM_Optuna,19,0.672284539296544,0.645267248674745,0.663127999238581,0.0558548365447454,0.0091565400579629
B7_UISEM_coh+ms,19,0.6361960789782071,0.6313248435975121,0.6630376574032596,0.1120064073063827,-0.0268415784250525
D2_all_features,19,0.6464426980404432,0.6380213481047664,0.6628503094237848,0.1178817657827727,-0.0164076113833415
D4_f8_strategy_B_impute,19,0.6464426888665739,0.6380213390297397,0.6628502970396485,0.117881764155242,-0.0164076081730746
R3b_coh_ms,19,0.651386077607631,0.6482850398833203,0.6623163040596056,0.1046666773916086,-0.0109302264519746
B5_sub_GBM,19,0.6394475046433539,0.620568825573759,0.661836992577253,0.0621157357026533,-0.0223894879338991
B5_sub_GB_full_F8,19,0.642307405624279,0.6232645319868704,0.6611825950056989,0.0714042653631009,-0.0188751893814198
NB08b_BDA_COH_DROP+CARD_LogReg,12,0.6924227848900644,0.6714267480896116,0.6611213017115732,0.0662293713855204,0.0313014831784911
NB08b_BDA_COH_DROP+RGB_LightGBM,12,0.640834501554252,0.7255468760414431,0.6608884201229307,0.1065338625135824,-0.0200539185686786
NB08b_BDA_RGB+CARD_LightGBM,21,0.7062172039046868,0.7135699806586329,0.6607963454278282,0.1231537697045245,0.0454208584768586
NB08b_BDA_COH_DROP+RGB_ExtraTrees,12,0.6443329340596242,0.7280172887267486,0.6591852915811659,0.0968294906583507,-0.0148523575215416
D2_sar_+_ms_+_coh,19,0.6468040785371274,0.6373911449798365,0.6583133321889804,0.1265616903611935,-0.0115092536518529
B5_UISEM_ExtraTrees_Optuna,19,0.6826109515265594,0.6453371384799031,0.658013580323371,0.0720113301722774,0.0245973712031883
R5_LightGBM_all_multimodal,19,0.6313046865811797,0.6146716494128933,0.6575047257994142,0.0656558778625249,-0.0262000392182345
D2_sar_+_ms,19,0.6554483379976344,0.642607288791566,0.657440393181851,0.109471119924854,-0.0019920551842166
