experiment,n_cities_scored,pooled_auc,pooled_auc_no_mariupol,mean_folds_auc,std_folds_auc,gap_pooled_minus_folds
C_A21_ms_maha,18,0.54843602170652,0.54843602170652,0.5827857342976698,0.119428426463737,-0.0343497125911498
NB08b_BDA_COH_DROP_LogReg,11,0.6458498031724311,0.6493658604788192,0.5822087964121082,0.061119354624188,0.0636410067603229
C10_leaky_A24_rolling_accum_card,21,0.5233783033025108,0.5586437476693723,0.582155399888657,0.0960056467811119,-0.0587770965861462
L2b_ndvi_delta,19,0.5995116130175737,0.5724124810632175,0.5799064299440476,0.1199823901160597,0.0196051830735261
ABL_FUSION_MS_COH_MS,19,0.5394142201613449,0.6287118823647014,0.5798820001838166,0.1897383544833271,-0.0404677800224717
D1j_dynamic_random,21,0.601905688202274,0.5891407727111928,0.5797973169142863,0.0588805794219621,0.0221083712879877
NB08b_BDA_COH_DROP+RGB+CARD_RF-200,12,0.531995066889303,0.6184563261014413,0.5790265641916854,0.1104414528685322,-0.0470314973023824
C10_leaky_A7_rolling_coh,16,0.526349858390152,0.5423875936089297,0.5781489240768807,0.1567205244808115,-0.0517990656867286
C_A7_rolling_coh,16,0.526349858390152,0.5423875936089297,0.5781489240768807,0.1567205244808115,-0.0517990656867286
C_A24_rolling_accum_card,21,0.5220737340704378,0.5548780867137917,0.5772187909270342,0.0879694844335046,-0.0551450568565964
C10_leaky_A13_prepost_single_card,21,0.555752336735307,0.5607526024926751,0.5772060501331544,0.0451529207479351,-0.0214537133978474
C_A13_prepost_single_card,21,0.555752336735307,0.5607526024926751,0.5772060501331544,0.0451529207479351,-0.0214537133978474
X_F3_fusion_card_cohdrop_RF_Optuna,20,0.6441893898749793,0.6275529363958536,0.5769373923156511,0.1419610193918866,0.0672519975593282
ABL_PREPOST_MS_MS,19,0.535611046342655,0.6220737924965805,0.5740764627075876,0.1984721567140383,-0.0384654163649326
CLF_A9_RF_200,19,0.5356110522251971,0.6220737957443523,0.5740764525802212,0.1984721585610202,-0.0384654003550241
ABL_PREPOST_MS_ALL,19,0.5356110488427355,0.6220737943911141,0.5740764379531463,0.198472168668772,-0.0384653891104108
D1e_zonal_mean,21,0.512099886793138,0.5192736499342202,0.5740508476593581,0.1430704382212872,-0.06195096086622
B4_step4_all+methods,1,0.5737783942783501,0.5737783942783501,0.5737783942783501,0.0,0.0
B0_single_s1_vh_max,21,0.5754492807978583,0.595552445228194,0.5730484302016728,0.0546816648580224,0.0024008505961854
C10_leaky_A3_scene_coh,18,0.5290284530883302,0.5480247786684365,0.5726951750839351,0.1001538037952187,-0.0436667219956048
C_A3_scene_coh,18,0.5290284530883302,0.5480247786684365,0.5726951750839351,0.1001538037952187,-0.0436667219956048
B0_single_s1_vh_min,21,0.6239388676802405,0.6201955684453568,0.5725846614136592,0.0713457971402176,0.0513542062665813
D1e_zonal_median,21,0.516596950957854,0.5250319266483225,0.5717400130050941,0.141083522446994,-0.0551430620472401
B3_logratio_BSI,5,0.5887256127179351,0.5887256127179351,0.5693610929392515,0.1452261347670359,0.0193645197786835
C_A27_block_accum_card,21,0.4993759855705369,0.5053423879450534,0.567319977829725,0.1012967452007033,-0.067943992259188
C10_leaky_A27_block_accum_card,21,0.4993759855705369,0.5053423879450534,0.567319977829725,0.1012967452007033,-0.067943992259188
R0a_eq3_guarded,21,0.5319288111596157,0.5559370771865572,0.5671750742646844,0.1326818247538786,-0.0352462631050687
D1e_zonal_max,21,0.5235484436567773,0.5352217421434347,0.5669513686989053,0.1546381541681198,-0.0434029250421279
D1e_zonal_min,21,0.5201937479223442,0.5221391612709928,0.5667820190707944,0.1483644340998945,-0.0465882711484502
C_A16_rolling_stats_roll3,21,0.5340079397553197,0.5376649534982438,0.5667540417116856,0.0754233359260996,-0.0327461019563659
C10_leaky_A16_rolling_stats_roll3,21,0.5340079397553197,0.5376649534982438,0.5667540417116856,0.0754233359260996,-0.0327461019563659
E2_LightGBM_coh,15,0.6153545235893508,0.6153545235893508,0.5667257407379651,0.1795402517433943,0.0486287828513857
E6_B_nativeNaN_coh_only,15,0.6153545235893508,0.6153545235893508,0.5667257407379651,0.1795402517433943,0.0486287828513857
E7b_GaussianNB,15,0.5637564969481723,0.5637564969481723,0.565814910508099,0.1210782820895009,-0.0020584135599266
C_A26_block_accum_coh,17,0.5214215422630077,0.5208312102289012,0.5650158258604533,0.1555104767708301,-0.0435942835974455
C10_leaky_A26_block_accum_coh,17,0.5214215422630077,0.5208312102289012,0.5650158258604533,0.1555104767708301,-0.0435942835974455
D1j_dynamic_groupkfold,21,0.5846232923671831,0.5803899383475628,0.5647569839824735,0.0507332429557755,0.0198663083847095
L2b_lu_implausible_damage,19,0.585300977367736,0.6037088251152175,0.5646109868403574,0.0899034451723796,0.0206899905273786
C10_leaky_A17_rolling_stats_roll7,21,0.5340159344282657,0.5368568568634478,0.5642253230934353,0.0768223537231941,-0.0302093886651696
C_A17_rolling_stats_roll7,21,0.5340159344282657,0.5368568568634478,0.5642253230934353,0.0768223537231941,-0.0302093886651696
C_A8_rolling_card,21,0.5272861660241075,0.5544605405085578,0.5614724043426351,0.0859940329593669,-0.0341862383185276
C10_leaky_A8_rolling_card,21,0.5272861660241075,0.5544605405085578,0.5614724043426351,0.0859940329593669,-0.0341862383185276
R0c_roll7_baseline+assessment,21,0.5229516080285848,0.5346200984844041,0.5611401152474558,0.1096254244560185,-0.038188507218871
R2_roll13,21,0.5254939790676091,0.5362407901039162,0.5599257419302943,0.0781394877406682,-0.0344317628626852
B2_CCD_exact_vv,12,0.47994367076825,0.6079064595708642,0.5598380718977262,0.0665853143126703,-0.0798944011294761
R0c_roll3_baseline+assessment,21,0.5185024479618007,0.5307072066778422,0.5588057287512198,0.1131922803949087,-0.0403032807894191
CLF_F7_ExtraTrees,19,0.7201487833628313,0.7201099209050135,0.5579701154617693,0.1747129949200001,0.1621786679010619
R5_XGBoost_dietrich28,21,0.5205326517215406,0.5211657779478707,0.5578750572289979,0.0809460712438897,-0.0373424055074572
D2_coh-only,19,0.491374857736223,0.5058606370786072,0.5577933892570799,0.1541826038746225,-0.0664185315208568
D6_sar_only,21,0.5196565702810728,0.5340747622464554,0.5575022625719104,0.1188379223058809,-0.0378456922908375
D1e_zonal_std,21,0.5031760569061261,0.5051464330111519,0.5570119205555487,0.1220197574748648,-0.0538358636494226
L2b_s2__lu__date_persistent_loss_mean,21,0.3687673178881253,0.4110262261351137,0.5565834098703373,0.0779249244935685,-0.187816091982212
D1_blk_pre_baseline_all,21,0.5236957255521997,0.5291373052603301,0.5556364114271027,0.0859290429049587,-0.031940685874903
R0c_roll13_baseline+assessment,21,0.5193793573117255,0.533406335829084,0.555133228115937,0.1089985114852204,-0.0357538708042115
B1_PWTT_VH_faithful_bldg,20,0.5461197928613963,0.5356999496046699,0.5542876300543238,0.0831245772878005,-0.0081678371929274
B0_single_s1_vv_min,21,0.60073487676702,0.5934622927790159,0.554035021263144,0.0552618895331904,0.046699855503876
NB08b_BDA_RGB+CARD_RF-200,21,0.5440535927511141,0.5697845588349466,0.5538427441129384,0.1539932291357962,-0.0097891513618243
NB08b_BRIGHT_all_AdaBoost,14,0.5258845517468617,0.5258845517468617,0.5538294974639209,0.1045227641861203,-0.0279449457170591
B7_UISEM_coh_only,19,0.4806697069022174,0.4900552984328257,0.5526254719178729,0.1560614214859008,-0.0719557650156555
R2_roll3,21,0.5247997389547463,0.5324531794711861,0.5524599610617161,0.0655931800288028,-0.0276602221069698
C_A18_rolling_stats_roll13,21,0.5301173330480122,0.5371716249967533,0.5520386418058664,0.0762290400019218,-0.0219213087578541
C10_leaky_A18_rolling_stats_roll13,21,0.5301173330480122,0.5371716249967533,0.5520386418058664,0.0762290400019218,-0.0219213087578541
NB08b_BDA_COH_DROP_AdaBoost,11,0.5627088326688103,0.706607244954772,0.5512283043882793,0.0716926609220809,0.011480528280531
R4_tier0_card,4,0.464491951817455,0.5635507939261739,0.5512076286607195,0.062196920731684,-0.0867156768432644
C10_leaky_A12_composite_vs_scenes_landuse,18,0.5633822919221905,0.5640238261839475,0.5511178259355353,0.0544348607291677,0.0122644659866552
C_A12_composite_vs_scenes_landuse,18,0.5633822919221905,0.5640238261839475,0.5511178259355353,0.0544348607291677,0.0122644659866552
R3b_coh_only,19,0.4852186433480365,0.4959633646256587,0.5510226776138873,0.1557979809747957,-0.0658040342658508
D1_blk_pre+post_all,21,0.5256366517893432,0.5322472515394177,0.549919919653344,0.1164539503517171,-0.0242832678640008
NB08b_BRIGHT_all_GBM,14,0.5265911059521847,0.5265911059521847,0.5496630642415382,0.1048726991266653,-0.0230719582893534
B3_logratio_UI,5,0.5441733829449761,0.5441733829449761,0.5490726896113467,0.144461974733189,-0.0048993066663706
B2_CCD_exact_vh,12,0.4861976655263809,0.5858543497468802,0.5483899505912923,0.0419100580416101,-0.0621922850649113
R2_roll7,21,0.5250533746943228,0.531356524331799,0.548229667207256,0.0756456868723022,-0.0231762925129331
B1_PWTT_VV+VH_faithful_bldg,20,0.554904593770006,0.5453495397824906,0.5478233519569313,0.0720523000384952,0.0070812418130746
NB08b_BRIGHT_all_LightGBM,14,0.5920483540175878,0.5920483540175878,0.5468915348453103,0.1028465667749242,0.0451568191722775
CLF_A17_ExtraTrees,21,0.6996373265718304,0.7357723780960167,0.5464049287431657,0.1406330940866093,0.1532323978286647
C10_leaky_A4_scene_landuse,19,0.5275996256969618,0.5377883625258488,0.546142487655298,0.0556404799339673,-0.0185428619583362
C_A4_scene_landuse,19,0.5275996256969618,0.5377883625258488,0.546142487655298,0.0556404799339673,-0.0185428619583362
NB08b_BRIGHT_all_ExtraTrees,14,0.5841807760559342,0.5841807760559342,0.5460342443320786,0.1037793318191465,0.0381465317238556
E7c_ExtraTrees,15,0.5944928114691886,0.5944928114691886,0.5454159628859208,0.1476843836778915,0.0490768485832678
R5_LightGBM_dietrich28,21,0.5154907735256613,0.5088395839717111,0.5450109023068956,0.0592898061074749,-0.0295201287812343
R5_GBM_dietrich28,21,0.5199841975345487,0.5206184919519439,0.5450105480264458,0.0544269353960122,-0.025026350491897
NB08b_BRIGHT_all_XGBoost,14,0.52549459571933,0.52549459571933,0.5430787966319474,0.1004597320419946,-0.0175842009126173
NB08b_BRIGHT_all_LogReg,14,0.625128166589586,0.625128166589586,0.54244245244612,0.1202554253906112,0.082685714143466
NB08b_BRIGHT_all_UISEM_voting,14,0.5315966622450062,0.5315966622450062,0.541938344485634,0.0969879930264907,-0.0103416822406278
R0b_prepost_single_card_groupkfold,21,0.5173883662542323,0.5229460971328442,0.5398784009613695,0.0608058662856486,-0.0224900347071371
R3_card_only_prepost_A13,21,0.5173883662542323,0.5229460971328442,0.5398784009613695,0.0608058662856486,-0.0224900347071371
E6_A_impute+obs_coh_only,15,0.5436758702259499,0.5436758702259499,0.539875184538079,0.1888269243125986,0.0038006856878708
C3a_V3_RFOptuna_dietrich_4_14,17,0.5333307537169268,0.5333307537169268,0.5394675845244316,0.0570844555713049,-0.0061368308075047
D1d_pre+post+delta,21,0.5144501233080188,0.5203598467648026,0.5393080840322089,0.0656728532894168,-0.0248579607241901
D1_pre+post+delta,21,0.5144501233080188,0.5203598467648026,0.5393080840322089,0.0656728532894168,-0.0248579607241901
D1_blk_post_block_all,21,0.5223519855094371,0.5240044893361917,0.5392320545297279,0.1240291809681599,-0.0168800690202908
B2_CCD_VV+VH_faithful_bldg,12,0.5274403074209935,0.5331298001681937,0.539084846566606,0.0245604754689487,-0.0116445391456125
B3a_LogRatio_VH_faithful_bldg,20,0.5097099189736083,0.5133234838473595,0.5383531591358814,0.0699124531751906,-0.0286432401622731
NB08b_BDA_COH_DROP_GBM,11,0.4382219676133136,0.613031830563233,0.5381128571963406,0.072062008727485,-0.099890889583027
CLF_F7_RF_200,19,0.6567387343439073,0.6755719348920315,0.5380963790397053,0.182044271485522,0.1186423553042019
ABL_FUSION_MS_COH_ALL,19,0.6567387181669163,0.6755719246074203,0.5380963706342061,0.1820442302138443,0.1186423475327101
ABL_PREPOST_SAR_ALL,21,0.5404828304754692,0.5742192293013737,0.5377881474808588,0.1481785493900889,0.0026946829946103
R4b_tier2_card,6,0.5510946597815461,0.5510946597815461,0.535522554904421,0.07242848602159,0.0155721048771251
R4_tier2_dietrich28,6,0.5510946597815461,0.5510946597815461,0.535522554904421,0.07242848602159,0.0155721048771251
NB08b_BRIGHT_all_RF-200,14,0.5367848602396054,0.5367848602396054,0.5347150100692082,0.0830848676177522,0.0020698501703971
B3_logratio_IBI,5,0.5216390705834084,0.5216390705834084,0.5337846047104793,0.0333029412989008,-0.0121455341270708
B2_CCD_vv_faithful_bldg,12,0.5205014688188752,0.5259354780581474,0.5334252867972604,0.0296605326661367,-0.0129238179783852
B2_CCD_vv_Optuna,12,0.5240068793527611,0.5235033117308897,0.5333528668458496,0.040165439808715,-0.0093459874930884
R4_tier0_all,4,0.462935476590226,0.5501087434754388,0.5322330777883815,0.0724276619173651,-0.0692976011981554
D1d_delta_only,21,0.5122693833403169,0.5136507125340865,0.5322280150004639,0.0460323766265473,-0.0199586316601469
D1_delta_only,21,0.5122693833403169,0.5136507125340865,0.5322280150004639,0.0460323766265473,-0.0199586316601469
C2a_V3_RF50_dietrich_4_14,17,0.527715538346892,0.527715538346892,0.5317805054433515,0.0471993388951383,-0.0040649670964595
C10_leaky_A10_composite_prepost_landuse,19,0.5598388486023518,0.5491197493385681,0.5317199860623835,0.0654667958643003,0.0281188625399683
C_A10_composite_prepost_landuse,19,0.5598388486023518,0.5491197493385681,0.5317199860623835,0.0654667958643003,0.0281188625399683
B2_CCD_vh_Optuna,12,0.5189189560078488,0.530762577219371,0.531163139865603,0.0180149108264751,-0.0122441838577542
B3_logratio_BAEI,5,0.4387022688366258,0.4387022688366258,0.5309818296833582,0.0797322854912186,-0.0922795608467323
E7b_QDA,15,0.5924004380108624,0.5924004380108624,0.5295840554779575,0.1211769141918412,0.0628163825329048
E8_IsolationForest_c=0.100,19,0.520073056566261,0.5067154652629124,0.526401244539409,0.0678564897603686,-0.0063281879731479
E8_IsolationForest_c=0.130,19,0.520073056566261,0.5067154652629124,0.526401244539409,0.0678564897603686,-0.0063281879731479
E8_IsolationForest_c=0.050,19,0.520073056566261,0.5067154652629124,0.526401244539409,0.0678564897603686,-0.0063281879731479
B3a_LogRatio_VV_faithful_bldg,20,0.5134288965641391,0.5252773060797249,0.5254686575567417,0.0719061138569518,-0.0120397609926025
B1_PWTT_VH_exact,20,0.5311892540593681,0.519795955378523,0.5242811429395915,0.0593966005552792,0.0069081111197766
B1_PWTT_VH_faithful,20,0.5311892540593681,0.519795955378523,0.5242811429395915,0.0593966005552792,0.0069081111197766
D1_pre_only,21,0.5053539140732551,0.5097218934469242,0.5216455758516825,0.0376971463260267,-0.0162916617784273
D1d_pre_only,21,0.5053539140732551,0.5097218934469242,0.5216455758516825,0.0376971463260267,-0.0162916617784273
R0a_eq3_post_max,21,0.555792649111568,0.5694989961592185,0.5212458744103025,0.134295666211698,0.0345467747012655
B3a_LogRatio_VV+VH_faithful_bldg,20,0.5098349209239892,0.525334624476723,0.5208576560328663,0.0675391371416851,-0.011022735108877
B1_PWTT_VV_faithful_bldg,20,0.539051050609066,0.53231643638718,0.5202891662616114,0.0649208250660981,0.0187618843474546
B0_single_s1_vh_skewness,21,0.5717037372130125,0.5873309730262452,0.5200820614147377,0.090097825235552,0.0516216757982748
C10_leaky_A19_card_drop,19,0.4934628166108681,0.4856247585021973,0.5200333209757372,0.1007250587346746,-0.026570504364869
C_A19_card_drop,19,0.4934628166108681,0.4856247585021973,0.5200333209757372,0.1007250587346746,-0.026570504364869
D1d_post_only,21,0.5057814019795374,0.5114303525562026,0.5194307674112619,0.0315450749896959,-0.0136493654317245
D1_post_only,21,0.5057814019795374,0.5114303525562026,0.5194307674112619,0.0315450749896959,-0.0136493654317245
B0_single_s1_vh_median,21,0.6402571614016472,0.6376935283596872,0.5185289859631835,0.078771826161455,0.1217281754384637
C2c_V4_RF50_dietrich_4_14,17,0.5281342584793873,0.5281342584793873,0.5182807022068674,0.0487538450454621,0.0098535562725199
B2_CCD_vh_faithful_bldg,12,0.5155990951159078,0.5176598830976372,0.5171196837144713,0.0160793782555483,-0.0015205885985634
C10_leaky_A28_block_accum_ms,19,0.5087387549004516,0.50675605785707,0.517106329733115,0.0376749934983447,-0.0083675748326633
C_A28_block_accum_ms,19,0.5087387549004516,0.50675605785707,0.517106329733115,0.0376749934983447,-0.0083675748326633
B3a_LogRatio_VH_faithful,20,0.5002654366786227,0.5025968336376794,0.5157868825174716,0.0508993135685853,-0.0155214458388489
B2_CCD_VV+VH_faithful,12,0.5172162004584573,0.5155265068937195,0.5154762353864538,0.016821520591207,0.0017399650720034
R3_ms_only,21,0.3863702838678774,0.4570278233398456,0.5154193731992068,0.1493298352842601,-0.1290490893313294
B2_CCD_vv_faithful,12,0.5118808573609246,0.5110468846934542,0.5152326472523613,0.0207441002865801,-0.0033517898914366
C10_leaky_A25_rolling_accum_ms,19,0.5384702249689602,0.5259069595235843,0.515128471528741,0.0468041937326345,0.0233417534402192
B1_PWTT_VV+VH,20,0.5385061396568638,0.5258376991614626,0.5150072864767264,0.0596517668522305,0.0234988531801373
B1_PWTT_VV+VH_faithful,20,0.5385061396568638,0.5258376991614626,0.5150072864767264,0.0596517668522305,0.0234988531801373
B3_logratio_VV,21,0.5205224731755793,0.5054319576128632,0.5149955452386427,0.056491616902073,0.0055269279369366
E6_A_impute+obs_card+coh,15,0.5758511692499616,0.5758511692499616,0.5146546866873545,0.1440922864344303,0.0611964825626071
B0_single_s1_vh_mean,21,0.5229742735657845,0.5150755372000426,0.5133944667701569,0.0365825562406048,0.0095798067956276
C_A25_rolling_accum_ms,19,0.5338689607730855,0.5252525986777408,0.513137209879729,0.0452276169953306,0.0207317508933565
ABL_ROLLING_SAR_CARD,21,0.4859903729584378,0.5378704650589282,0.5124357874686579,0.1342406120606911,-0.02644541451022
R3_coh_only,21,0.2485933226941944,0.266942879873809,0.5123977232114703,0.0503453395811432,-0.2638044005172758
B0_single_s1_vv_skewness,21,0.5613558764218787,0.5805321617628469,0.5121708069339933,0.0589183326876583,0.0491850694878853
E1_base_RF,15,0.5451230151551756,0.5451230151551756,0.5121322109331049,0.1364391136793024,0.0329908042220706
CLF_A17_RF_200,21,0.6465688189272442,0.6865033977227191,0.5119409437538776,0.1221444015488701,0.1346278751733666
ABL_ROLLING_SAR_ALL,21,0.64656881442912,0.6865033882106493,0.5119408995010016,0.1221443838595542,0.1346279149281183
B2_CCD_vv_Optuna_pixel,12,0.5113639081075405,0.5031135266095133,0.5116048018993793,0.0256988295512062,-0.0002408937918387
R3_coh+ms,21,0.3927444690120152,0.4195657108186889,0.5113421673006688,0.1552750159402532,-0.1185976982886536
B4_step1_card,21,0.5259161180834978,0.5152300760958468,0.5109999070639442,0.0575314276627668,0.0149162110195536
R4b_tier0_card,4,0.4931556175674823,0.5022944823020348,0.5105142586718247,0.0290213292584575,-0.0173586411043423
R4_tier0_dietrich28,4,0.4931556175674823,0.5022944823020348,0.5105142586718247,0.0290213292584575,-0.0173586411043423
B4_step2_card+coh,12,0.5368024991420628,0.5258758416973015,0.5104910686826566,0.0382263765059827,0.0263114304594062
NB08b_BDA_COH_DROP_LightGBM,11,0.4695702877272811,0.6095164121270227,0.5096916288335918,0.1089178011597423,-0.0401213411063106
B2_CCD_vh_Optuna_pixel,12,0.5088924393572363,0.5110440554358087,0.5094192583804095,0.0138437864997809,-0.0005268190231731
B0_single_s1_vv_median,21,0.632186090928827,0.6310042576789694,0.5091860468097883,0.0510880698594356,0.1230000441190387
D1_pre+post,21,0.5033692067493242,0.5028965996175454,0.5091555378612723,0.0599556791713085,-0.0057863311119481
B3_logratio_VH,21,0.5154963803798538,0.5068866927581935,0.508041133414585,0.0564552510379327,0.0074552469652687
L2b_coh_drop,12,0.4851259152768728,0.4824299075328007,0.5077524340269879,0.0296160373037366,-0.022626518750115
R3_coh_only_A14,12,0.5241880476003031,0.514225131320281,0.5071671407173954,0.0403093322155756,0.0170209068829076
B0_single_s1_coh_running_min,12,0.5244524569462614,0.5249200058847239,0.5055632613349412,0.0202171478440971,0.0188891956113201
B0_single_s1_coh_running_minX,21,0.823684370220048,0.7875278602580497,0.505468221986277,0.020581355393043,0.318216148233771
B0_single_s1_vv_mean,21,0.5184193351125514,0.5088876723256835,0.5051033394385579,0.0615169881195018,0.0133159956739935
B2_CCD_vv_persistence_faithful_bldg,12,0.5007156423768601,0.5023094928380908,0.5045000706521618,0.0081637939948924,-0.0037844282753017
D1_blk_pre+post_mean,21,0.5003283129521207,0.4997326759774922,0.5036731519215989,0.0430389883579009,-0.0033448389694782
ABL_ROLLING_SAR_COH,21,0.5737354511502737,0.6826338285725635,0.5035573078036945,0.0703847528217774,0.0701781433465792
L2b_plausibility_score,21,0.498990981215182,0.4954964280206797,0.5033796790527711,0.0195684343444216,-0.0043886978375891
C2f_V2fp_RF50_groupkfold,21,0.592905367679453,0.6495913642713665,0.5033308250585606,0.1064384805563732,0.0895745426208923
B2_CCD_vh_faithful,12,0.5096827523739258,0.5077997776499027,0.5027298075559172,0.0145083228967543,0.0069529448180085
B2_CCD_vh_persistence_faithful_bldg,12,0.5005160296346624,0.5016092243538615,0.5021069817723983,0.0069899522887902,-0.0015909521377359
B2_CCD_vv_persistence_faithful,12,0.49979969031902,0.4998939590915884,0.5019202133729007,0.0074867837579592,-0.0021205230538806
L2b_s2__lu__date_persistent_loss,19,0.4913197353962552,0.494413059674816,0.5017537673113538,0.0441875700397903,-0.0104340319150986
R0b_roll7_assessment_only,21,0.3295340638058369,0.3754013570824545,0.5,0.0,-0.170465936194163
R0b_roll3_assessment_only,21,0.2940463430434439,0.3036076303202213,0.5,0.0,-0.2059536569565561
D1f_roll7_assess,21,0.4781416623943893,0.4849250275770136,0.5,0.0,-0.0218583376056106
D1f_roll3_assess,21,0.4781416623943893,0.4849250275770136,0.5,0.0,-0.0218583376056106
L2b_s2__lu__urban_retained,19,0.5,0.5,0.5,0.0,0.0
L2b_bldg_reliable,21,0.5,0.5,0.5,0.0,0.0
R0c_roll7_assessment_only,21,0.480125505429353,0.4748740450670067,0.5,0.0,-0.0198744945706469
C10_leaky_A20_ms_change,18,0.4747732348980924,0.4747732348980924,0.5,0.0,-0.0252267651019075
C_A20_ms_change,18,0.4747732348980924,0.4747732348980924,0.5,0.0,-0.0252267651019075
C2e_V2fp_RF50_dietrich_4_17,17,0.5,0.5,0.5,0.0,0.0
R0c_roll3_assessment_only,21,0.474237503768366,0.4748740450670067,0.5,0.0,-0.0257624962316339
L2b_s2__lu__urban_retained_mean,21,0.5,0.5,0.5,0.0,0.0
E6_A_impute+obs_all_multimodal,15,0.5506665558027435,0.5506665558027435,0.4997935911631877,0.1385238070773903,0.0508729646395557
ABL_ROLLING_SAR_SAR_ALL,21,0.6705605087962279,0.699816936700647,0.4996709071872795,0.1259361091537356,0.1708896016089483
R3_card+ms,21,0.381023071249535,0.4419976853701468,0.4996640688935819,0.1263007553101995,-0.1186409976440469
B2_CCD_vh_persistence_faithful,12,0.4999091032668123,0.5000062073192892,0.4995007484694482,0.0045836030083199,0.000408354797364
B0_single_s1_coh_drop_countM,21,0.8289973355040072,0.7879767377286591,0.4992136042975297,0.0201915881924827,0.3297837312064775
NB08b_BDA_COH_DROP_RF-200,11,0.5483021886339691,0.6608480826511072,0.4987263837777231,0.1172431167656719,0.0495758048562459
D1_blk_post_block_mean,21,0.4985494717637809,0.4977413941145303,0.4986060325790357,0.0392934842860475,-5.656081525484691e-05
D1_blk_pre_baseline_mean,21,0.4985494717637809,0.4977413941145303,0.4986060325790357,0.0392934842860475,-5.656081525484691e-05
B3a_LogRatio_VV_faithful,20,0.5040546101852655,0.5162883580524237,0.4976214621886261,0.0531799042010685,0.0064331479966394
NB08b_BDA_COH_DROP_UISEM_voting,11,0.5123338417476372,0.6248474634668824,0.4951746486035976,0.127783225317747,0.0171591931440395
C_A14_coh_drop,12,0.4920888227447704,0.5071034247555495,0.4951133178498934,0.0392583283935033,-0.003024495105123
C10_leaky_A14_coh_drop,12,0.4920888227447704,0.5071034247555495,0.4951133178498934,0.0392583283935033,-0.003024495105123
B0_single_s1_vv_kurtosis,21,0.5723417286731256,0.6317954174706115,0.4949919987129301,0.0682838132593462,0.0773497299601954
B0_single_s1_coh_drop_count,12,0.5037192503570151,0.5060216295986927,0.4948594339347168,0.0248542629726428,0.0088598164222983
B0_single_s1_coh_running_minM,21,0.817747463540232,0.7834959680496856,0.4944789120400409,0.0187184391103709,0.323268551500191
E6_A_impute+obs_card_only,15,0.5715948829893265,0.5715948829893265,0.4943692018156006,0.1255565059803015,0.0772256811737258
B1_PWTT_VV_faithful,20,0.525974041167181,0.5170017342018597,0.4939618963478867,0.0718307274149654,0.0320121448192943
B1_PWTT_VV_exact,20,0.525974041167181,0.5170017342018597,0.4939618963478867,0.0718307274149654,0.0320121448192943
B0_single_s1_coh_max_drop,12,0.5148740847231272,0.5175700924671993,0.4922475659730121,0.0296160373037366,0.0226265187501151
R3_all_multimodal,21,0.3898899045462868,0.4181883641401394,0.4911503485337227,0.1112816005654381,-0.1012604439874358
B3a_LogRatio_VV+VH_faithful,20,0.5018370036477491,0.5175412072282938,0.4909285010813732,0.0539021087178578,0.0109085025663758
B0_single_s1_vh_kurtosis,21,0.5622234198520462,0.6188960232606335,0.4908180625976302,0.0685518801004674,0.0714053572544159
B0_single_s1_coh_max_dropM,21,0.8091917870692514,0.7764682006449461,0.489634725226682,0.0393072695282962,0.3195570618425694
E6_C_SAR_only_no_NaN,15,0.5736984329396438,0.5736984329396438,0.4835926277869527,0.10776138154735,0.0901058051526911
ABL_FUSION_MS_COH_COH,19,0.7017172315962816,0.7151537757828317,0.482891554362005,0.0374743500591672,0.2188256772342766
ABL_FUSION_MS_COH_SAR_ALL,19,0.7017172315962816,0.7151537757828317,0.482891554362005,0.0374743500591672,0.2188256772342766
NB08b_BDA_COH_DROP_ExtraTrees,11,0.6116785487068624,0.6692475663313584,0.4823263824935824,0.1667925441624023,0.12935216621328
R3_card+coh,21,0.3909672009333872,0.378577901638345,0.4814494802293879,0.1019357635623432,-0.0904822792960006
B0_single_s1_coh_max_dropX,21,0.7854384958274554,0.7589768902877843,0.4798917411029761,0.0413489263261832,0.3055467547244792
R0b_roll3_baseline+assessment,21,0.3921045130249482,0.3768564177851445,0.4794611844881806,0.1003551218736717,-0.0873566714632324
B3_logratio_NDSI,5,0.5176155915119447,0.5176155915119447,0.4774551830784114,0.0524107643836318,0.0401604084335333
B3_logratio_MNDWI,5,0.5176155915119447,0.5176155915119447,0.4774551830784114,0.0524107643836318,0.0401604084335333
L2b_s2__lu__loss_count,19,0.4740538541442862,0.4758197276450195,0.4757999304695269,0.0515764952355516,-0.0017460763252407
R0b_roll13_baseline+assessment,21,0.3955800131014721,0.3770949527875961,0.475052443863909,0.1005722475247733,-0.0794724307624368
R0b_roll5_assessment_only,4,0.4901594420897174,0.5212534007391993,0.4744204560516553,0.0849771729962586,0.015738986038062
R3_card_only,21,0.343219178744571,0.3583553422812561,0.4734461514203059,0.0796988974994556,-0.1302269726757349
R0_dietrich28_groupkfold,21,0.3432191794365901,0.3583553462101545,0.4734461442621147,0.0796989026897224,-0.1302269648255246
R0b_roll2_assessment_only,4,0.4725103952031464,0.497746995483653,0.4680090720840075,0.0775260824082483,0.0045013231191389
R0b_roll7_baseline+assessment,21,0.3951096630432573,0.3776641976442023,0.4672110236979692,0.1084451860099701,-0.0721013606547119
NB08b_BDA_COH_DROP_XGBoost,11,0.465214110266409,0.6394341455132863,0.4651486436856219,0.1264720363419212,6.54665807870991e-05
