city,feature,n_damaged,n_control,mean_damaged,mean_control,std_damaged,std_control,cohens_d,mann_whitney_u,mann_whitney_p,rank_biserial,significant_005,effect_size_label
Avdiivka,s2__qa__cloud_freq__crossbattle__p10,93,1093,0.00036962362,0.0,0.0027126742,0.0,0.48881441354751587,51917.5,1.2467419487348123e-06,-0.021505376344086002,True,small
Avdiivka,s2__qa__cloud_freq__crossbattle__p50,93,1093,0.000672043,2.8591034e-05,0.0053912797,0.0006680762,0.39377561211586,51824.5,0.0016956865771139995,-0.019675550177571832,True,small
Avdiivka,s2__qa__cloud_freq__crossbattle__p90,93,1093,0.0010500673,8.57731e-05,0.0074012834,0.0020042288,0.34175747632980347,51824.5,0.0016956865771139995,-0.019675550177571832,True,small
Avdiivka,s2__qa__cloud_freq__crossbattle__min,93,1093,0.00016801075,0.0,0.0012767263,0.0,0.4720860719680786,51917.5,1.2467419487348123e-06,-0.021505376344086002,True,small
Avdiivka,s2__qa__cloud_freq__crossbattle__max_abs_delta,93,1093,0.0008820564,8.57731e-05,0.006152891,0.0020042288,0.3088671565055847,51824.5,0.0016956865771139995,-0.019675550177571832,True,small
Avdiivka,s2__visibility__clear__freq__crossbattle__p10,93,1093,0.9885753,0.9965119,0.048715,0.02180831,-0.31796103715896606,47375.0,0.0065405310225791595,0.06787081033753406,True,small
Avdiivka,s2__visibility__clear__freq__crossbattle__p50,93,1093,0.9966398,0.99885637,0.014173301,0.013324732,-0.1655077040195465,48792.0,0.004060968332621563,0.03999055573591481,True,negligible
Avdiivka,s2__visibility__clear__freq__crossbattle__p90,93,1093,0.9994623,0.9996683,0.0051847603,0.006444219,-0.03241286426782608,50465.5,0.31372725710133365,0.00706352251374831,False,negligible
Avdiivka,s2__visibility__clear__freq__crossbattle__min,93,1093,0.9885753,0.9960544,0.048715,0.02305911,-0.28791317343711853,47415.0,0.007185091812966719,0.06708378833043116,True,small
Avdiivka,s2__visibility__clear__freq__crossbattle__max_abs_delta,93,1093,0.011424731,0.0036596523,0.048715,0.019125188,0.33994919061660767,54327.0,0.0050920904687572315,-0.06891361449694533,True,small
Avdiivka,s2__visibility__cloud__freq__crossbattle__p10,93,1093,0.0,0.00013723697,0.0,0.00453713,-0.03149593248963356,50778.0,0.7729180366310856,0.0009149130832570851,False,negligible
Avdiivka,s2__visibility__cloud__freq__crossbattle__p50,93,1093,0.002016129,0.0005146386,0.0111026475,0.0073069963,0.19577328860759735,52137.0,0.008986673406412465,-0.025824159608063058,True,negligible
Avdiivka,s2__visibility__cloud__freq__crossbattle__p90,93,1093,0.009543011,0.00271043,0.04782633,0.016477913,0.33020448684692383,53493.5,0.024302284885794553,-0.05251404342393928,True,small
Avdiivka,s2__visibility__cloud__freq__crossbattle__min,93,1093,0.0,0.0,0.0,0.0,0.0,50824.5,1.0,0.0,False,negligible
Avdiivka,s2__visibility__cloud__freq__crossbattle__max_abs_delta,93,1093,0.010080645,0.0032593778,0.04813994,0.017945526,0.3122946619987488,53473.0,0.025394913955938334,-0.05211069464529894,True,small
Avdiivka,s2__visibility__fire__freq__crossbattle__p10,93,1093,0.0,0.0,0.0,0.0,0.0,50824.5,1.0,0.0,False,negligible
Avdiivka,s2__visibility__fire__freq__crossbattle__p50,93,1093,0.0,0.000114364135,0.0,0.0026723049,-0.044562384486198425,50731.5,0.6814562996343234,0.0018298261665141702,False,negligible
Avdiivka,s2__visibility__fire__freq__crossbattle__p90,93,1093,0.0,0.00032021955,0.0,0.0046217176,-0.07214545458555222,50545.5,0.4747729654739359,0.0054894784995425105,False,negligible
Avdiivka,s2__visibility__fire__freq__crossbattle__min,93,1093,0.0,0.0,0.0,0.0,0.0,50824.5,1.0,0.0,False,negligible
Avdiivka,s2__visibility__fire__freq__crossbattle__max_abs_delta,93,1093,0.0,0.00045745654,0.0,0.0070619164,-0.06745152920484543,50545.5,0.474772439412677,0.0054894784995425105,False,negligible
Avdiivka,s2__visibility__smoke__freq__crossbattle__p10,93,1093,0.0005376344,4.5745655e-05,0.0051847566,0.0015123765,0.24006471037864685,51324.5,0.02665220740056942,-0.009837775088785916,True,small
Avdiivka,s2__visibility__smoke__freq__crossbattle__p50,93,1093,0.000672043,0.000114364135,0.006480949,0.0026723049,0.17769084870815277,51278.0,0.100582431146634,-0.008922862005528831,False,negligible
Avdiivka,s2__visibility__smoke__freq__crossbattle__p90,93,1093,0.001612903,0.00045745654,0.009256644,0.005329893,0.20157036185264587,52630.5,0.001020592088262516,-0.03553404362069479,True,small
Avdiivka,s2__visibility__smoke__freq__crossbattle__min,93,1093,0.0,0.0,0.0,0.0,0.0,50824.5,1.0,0.0,False,negligible
Avdiivka,s2__visibility__smoke__freq__crossbattle__max_abs_delta,93,1093,0.002688172,0.00045745654,0.01274881,0.005329893,0.3579833209514618,52638.5,0.0009690345435066629,-0.035691448022115324,True,small
Avdiivka,s2__composite__b02__post_winter_baseline__mean,93,1093,0.3941748,0.33645514,0.10959081,0.09145802,0.6206833124160767,66867.0,4.2126633727190315e-07,-0.31564501372369635,True,medium
Avdiivka,s2__composite__b02__post_winter_baseline__p10,93,1093,0.32104084,0.28816465,0.09538613,0.07322308,0.43730148673057556,60947.0,0.0014122941785623833,-0.19916575667247094,True,small
Avdiivka,s2__composite__b02__post_winter_baseline__p50,93,1093,0.39103925,0.3329083,0.11569017,0.09279414,0.6133791208267212,66001.0,1.7015230408375564e-06,-0.29860598726991894,True,medium
Avdiivka,s2__composite__b02__post_winter_baseline__p90,93,1093,0.47426155,0.38805246,0.13624538,0.11663627,0.7288775444030762,69966.0,1.5758525666779992e-09,-0.3766195437239914,True,medium
Avdiivka,s2__composite__b02__post_winter_baseline__std,93,1093,0.0652354,0.04351126,0.036449812,0.028154945,0.7520917057991028,71050.0,1.7911081671445626e-10,-0.3979478401164793,True,medium
Avdiivka,s2__composite__b02__post_winter_baseline__min,93,1093,0.29664516,0.2737559,0.09110947,0.06810975,0.32620859146118164,57200.0,0.04438314159530049,-0.12544147015710916,True,small
Avdiivka,s2__composite__b02__post_winter_baseline__max,93,1093,0.49698278,0.41200054,0.14188671,0.12828766,0.6567631363868713,68879.0,1.2438491945968936e-08,-0.3552322206809708,True,medium
Avdiivka,s2__composite__b02__post_winter_baseline__max_abs_delta,93,1093,0.20033762,0.13824464,0.104499236,0.08729323,0.6996408104896545,70537.0,5.084333529225129e-10,-0.3878542828753848,True,medium
Avdiivka,s2__composite__b03__post_winter_baseline__mean,93,1093,0.39109445,0.3369617,0.108052425,0.088301,0.601533830165863,66155.5,1.3334276556613066e-06,-0.3016458597723539,True,medium
Avdiivka,s2__composite__b03__post_winter_baseline__p10,93,1093,0.3181473,0.2903025,0.094282866,0.071244076,0.37990474700927734,59195.0,0.008300228268599908,-0.164694192761365,True,small
Avdiivka,s2__composite__b03__post_winter_baseline__p50,93,1093,0.38877097,0.33327278,0.11540011,0.08959481,0.604159951210022,65473.5,3.844279067964953e-06,-0.28822713455124993,True,medium
Avdiivka,s2__composite__b03__post_winter_baseline__p90,93,1093,0.4718677,0.38745195,0.13424692,0.11293708,0.7357467412948608,69904.5,1.776677969254281e-09,-0.3754094973880706,True,medium
Avdiivka,s2__composite__b03__post_winter_baseline__std,93,1093,0.06492119,0.04221808,0.036583345,0.027564822,0.8002928495407104,72178.0,1.6506994596556634e-11,-0.4201418607167804,True,large
Avdiivka,s2__composite__b03__post_winter_baseline__min,93,1093,0.2951516,0.27614343,0.089852735,0.065864615,0.27939900755882263,55954.0,0.10576848599872665,-0.10092573463585475,False,small
Avdiivka,s2__composite__b03__post_winter_baseline__max,93,1093,0.4930032,0.40974385,0.13808548,0.123219654,0.6690806746482849,69141.0,7.639238636067204e-09,-0.3603872148274947,True,medium
Avdiivka,s2__composite__b03__post_winter_baseline__max_abs_delta,93,1093,0.19785161,0.13360046,0.10415237,0.08414244,0.7482852339744568,71525.0,6.66269307485187e-11,-0.40729372645082584,True,medium
Avdiivka,s2__composite__b04__post_winter_baseline__mean,93,1093,0.40367392,0.35074627,0.11292676,0.09141779,0.5674851536750793,65184.0,5.945212738426789e-06,-0.28253106277484275,True,medium
Avdiivka,s2__composite__b04__post_winter_baseline__p10,93,1093,0.3293389,0.30357316,0.102472104,0.07482946,0.3331824541091919,57608.0,0.032425775096694115,-0.13346909462955847,True,small
Avdiivka,s2__composite__b04__post_winter_baseline__p50,93,1093,0.40322953,0.34733304,0.12169077,0.092400275,0.588381826877594,64746.5,1.1316442846774586e-05,-0.2739230095721552,True,medium
Avdiivka,s2__composite__b04__post_winter_baseline__p90,93,1093,0.48203182,0.40112546,0.13582961,0.11533682,0.6911659836769104,68987.5,1.0172928074712604e-08,-0.3573670178752373,True,medium
Avdiivka,s2__composite__b04__post_winter_baseline__std,93,1093,0.06510302,0.042128447,0.036614865,0.027328482,0.8158581256866455,72234.0,1.4617041045386865e-11,-0.42124369152672436,True,large
Avdiivka,s2__composite__b04__post_winter_baseline__min,93,1093,0.3049462,0.2901835,0.09903293,0.07076155,0.20126433670520782,53661.5,0.3710363196612947,-0.05581953585377142,False,small
Avdiivka,s2__composite__b04__post_winter_baseline__max,93,1093,0.5042215,0.42265496,0.1399027,0.124562405,0.6482723355293274,68493.0,2.5201374865171253e-08,-0.347637458312428,True,medium
Avdiivka,s2__composite__b04__post_winter_baseline__max_abs_delta,93,1093,0.19927527,0.13247141,0.10534016,0.08269761,0.7889514565467834,71804.5,3.685376777457266e-11,-0.41279304272545714,True,medium
Avdiivka,s2__composite__b05__post_winter_baseline__mean,93,1093,0.41267535,0.37106323,0.10704302,0.0887806,0.46065738797187805,62663.0,0.00018899269138520974,-0.23292900077718426,True,small
Avdiivka,s2__composite__b05__post_winter_baseline__p10,93,1093,0.37719506,0.34718287,0.099572286,0.080516346,0.3653092682361603,59707.0,0.005093292298853768,-0.17476807445228193,True,small
Avdiivka,s2__composite__b05__post_winter_baseline__p50,93,1093,0.41201553,0.36973867,0.11003984,0.0896289,0.46265703439712524,62737.5,0.00017210841788698237,-0.23439482926541344,True,small
Avdiivka,s2__composite__b05__post_winter_baseline__p90,93,1093,0.4492197,0.39616352,0.11791719,0.09995966,0.5228809714317322,64447.0,1.739826302128918e-05,-0.26803018229397235,True,medium
Avdiivka,s2__composite__b05__post_winter_baseline__std,93,1093,0.030369425,0.020682165,0.021362487,0.016263306,0.5795424580574036,66637.0,6.146575811314045e-07,-0.3111196371828546,True,medium
Avdiivka,s2__composite__b05__post_winter_baseline__min,93,1093,0.36895293,0.34094846,0.09650282,0.078226954,0.3509456515312195,59185.5,0.00837388828142054,-0.1645072750346781,True,small
Avdiivka,s2__composite__b05__post_winter_baseline__max,93,1093,0.45920628,0.4046116,0.11962363,0.103274964,0.5217539072036743,64649.5,1.3020163983071189e-05,-0.27201448120493077,True,medium
Avdiivka,s2__composite__b05__post_winter_baseline__max_abs_delta,93,1093,0.09025336,0.06366312,0.057436917,0.048469327,0.5401808023452759,66481.5,7.91244227028105e-07,-0.3080600891302423,True,medium
