building_id,city,y_true,error_rate,n_models,area_m2,tier
Avdiivka_10040,Avdiivka,1,0.9523809523809523,84.0,23.57778335333098,2
Avdiivka_11387,Avdiivka,1,0.9523809523809523,84.0,24.70165533140171,2
Avdiivka_3098,Avdiivka,1,0.9523809523809523,84.0,68.95389874289798,2
Avdiivka_5242,Avdiivka,1,0.9523809523809523,84.0,92.50380815623335,2
Avdiivka_6735,Avdiivka,1,0.9523809523809523,84.0,89.81944260644703,2
Avdiivka_9213,Avdiivka,1,0.9523809523809523,84.0,44.87303175444638,2
