city,feature,jm_distance,bhattacharyya
Avdiivka,s1__coh__date_first_drop_max,0.30875672697636936,0.16768325758243435
Avdiivka,s1__coh__date_first_drop_mean,0.05097458328148141,0.025817719217286247
Avdiivka,s1__coh__date_first_drop_std,0.2254627187936229,0.11960747826153037
Avdiivka,s1__coh__date_worst_drop_max,0.20735914443287373,0.1094573096439471
Avdiivka,s1__coh__date_worst_drop_mean,0.030572527525549953,0.015404303158544179
Avdiivka,s1__coh__date_worst_drop_std,0.15140784456354073,0.07872282823633481
Avdiivka,s1__coh__drop_count_max,0.1731213707442043,0.09053833708625203
Avdiivka,s1__coh__drop_count_mean,0.014034627516446019,0.007042050897855145
Avdiivka,s1__coh__drop_count_std,0.11347347802191399,0.05840986140903779
Avdiivka,s1__coh__lu_transition_mode,8.348711544314824e-08,4.174355858369404e-08
Avdiivka,s1__coh__max_drop_max,0.09233294501463774,0.04726612224421957
Avdiivka,s1__coh__max_drop_mean,0.024620392295596094,0.012386594243540303
Avdiivka,s1__coh__max_drop_std,0.12071928114708119,0.06225807328157676
Avdiivka,s1__coh__running_min_max,0.10999085905311956,0.056565515020259166
Avdiivka,s1__coh__running_min_mean,3.116978075179411e-05,1.55850118216053e-05
Avdiivka,s1__coh__running_min_std,0.05023423822048101,0.025437937363884146
Borodyanka,s1__coh__date_first_drop_max,0.13637806376558825,0.07062530877667389
Borodyanka,s1__coh__date_first_drop_mean,0.10452780603226297,0.05367919419066
Borodyanka,s1__coh__date_first_drop_std,0.12971471731398387,0.06705620374307031
Borodyanka,s1__coh__date_worst_drop_max,0.007140407344579547,0.003576592059181241
Borodyanka,s1__coh__date_worst_drop_mean,0.013063868156361291,0.006553360514593926
Borodyanka,s1__coh__date_worst_drop_std,0.007922283079081716,0.0039690076400520635
Borodyanka,s1__coh__drop_count_max,0.35923633435281954,0.1979853973201893
Borodyanka,s1__coh__drop_count_mean,0.4707370956771266,0.2683613231206158
Borodyanka,s1__coh__drop_count_std,0.30681708316971723,0.16653704022669585
Borodyanka,s1__coh__max_drop_max,0.16761249129201938,0.08752741445516415
Borodyanka,s1__coh__max_drop_mean,0.16491615343128618,0.08605700714432538
Borodyanka,s1__coh__max_drop_std,0.09468994685547294,0.048502427668672896
Borodyanka,s1__coh__running_min_max,0.012810953478131326,0.006426079834081777
Borodyanka,s1__coh__running_min_mean,0.027649287313641135,0.013921094002423253
Borodyanka,s1__coh__running_min_std,0.00042211774950007275,0.00021108115080873416
Bucha,s1__coh__date_first_drop_mean,1.999865373694013,9.606154902170971
Bucha,s1__coh__date_first_drop_std,1.9999997181118205,15.774902551951927
Bucha,s1__coh__date_worst_drop_max,0.007276636043601403,0.0036449527986554837
Bucha,s1__coh__date_worst_drop_mean,0.02906543326423261,0.014639350943590188
Bucha,s1__coh__date_worst_drop_std,0.008860842900586308,0.004440264851777615
Bucha,s1__coh__drop_count_mean,1.9999995449837067,15.296079789790458
Bucha,s1__coh__drop_count_std,1.999999742481634,15.865321975771593
Bucha,s1__coh__max_drop_max,0.17136233088870623,0.0895759340505685
Bucha,s1__coh__max_drop_mean,0.15786843921280824,0.0822238224829671
Bucha,s1__coh__max_drop_std,0.16476536914882733,0.08597484300327249
Bucha,s1__coh__running_min_max,0.11188131537356583,0.05756625219247465
Bucha,s1__coh__running_min_mean,0.07147978049220938,0.03639419737122028
Bucha,s1__coh__running_min_std,0.22467049254784688,0.11916113685995476
Chernihiv,s1__coh__date_first_drop_std,0.29894738299307666,0.16189993463996571
Chernihiv,s1__coh__date_worst_drop_mean,1.1159643591440727e-06,5.579823352048517e-07
Chernihiv,s1__coh__date_worst_drop_std,1.1159643591440727e-06,5.579823352048517e-07
Chernihiv,s1__coh__drop_count_mean,0.7860210106435022,0.49924379502751476
Chernihiv,s1__coh__drop_count_std,0.9607916224216198,0.6546879326531558
Chernihiv,s1__coh__max_drop_std,1.1159643591440727e-06,5.579823352048517e-07
Dmytrivka,s1__coh__date_worst_drop_mean,1.9999031081636278,9.935062471142512
Dmytrivka,s1__coh__date_worst_drop_std,1.999999759331246,15.932991493708727
Dmytrivka,s1__coh__drop_count_mean,1.9999996423287454,15.536798736258811
Dmytrivka,s1__coh__drop_count_std,1.9999997738794146,15.995344596667872
Hostomel,s1__coh__date_first_drop_max,0.023030141776161805,0.011581882707296603
Hostomel,s1__coh__date_first_drop_mean,0.004450743463896956,0.002227851551317474
Hostomel,s1__coh__date_first_drop_std,0.015190351778554989,0.0076241661215675225
Hostomel,s1__coh__date_worst_drop_max,4.554373458565131e-05,2.2772126575755602e-05
Hostomel,s1__coh__date_worst_drop_mean,0.0034650542331218226,0.0017340296774014676
Hostomel,s1__coh__date_worst_drop_std,0.0014411444530699757,0.0007208319634820902
Hostomel,s1__coh__drop_count_max,0.254206083497829,0.13593776189453236
Hostomel,s1__coh__drop_count_mean,0.08183054954103586,0.04177586052510921
Hostomel,s1__coh__drop_count_std,0.12191083754405252,0.06289232355480276
Hostomel,s1__coh__lu_transition_mode,0.0002577057100319191,0.00012886115725830536
Hostomel,s1__coh__max_drop_max,0.01987015985986429,0.009984762175150695
Hostomel,s1__coh__max_drop_mean,0.007677446139813693,0.0038461098773089246
Hostomel,s1__coh__max_drop_std,0.027316115545822806,0.013752187109260936
Hostomel,s1__coh__running_min_max,3.308059108420025e-05,1.654043233431663e-05
Hostomel,s1__coh__running_min_mean,0.010586052753329467,0.005307084067872441
Hostomel,s1__coh__running_min_std,0.015478358558895344,0.007769282142291631
Irpin,s1__coh__date_first_drop_max,0.203962965127513,0.10756459013948716
Irpin,s1__coh__date_first_drop_mean,0.0674007009361226,0.03428129666767917
Irpin,s1__coh__date_first_drop_std,0.18332443330847292,0.09613896146864942
Irpin,s1__coh__date_worst_drop_max,0.04692631088645194,0.02374279813627279
Irpin,s1__coh__date_worst_drop_mean,0.003972547055018039,0.0019882487848063225
Irpin,s1__coh__date_worst_drop_std,0.03980109225614581,0.02010122892384307
Irpin,s1__coh__drop_count_max,0.30652576386431774,0.16636500078310307
Irpin,s1__coh__drop_count_mean,0.0965134740347966,0.04945996230239618
Irpin,s1__coh__drop_count_std,0.29848934680643224,0.1616307045607353
Irpin,s1__coh__lu_transition_mode,0.03041361520056829,0.01532361680869836
Irpin,s1__coh__max_drop_max,0.08104231309028354,0.04136501332947502
Irpin,s1__coh__max_drop_mean,0.052164291717086586,0.026428317560109122
Irpin,s1__coh__max_drop_std,0.08114107160982109,0.04141647932144852
Irpin,s1__coh__running_min_max,0.030157752073467936,0.01519371821105166
Irpin,s1__coh__running_min_mean,0.00039914485862690974,0.00019959234654070256
Irpin,s1__coh__running_min_std,0.0729149022659974,0.03713863136898798
Kharkiv,s1__coh__date_first_drop_std,2.209877650871661e-06,1.1049394358750585e-06
Kharkiv,s1__coh__date_worst_drop_std,0.5969932598079282,0.35452957532281354
Kharkiv,s1__coh__max_drop_mean,0.796938974558191,0.5082780171384585
Kharkiv,s1__coh__max_drop_std,0.05930783762426106,0.030102486387482908
Kharkiv,s1__coh__running_min_std,0.5969932598079282,0.35452957532281354
Kramatorsk,s1__coh__date_first_drop_std,0.5823180180517953,0.34412404985370504
Kramatorsk,s1__coh__date_worst_drop_std,0.0003640315114610271,0.00018203232260848395
Kramatorsk,s1__coh__max_drop_mean,0.0003640315114610271,0.00018203232260848395
Kramatorsk,s1__coh__max_drop_std,0.8445010816855425,0.5486149659471179
Lysychansk,s1__coh__date_first_drop_max,0.09350581919477574,0.04788113254116295
Lysychansk,s1__coh__date_first_drop_mean,0.07582055223360107,0.03864756459577261
Lysychansk,s1__coh__date_first_drop_std,0.04015657952202001,0.020282598019931288
Lysychansk,s1__coh__date_worst_drop_max,0.002179715715767916,0.001090452184819647
Lysychansk,s1__coh__date_worst_drop_mean,0.001058319516199946,0.0005292998125343869
Lysychansk,s1__coh__date_worst_drop_std,9.297593229673495e-05,4.6489046747384604e-05
Lysychansk,s1__coh__drop_count_mean,0.5268509249373012,0.3057448431340129
Lysychansk,s1__coh__drop_count_std,0.7437601399453759,0.46502415936558117
Lysychansk,s1__coh__lu_transition_mode,0.019774637605195045,0.009936522939121246
Lysychansk,s1__coh__max_drop_max,0.0031876492789384425,0.001595096129160619
Lysychansk,s1__coh__max_drop_mean,0.0014128076559345448,0.0007066534487136921
Lysychansk,s1__coh__max_drop_std,0.0018545635036542052,0.0009277119435105489
Lysychansk,s1__coh__running_min_max,0.0019162402669967715,0.0009585794239871971
Lysychansk,s1__coh__running_min_mean,0.009685057220131688,0.004854291642313344
Lysychansk,s1__coh__running_min_std,0.0007359221434832808,0.00036802878602811787
Makariv,s1__coh__date_first_drop_mean,4.4491444865624175e-05,2.2245969872583275e-05
Makariv,s1__coh__date_worst_drop_std,0.8541116875025532,0.5569670255705023
Makariv,s1__coh__drop_count_mean,0.8548160091982937,0.557581865806591
Makariv,s1__coh__drop_count_std,0.8065282711797133,0.5162807016681469
Makariv,s1__coh__max_drop_mean,0.7811211897525774,0.4952157523554448
Mariupol,s1__coh__date_first_drop_max,0.272518814074979,0.14648279488574573
Mariupol,s1__coh__date_first_drop_mean,0.2747077820963657,0.1477507427402009
Mariupol,s1__coh__date_first_drop_std,0.3514029383734907,0.1932225200092547
Mariupol,s1__coh__date_worst_drop_max,0.06382416858396711,0.03243237381721565
Mariupol,s1__coh__date_worst_drop_mean,0.07009946975583681,0.03567871770491148
Mariupol,s1__coh__date_worst_drop_std,0.1632829197906125,0.08516739805006585
Mariupol,s1__coh__drop_count_max,0.31299228821720293,0.17019080570674203
Mariupol,s1__coh__drop_count_mean,0.3123289575422794,0.1697976834383584
Mariupol,s1__coh__drop_count_std,0.29100606281638375,0.1572423240140502
Mariupol,s1__coh__lu_transition_mode,0.19978463057137552,0.10524087313270954
Mariupol,s1__coh__max_drop_max,0.1991591283624803,0.10489347382910914
Mariupol,s1__coh__max_drop_mean,0.12583931526116876,0.06498625616189621
Mariupol,s1__coh__max_drop_std,0.19882778233114862,0.10470949557914105
Mariupol,s1__coh__running_min_max,0.12304087651052154,0.06349420076890529
Mariupol,s1__coh__running_min_mean,0.08279637504058046,0.04227950150134192
Mariupol,s1__coh__running_min_std,0.15875782675943828,0.08270674256012253
Moschun,s1__coh__date_first_drop_max,0.011616021010329325,0.0058249425911645865
Moschun,s1__coh__date_first_drop_mean,0.15989231598490905,0.08332308673026381
