city,feature,jm_distance,bhattacharyya
Avdiivka,s1__coh__baseline__std_max,0.21597262398729056,0.11427380122126166
Avdiivka,s1__vh__baseline__median_mean,0.15103525724178501,0.07852129661246789
Avdiivka,s1__vh__baseline__median_std,0.5047486533217251,0.2908528629802861
Avdiivka,s1__vh__baseline__median_max,0.19273615045339199,0.10133316436465463
Avdiivka,s1__vh__baseline__min_mean,0.1707732664141084,0.08925385295906837
Avdiivka,s1__vh__baseline__min_std,0.5353129420850768,0.3115055732540436
Avdiivka,s1__vh__baseline__min_max,0.23195229814846785,0.12327123602321001
Avdiivka,s1__vv__baseline__median_mean,0.09522287325343615,0.04878217265941816
Avdiivka,s1__vv__baseline__median_std,0.45369269654220723,0.2572774768889036
Avdiivka,s1__vv__baseline__median_max,0.051445140423727276,0.026059180386101256
Avdiivka,s1__vv__baseline__min_mean,0.11179502957859455,0.057520553887526166
Avdiivka,s1__vv__baseline__min_std,0.5028723632758345,0.2895988170842345
Avdiivka,s1__vv__baseline__min_max,0.05982685956674194,0.030369963821033404
Borodyanka,s1__vh__baseline__kurtosis_mean,0.0004802873634091043,0.00024017252081553694
Borodyanka,s1__vh__baseline__kurtosis_std,0.005341798447990431,0.0026744724392108532
Borodyanka,s1__vh__baseline__kurtosis_max,0.006404921390370744,0.003207599546683673
Borodyanka,s1__vh__baseline__max_mean,0.055488037782953414,0.028136154143630795
Borodyanka,s1__vh__baseline__max_std,0.007513562419614539,0.0037638556359419714
Borodyanka,s1__vh__baseline__max_max,0.019227699313699276,0.0096603610518929
Borodyanka,s1__vh__baseline__mean_mean,0.08032691336460385,0.0409922763947885
Borodyanka,s1__vh__baseline__mean_std,0.022866462411642585,0.011499093084351424
Borodyanka,s1__vh__baseline__mean_max,0.05807324052913576,0.02946652537169063
Borodyanka,s1__vh__baseline__skewness_mean,0.0066535490692902766,0.003332320552697829
Borodyanka,s1__vh__baseline__skewness_std,0.01551531183397925,0.00778790306249991
Borodyanka,s1__vh__baseline__skewness_max,0.023303547280807857,0.011720187502683693
Borodyanka,s1__vh__baseline__std_mean,0.00045415193116715713,0.0002271017512342142
Borodyanka,s1__vh__baseline__std_std,0.0590864699528213,0.029988426542552293
Borodyanka,s1__vh__baseline__std_max,0.023052792785878795,0.011593340211003677
Borodyanka,s1__vv__baseline__kurtosis_mean,0.010795085828448236,0.005412162278473634
Borodyanka,s1__vv__baseline__kurtosis_std,0.06137729144853776,0.03116940365995958
Borodyanka,s1__vv__baseline__kurtosis_max,0.04266293474930327,0.02156227128412776
Borodyanka,s1__vv__baseline__max_mean,0.006711295299705045,0.0033612904624912075
Borodyanka,s1__vv__baseline__max_std,0.04281125809449304,0.02163805228676653
Borodyanka,s1__vv__baseline__max_max,0.02293130491124984,0.011531889838689038
Borodyanka,s1__vv__baseline__mean_mean,0.004367445438984596,0.0021861105187778542
Borodyanka,s1__vv__baseline__mean_std,0.0525128804432935,0.02660729565386102
Borodyanka,s1__vv__baseline__mean_max,0.02190632999309594,0.011013592562124915
Borodyanka,s1__vv__baseline__skewness_mean,0.028937512428684586,0.014574449405699318
Borodyanka,s1__vv__baseline__skewness_std,0.03540689587482415,0.0178620283730461
Borodyanka,s1__vv__baseline__skewness_max,0.055434860265549,0.028108807029642767
Borodyanka,s1__vv__baseline__std_mean,0.02095404058954564,0.010532290656650452
Borodyanka,s1__vv__baseline__std_std,0.0003961943577015514,0.00019811680268852792
Borodyanka,s1__vv__baseline__std_max,0.008641652839060932,0.004330188166726515
