city,feature,auc_raw,auc_best,direction,mann_whitney_u,mann_whitney_p,mean_damaged,mean_control,n_valid
Avdiivka,s2__composite__ndvi__post_winter_baseline__p10,0.23223543763342486,0.7677645623665752,lower=damaged,23606.5,9.206778125077552e-18,0.016197216,0.04835115,1186
Avdiivka,s2__composite__ndvi__post_winter_baseline__min,0.23484736691949748,0.7651526330805025,lower=damaged,23872.0,1.900427111231917e-17,0.0058074067,0.03890082,1186
Avdiivka,s2__composite__ndwi__post_winter_baseline__p90,0.7615028185225629,0.7615028185225629,higher=damaged,77406.0,5.171762596681075e-17,-0.025260905,-0.06460101,1186
Avdiivka,s2__composite__ndvi__prebattle_baseline__p10,0.24327342128304266,0.7567265787169574,lower=damaged,24728.5,1.878199189035593e-16,0.06840206,0.114552684,1186
Avdiivka,s2__composite__ndvi__winter_baseline__p10,0.24327342128304266,0.7567265787169574,lower=damaged,24728.5,1.878199189035593e-16,0.06840206,0.114552684,1186
Avdiivka,s2__composite__ndwi__prebattle_baseline__p90,0.7556247479070133,0.7556247479070133,higher=damaged,76808.5,2.520730904006424e-16,-0.09547514,-0.14972416,1186
Avdiivka,s2__composite__ndwi__winter_baseline__p90,0.7556247479070133,0.7556247479070133,higher=damaged,76808.5,2.520730904006424e-16,-0.09547514,-0.14972416,1186
Avdiivka,s2__composite__ndwi__post_winter_baseline__max,0.7551181024899408,0.7551181024899408,higher=damaged,76757.0,2.8847275360937887e-16,-0.012391254,-0.053585146,1186
Avdiivka,s2__composite__mndwi__prebattle_baseline__p50,0.7538293539533099,0.7538293539533099,higher=damaged,76626.0,4.0607427557842824e-16,-0.14111839,-0.20278461,1186
Avdiivka,s2__composite__mndwi__winter_baseline__p50,0.7538293539533099,0.7538293539533099,higher=damaged,76626.0,4.0607427557842824e-16,-0.14111839,-0.20278461,1186
Avdiivka,s2__composite__ndwi__prebattle_baseline__mean,0.750612401499277,0.750612401499277,higher=damaged,76299.0,9.464409958726112e-16,-0.13585058,-0.19269857,1186
Avdiivka,s2__composite__ndwi__winter_baseline__mean,0.750612401499277,0.750612401499277,higher=damaged,76299.0,9.464409958726112e-16,-0.13585058,-0.19269857,1186
Avdiivka,s2__composite__ndwi__post_winter_baseline__mean,0.7502975926964358,0.7502975926964358,higher=damaged,76267.0,1.0275689873196183e-15,-0.05978883,-0.09511828,1186
Avdiivka,s2__composite__ndwi__post_winter_baseline__p50,0.7500909994195712,0.7500909994195712,higher=damaged,76246.0,1.0844899764308259e-15,-0.058308393,-0.094427824,1186
Avdiivka,s2__composite__ndwi__prebattle_baseline__p50,0.7500565672067605,0.7500565672067605,higher=damaged,76242.5,1.0942754835865543e-15,-0.13284163,-0.19249994,1186
Avdiivka,s2__composite__ndwi__winter_baseline__p50,0.7500565672067605,0.7500565672067605,higher=damaged,76242.5,1.0942754835865543e-15,-0.13284163,-0.19249994,1186
Avdiivka,s2__composite__ndwi__prebattle_baseline__max,0.7469576680537929,0.7469576680537929,higher=damaged,75927.5,2.4437513980016458e-15,-0.08308027,-0.13411695,1186
Avdiivka,s2__composite__ndwi__winter_baseline__max,0.7469576680537929,0.7469576680537929,higher=damaged,75927.5,2.4437513980016458e-15,-0.08308027,-0.13411695,1186
Avdiivka,s2__composite__ndvi__prebattle_baseline__p50,0.2531407096970949,0.7468592903029051,lower=damaged,25731.5,2.5065274668999393e-15,0.10325318,0.15484871,1186
Avdiivka,s2__composite__ndvi__winter_baseline__p50,0.2531407096970949,0.7468592903029051,lower=damaged,25731.5,2.5065274668999393e-15,0.10325318,0.15484871,1186
Avdiivka,s2__composite__ndvi__prebattle_baseline__mean,0.25352930181310196,0.746470698186898,lower=damaged,25771.0,2.770225872768664e-15,0.10647017,0.15566544,1186
Avdiivka,s2__composite__ndvi__winter_baseline__mean,0.25352930181310196,0.746470698186898,lower=damaged,25771.0,2.770225872768664e-15,0.10647017,0.15566544,1186
