city,modality,product_type,check_name,status,detail,filepath,val_min,val_max,val_mean,val_std,pct_nodata,crs_epsg,width_px,height_px
Lysychansk,CARD,flat,BELOW_RANGE,FAIL,min=-100.0 < -35.0,/content/drive_f/masterthesis/data/satellite/SAR_CARD/Lysychansk/s1__vh__20230814.tif,-100.00000762939453,-10.708499908447266,-99.96880411714444,1.612223991060067,0.0,4326.0,1455.0,1148.0
Lysychansk,CARD,flat,BELOW_NESZ,WARN,mean=-100.0 < NESZ -22.0,/content/drive_f/masterthesis/data/satellite/SAR_CARD/Lysychansk/s1__vh__20230814.tif,-100.00000762939453,-10.708499908447266,-99.96880411714444,1.612223991060067,0.0,4326.0,1455.0,1148.0
Lysychansk,CARD,flat,ABOVE_RANGE,WARN,max=20.5 > 15.0,/content/drive_f/masterthesis/data/satellite/SAR_CARD/Lysychansk/s1__vv__20230223.tif,-26.47226333618164,20.45892333984375,-10.818853851049848,3.5917382642202633,0.0,4326.0,1450.0,1144.0
Lysychansk,CARD,flat,ABOVE_RANGE,WARN,max=16.2 > 15.0,/content/drive_f/masterthesis/data/satellite/SAR_CARD/Lysychansk/s1__vh__20220421.tif,-32.23054885864258,16.238658905029297,-15.214223709914043,3.298680733984472,0.0,4326.0,1432.0,1130.0
Lysychansk,CARD,flat,BELOW_RANGE,FAIL,min=-48.0 < -35.0,/content/drive_f/masterthesis/data/satellite/SAR_CARD/Lysychansk/s1__vh__20231028.tif,-47.99310302734375,8.661211967468262,-15.459447163695774,3.425806556401067,0.0,4326.0,1451.0,1145.0
Lysychansk,CARD,flat,BELOW_RANGE,FAIL,min=-45.1 < -35.0,/content/drive_f/masterthesis/data/satellite/SAR_CARD/Lysychansk/s1__vh__20230822.tif,-45.09555435180664,11.416191101074219,-15.261589810215646,3.025157197112723,0.0,4326.0,1450.0,1144.0
Lysychansk,CARD,flat,BELOW_RANGE,FAIL,min=-100.0 < -35.0,/content/drive_f/masterthesis/data/satellite/SAR_CARD/Lysychansk/s1__vv__20220503.tif,-100.00000762939453,24.110973358154297,-10.537992024157614,4.258198481406528,0.0,4326.0,1421.0,1121.0
Lysychansk,CARD,flat,ABOVE_RANGE,WARN,max=24.1 > 15.0,/content/drive_f/masterthesis/data/satellite/SAR_CARD/Lysychansk/s1__vv__20220503.tif,-100.00000762939453,24.110973358154297,-10.537992024157614,4.258198481406528,0.0,4326.0,1421.0,1121.0
Lysychansk,CARD,flat,BELOW_RANGE,FAIL,min=-100.0 < -35.0,/content/drive_f/masterthesis/data/satellite/SAR_CARD/Lysychansk/s1__vv__20230615.tif,-100.00000762939453,-3.337397575378418,-99.97164391768214,1.5873829112133881,0.0,4326.0,1455.0,1148.0
Lysychansk,CARD,flat,BELOW_NESZ,WARN,mean=-100.0 < NESZ -22.0,/content/drive_f/masterthesis/data/satellite/SAR_CARD/Lysychansk/s1__vv__20230615.tif,-100.00000762939453,-3.337397575378418,-99.97164391768214,1.5873829112133881,0.0,4326.0,1455.0,1148.0
Lysychansk,CARD,flat,ABOVE_RANGE,WARN,max=23.8 > 15.0,/content/drive_f/masterthesis/data/satellite/SAR_CARD/Lysychansk/s1__vv__20220106.tif,-28.199596405029297,23.81289291381836,-8.36060391913802,3.1141506277859397,0.0,4326.0,1451.0,1145.0
Lysychansk,CARD,flat,OK,PASS,,/content/drive_f/masterthesis/data/satellite/SAR_CARD/Lysychansk/s1__vh__20220523.tif,-34.714515686035156,10.789417266845703,-16.917857918790876,3.64182434628617,0.0,4326.0,1450.0,1144.0
Lysychansk,CARD,flat,BELOW_RANGE,FAIL,min=-36.8 < -35.0,/content/drive_f/masterthesis/data/satellite/SAR_CARD/Lysychansk/s1__vh__20221213.tif,-36.782470703125,9.691041946411133,-14.409151018815582,2.707758804979744,0.0,4326.0,1450.0,1144.0
Lysychansk,CARD,flat,BELOW_RANGE,FAIL,min=-49.0 < -35.0,/content/drive_f/masterthesis/data/satellite/SAR_CARD/Lysychansk/s1__vh__20231004.tif,-49.017059326171875,7.495124816894531,-17.573359688465224,4.422433513806126,0.0,4326.0,1451.0,1145.0
Lysychansk,CARD,flat,BELOW_RANGE,FAIL,min=-100.0 < -35.0,/content/drive_f/masterthesis/data/satellite/SAR_CARD/Lysychansk/s1__vh__20230311.tif,-100.00000762939453,-10.67984390258789,-99.9615046850563,1.7822098327264821,0.0,4326.0,1455.0,1148.0
Lysychansk,CARD,flat,BELOW_NESZ,WARN,mean=-100.0 < NESZ -22.0,/content/drive_f/masterthesis/data/satellite/SAR_CARD/Lysychansk/s1__vh__20230311.tif,-100.00000762939453,-10.67984390258789,-99.9615046850563,1.7822098327264821,0.0,4326.0,1455.0,1148.0
Lysychansk,CARD,flat,BELOW_RANGE,FAIL,min=-49.7 < -35.0,/content/drive_f/masterthesis/data/satellite/SAR_CARD/Lysychansk/s1__vh__20230223.tif,-49.67101287841797,9.921546936035156,-19.93059193594896,4.9925798666434735,0.0,4326.0,1450.0,1144.0
