timestep,best_auc,best_feature,n_obs
-5,0.5367772855798065,s1__vh__mean,51800
-4,0.5435671000316707,s1__vh__mean,51800
-3,0.538874026744806,s1__vh__mean,51800
-2,0.5519449069111695,s1__vh__mean,51800
-1,0.5421852606635242,s1__vh__mean,51800
0,0.5407614227285202,s1__vh__mean,51800
1,0.5419124751514659,s1__vh__mean,51800
2,0.5432868195428783,s1__vh__mean,51800
3,0.5492041819129372,s1__vh__mean,41990
4,0.553976473850653,s1__vh__mean,37192
5,0.5887490374220568,s1__vh__mean,28219
6,0.5932431202439844,s1__vh__mean,28219
7,0.5997945410510878,s1__vh__mean,23801
8,0.5886820885677815,s1__vh__mean,23801
9,0.6855256815118693,s1__vv__min,1186
10,0.6614428080945214,s1__vv__p50,1186
11,0.6902625702171197,s1__vv__min,1186
12,0.6714970142352605,s1__vv__min,1186
13,0.6994510521500457,s1__vv__min,1186
14,0.700616828498067,s1__vv__min,1186
15,0.6904396501687178,s1__vv__p10,1186
16,0.6960225875316038,s1__vv__min,1186
17,0.6959979930938819,s1__vv__min,1186
18,0.7031303800332517,s1__vv__min,1186
19,0.6745467245127842,s1__vv__min,1186
20,0.6988066778817303,s1__vv__min,1186
21,0.6654123503428464,s1__vv__min,1186
22,0.6743007801355645,s1__vv__min,1186
23,0.6919841808576572,s1__vv__min,1186
24,0.6959438853308936,s1__vv__min,1186
25,0.690779053409281,s1__vv__min,1186
26,0.6677734163641551,s1__vv__min,1186
27,0.6486782949168216,s1__vv__min,1186
28,0.6675914175250126,s1__vv__min,1186
29,0.6978573325856625,s1__vv__min,1186
30,0.6665781266908676,s1__vv__min,1186
31,0.6426182254621295,s1__vv__min,1186
32,0.6886590128776475,s1__vv__min,1186
33,0.6694901081171483,s1__vv__min,1186
34,0.640896614821592,s1__vv__p10,1186
35,0.6679406585406644,s1__vv__min,1186
36,0.6688211394111108,s1__vv__p10,1186
37,0.6676012553001014,s1__vv__p10,1186
38,0.6760273096636464,s1__vv__min,1186
39,0.6442562150144123,s1__vv__p10,1186
40,0.6467451721118752,s1__vv__p10,1186
41,0.6396177040600498,s1__vv__min,1186
42,0.6273549174118782,s1__vv__min,1186
43,0.6662682367755708,s1__vv__min,1186
44,0.63969640626076,s1__vv__min,1186
45,0.6400161339511456,s1__vv__min,1186
46,0.6376993379177365,s1__vv__min,1186
47,0.6412114236244331,s1__vv__min,1186
48,0.6051363023738552,s1__vv__min,1186
49,0.5698137709175692,s1__vv__min,1186
50,0.6268581097698944,s1__vh__p10,1186
51,0.6383781443988628,s1__vv__min,1186
52,0.6672962842723489,s1__vv__min,1186
53,0.6003994136686047,s1__vv__min,1186
54,0.5884957058111737,s1__vv__min,1186
55,0.6198339383565012,s1__vv__min,1186
56,0.5577477397711734,s1__vv__min,1186
57,0.6146887819850663,s1__vv__max_abs_delta,1186
58,0.5512597271001192,s1__vv__std,1186
59,0.5530698777164555,s1__vv__max_abs_delta,1186
