city,feature,jm_distance,bhattacharyya
Avdiivka,lon,0.10763900276935878,0.055321926211686315
Avdiivka,lat,0.017938321756036713,0.009009625941606926
Avdiivka,x_utm,0.10885148978355375,0.055962858686318805
Avdiivka,y_utm,0.018621023043817075,0.009354125256179232
Avdiivka,row,0.018677668304346362,0.009382714471525565
Avdiivka,col,0.10891138988123705,0.05599453311379786
Bucha,lon,0.0324030060296816,0.01633418238669245
Bucha,lat,0.0014514779087106966,0.0007260024303545556
Bucha,x_utm,0.03082178702410099,0.015530875615291897
Bucha,y_utm,0.0017895536805210277,0.0008951773920115316
Bucha,row,0.0017627078020923115,0.0008817425217539225
Bucha,col,0.030701957338856944,0.015470024830621234
Chernihiv,lon,0.03475815530999715,0.01753186663385371
Chernihiv,lat,0.005734259262186514,0.002871247720535076
Chernihiv,x_utm,0.03500787212456946,0.017658941417009782
Chernihiv,y_utm,0.005462287809323563,0.002734880282783963
Chernihiv,row,0.00549795605750969,0.0027527634077300894
Chernihiv,col,0.03496060548289481,0.017634887339373292
Chornobaivka,lon,0.002589936208723387,0.0012958073001234167
Chornobaivka,lat,0.1470641121112668,0.07637583294393396
Chornobaivka,x_utm,0.0028809968988934287,0.0014415369647777256
Chornobaivka,y_utm,0.14693644954164187,0.0763069378608131
Chornobaivka,row,0.146705212286246,0.07618215917802118
Chornobaivka,col,0.0028432712955968054,0.0014226471305095608
Dmytrivka,lon,0.054207205932334634,0.02747768033392267
Dmytrivka,lat,0.040809957150000686,0.020616036169999803
Dmytrivka,x_utm,0.05207405525898823,0.026381992108938716
Dmytrivka,y_utm,0.03890494077429674,0.019644159647732147
Dmytrivka,row,0.03888118911908833,0.0196320482963396
Dmytrivka,col,0.051958909256916375,0.02632288175145531
Hostomel,lon,0.03844349691153548,0.019408888246456986
Hostomel,lat,0.023415554698615226,0.011776853052502468
Hostomel,x_utm,0.04108395148201072,0.02075589676900727
Hostomel,y_utm,0.021592764682609955,0.010855086185583698
Hostomel,row,0.021684266975753097,0.010901337739655867
Hostomel,col,0.040977540013984015,0.020701576637222656
Irpin,lon,0.0007046514295292461,0.0003523877960515816
Irpin,lat,0.0006132300421455295,0.000306662037069084
Irpin,x_utm,0.0005684829522256685,0.00028428188037779123
Irpin,y_utm,0.0005351417069816566,0.00026760665695841734
Irpin,row,0.0005399392851088702,0.0002700060909184772
Irpin,col,0.0005639160252168818,0.0002819977702423474
Kharkiv,ep,1.161150709395817,0.8688713990026319
Kharkiv,lon,0.5161448298132183,0.2985036347911407
Kharkiv,lat,0.5889529594502965,0.3488151697972829
Kharkiv,x_utm,0.5279055372830641,0.30646098927086574
Kharkiv,y_utm,0.5771167356437739,0.3404618997039751
Kharkiv,row,0.577207762742046,0.3405258754441828
Kharkiv,col,0.5278163663795723,0.3064004169331983
Kharkiv,t_unosat,1.9964743584129612,6.340840029332284
Kherson,lon,0.002589936208723387,0.0012958073001234167
Kherson,lat,0.1470641121112668,0.07637583294393396
Kherson,x_utm,0.0028809968988934287,0.0014415369647777256
Kherson,y_utm,0.14693644954164187,0.0763069378608131
Kherson,row,0.146705212286246,0.07618215917802118
Kherson,col,0.0028432712955968054,0.0014226471305095608
Kramatorsk,lon,0.009728559536369419,0.004876148882453888
Kramatorsk,lat,0.0689737372240069,0.03509557659704804
Kramatorsk,x_utm,0.010336721925425785,0.005181763138364758
Kramatorsk,y_utm,0.07471144960622067,0.03807132774507002
Kramatorsk,row,0.07469218787070009,0.03806132319839352
Kramatorsk,col,0.010351042013393208,0.005188960406192938
Lysychansk,lon,0.028469227791293905,0.014336897820365945
Lysychansk,lat,0.014042003740343922,0.007045765080236348
Lysychansk,x_utm,0.028792744930398628,0.014501005675157436
Lysychansk,y_utm,0.013808106397034559,0.006927996441053517
Lysychansk,row,0.013854181133005294,0.006951194235051887
Lysychansk,col,0.028714103478722164,0.01446111140081729
Lysychansk,t_unosat,1.9967893921794873,6.434442188140368
Makariv,lon,0.31758175445572334,0.17291499026216262
Makariv,lat,0.0728440992901036,0.037101891073853276
Makariv,x_utm,0.32379559333047636,0.17661522491669243
Makariv,y_utm,0.07157903026439238,0.03644566290690517
Makariv,row,0.07160868601725978,0.0364610412819395
Makariv,col,0.3238452380052803,0.17664484267082306
Moschun,lon,1.0627546618965655,0.7579573779545055
Moschun,lat,1.2164996327105229,0.9371309289656735
Moschun,x_utm,1.073074674152608,0.7690294518623592
Moschun,y_utm,1.1831188799904213,0.8954088832135996
Moschun,row,1.1833195298808654,0.8956545426275643
Moschun,col,1.0733695249494628,0.7693475979890622
Okhtyrka,lon,0.014526717836450986,0.007289865539004142
Okhtyrka,lat,0.19371031551886841,0.10187233727569787
Okhtyrka,x_utm,0.015811088220205827,0.00793695859923052
Okhtyrka,y_utm,0.19093134453366756,0.10033502270203676
Okhtyrka,row,0.1909963252330844,0.10037094276857657
Okhtyrka,col,0.015845468344109603,0.007954285790989354
Rubizhne,lon,0.00018781831582814768,9.391356765510647e-05
Rubizhne,lat,0.001203852786943349,0.0006021076238917739
Rubizhne,x_utm,0.00027042564134882596,0.00013522196275191778
Rubizhne,y_utm,0.0010637682128482595,0.0005320256069523142
Rubizhne,row,0.001063208007050287,0.0005317453550310199
Rubizhne,col,0.00026535562012797165,0.0001326866125431909
Sievierodonetsk,lon,0.04371210536311465,0.022098434380846844
Sievierodonetsk,lat,0.11064375285239159,0.05691101948395741
Sievierodonetsk,x_utm,0.04338405550763902,0.02193075847071396
Sievierodonetsk,y_utm,0.11091427123933206,0.05705420992548211
Sievierodonetsk,row,0.11073334318493933,0.05695843905179552
Sievierodonetsk,col,0.043366245032595785,0.02192165581874383
Sievierodonetsk,t_unosat,1.9979873622979423,6.901456308189513
Trostianets,lon,0.0428413017510898,0.021653402818142025
Trostianets,lat,0.17703405982900988,0.09268236843291489
Trostianets,x_utm,0.04691632859042416,0.02373768707949418
Trostianets,y_utm,0.17249724003618616,0.09019675767917217
Trostianets,row,0.17286383630981295,0.09039737737513379
Trostianets,col,0.04700930680575621,0.023785294066289996
Volnovakha,lon,0.0951336603220867,0.04873533734154549
Volnovakha,lat,0.12952660113367576,0.06695562725766677
Volnovakha,x_utm,0.09797208243865119,0.05022653854165535
Volnovakha,y_utm,0.12368037235745644,0.06383496728028164
Volnovakha,row,0.12362295385518007,0.06380436608478297
Volnovakha,col,0.0981687678548413,0.05032995215852414
