timestep,best_auc,best_feature,n_obs
-5,0.5292146567897673,s1__vh__mean,62408
-4,0.5366819704926484,s1__vh__mean,62550
-3,0.5353325753471965,s1__vh__mean,62550
-2,0.5457212052048709,s1__vh__mean,62550
-1,0.5352073460945667,s1__vh__mean,62550
0,0.532838024516469,s1__vh__mean,63243
1,0.5348023865665509,s1__vh__mean,63243
2,0.5334371165744182,s1__vh__mean,63243
3,0.5340684072655413,s1__vh__mean,52740
4,0.5461049045801634,s1__vh__mean,47351
5,0.575073508587226,s1__vh__mean,35568
6,0.5778713194095433,s1__vh__mean,35568
7,0.5820200173311924,s1__vh__mean,31150
8,0.5816145598631282,s1__vh__mean,26148
9,0.5695356846988325,s1__vv__min,3533
10,0.537646528049599,s1__vv__min,3533
11,0.5618180560598987,s1__vv__min,3533
12,0.5562701507999013,s1__vv__min,3533
13,0.563046164293765,s1__vv__min,3533
14,0.5728505944436846,s1__vv__p10,3533
15,0.5700406828045983,s1__vv__min,3533
16,0.5853348550085594,s1__vv__min,3533
17,0.5599709812761636,s1__vv__std,3533
18,0.5864167692382664,s1__vv__min,3533
19,0.6295604618562786,s1__vv__min,1650
20,0.634835657370518,s1__vv__min,1650
21,0.5975772834587575,s1__vv__min,1650
22,0.6183437546111848,s1__vv__min,1650
23,0.6690127933507171,s1__vv__min,1366
24,0.6664256029986961,s1__vv__min,1366
25,0.6683880649717514,s1__vv__min,1366
26,0.6541585180356366,s1__vv__min,1366
27,0.6344693883094307,s1__vv__min,1366
28,0.6420510104302477,s1__vv__min,1366
29,0.6766521349413299,s1__vv__min,1366
30,0.6574315514993481,s1__vv__min,1366
31,0.633970284658844,s1__vv__min,1366
32,0.6731482235984354,s1__vv__min,1366
33,0.6523352618426771,s1__vv__min,1366
34,0.6411241036505867,s1__vv__min,1366
35,0.6549156616688396,s1__vv__min,1366
36,0.6517173239895697,s1__vv__min,1366
37,0.6529294328552803,s1__vv__min,1366
38,0.6497480714906563,s1__vv__min,1366
39,0.6287042318557149,s1__vv__min,1366
40,0.6295496523250761,s1__vv__min,1366
41,0.6181415688830942,s1__vv__min,1366
42,0.6203586755758366,s1__vv__min,1366
43,0.6540532648848327,s1__vv__min,1366
44,0.6329075673620165,s1__vv__min,1366
45,0.6285853976531943,s1__vv__min,1366
46,0.6184030041286397,s1__vv__min,1366
47,0.6184980714906563,s1__vv__min,1366
48,0.5866063667970447,s1__vv__min,1366
49,0.5516283681008256,s1__vv__max_abs_delta,1366
50,0.6043568013906997,s1__vv__max_abs_delta,1366
51,0.6332640699695784,s1__vv__min,1366
52,0.6588202140373751,s1__vv__min,1366
53,0.6041972240330291,s1__vv__min,1366
54,0.5974508365927858,s1__vv__min,1366
55,0.6010803726640591,s1__vv__min,1366
56,0.5551798131247283,s1__vv__min,1366
57,0.6267757225119512,s1__vv__max_abs_delta,1366
58,0.5644964146023468,s1__vh__mean,1366
59,0.5630941710126032,s1__vv__min,1366
60,0.6513548387096775,s1__vv__min,180
61,0.6374193548387097,s1__vv__min,180
62,0.6322580645161291,s1__vv__min,180
63,0.6170322580645161,s1__vv__max,180
64,0.6092903225806451,s1__vh__mean,180
65,0.5935483870967742,s1__vv__max,180
66,0.6064516129032258,s1__vv__min,180
67,0.607741935483871,s1__vv__max,180
68,0.598967741935484,s1__vh__mean,180
69,0.6023225806451613,s1__vv__min,180
70,0.6118709677419354,s1__vv__max,180
71,0.6291612903225806,s1__vh__mean,180
72,0.599741935483871,s1__vv__max,180
73,0.6508387096774193,s1__vh__mean,180
74,0.6310967741935483,s1__vv__min,180
75,0.6110967741935485,s1__vv__min,180
76,0.663483870967742,s1__vh__mean,180
77,0.6469677419354839,s1__vh__mean,180
78,0.6673548387096775,s1__vv__p10,180
79,0.5976774193548388,s1__vv__min,180
80,0.6054193548387097,s1__vv__p10,180
81,0.6218064516129032,s1__vv__min,180
82,0.6446451612903226,s1__vv__min,180
83,0.6898064516129032,s1__vv__min,180
84,0.6317419354838709,s1__vv__min,180
85,0.6108387096774194,s1__vv__min,180
86,0.5868387096774194,s1__vv__max,180
87,0.6650322580645162,s1__vv__min,180
88,0.6505806451612903,s1__vh__mean,180
89,0.631483870967742,s1__vh__mean,180
90,0.6363870967741936,s1__vv__min,180
91,0.5966451612903225,s1__vv__min,180
92,0.6203870967741936,s1__vv__min,180
93,0.5930322580645162,s1__vv__max,180
94,0.631225806451613,s1__vh__mean,180
95,0.6245161290322581,s1__vv__p10,180
96,0.6139354838709677,s1__vv__max,180
97,0.6170322580645161,s1__vv__max,180
98,0.640774193548387,s1__vv__p90,180
99,0.6575483870967742,s1__vv__p50,180
100,0.6611612903225806,s1__vv__max,180
101,0.6154838709677419,s1__vh__mean,180
102,0.6250322580645161,s1__vv__max,180
103,0.6812903225806451,s1__vv__max,180
104,0.6425806451612903,s1__vv__max,180
105,0.6340645161290323,s1__vv__max,180
106,0.6203870967741936,s1__vh__mean,180
107,0.5891612903225807,s1__vv__p90,180
108,0.590967741935484,s1__vh__mean,180
109,0.6323870967741936,s1__vv__min,180
110,0.6374193548387097,s1__vv__min,180
111,0.6445161290322581,s1__vv__min,180
112,0.6420645161290323,s1__vv__min,180
113,0.6282580645161291,s1__vv__min,180
114,0.6316129032258064,s1__vv__min,180
115,0.5806451612903226,s1__vv__min,180
116,0.6784516129032258,s1__vh__mean,180
117,0.591741935483871,s1__vh__mean,180
118,0.6668387096774193,s1__vh__mean,180
119,0.639483870967742,s1__vh__mean,180
