,Avdiivka,Borodyanka,Bucha,Chernihiv,Chornobaivka,Dmytrivka,Hostomel,Irpin,Kharkiv,Kherson,Kramatorsk,Lysychansk,Makariv,Mariupol,Moschun,Mykolaiv,Okhtyrka,Rubizhne,Sievierodonetsk,Trostianets,Volnovakha,bata-explosion,beirut-explosion,congo-volcano,guatemala-volcano,haiti-earthquake,hawaii-wildfire,hurricane-florence,hurricane-harvey,hurricane-matthew,hurricane-michael,joplin-tornado,la_palma-volcano,libya-flood,lower-puna-volcano,marshall-wildfire,mexico-earthquake,mexico-hurricane,midwest-flooding,moore-tornado,morocco-earthquake,myanmar-hurricane,nepal-flooding,noto-earthquake,palu-tsunami,pinery-bushfire,portugal-wildfire,santa-rosa-wildfire,socal-fire,sunda-tsunami,turkey-earthquake,tuscaloosa-tornado,ukraine-conflict,woolsey-fire
B3_logratio_VV,0.5012838296490866,0.6123375318236635,0.518318632545858,0.5199552070137705,0.5748360166964819,0.3928377130593197,0.5564899704741572,0.5043553844762366,0.5543984415340563,0.5509838998211092,0.5470967741935484,0.4977237369480105,0.5687719744143687,0.5442473586706857,0.5015225702595747,0.4870081284222698,0.5177033492822967,0.4964512026083518,0.5147761569416499,0.3487394957983193,0.5050690753786786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B3a_LogRatio_VH_faithful,0.5108067959350313,0.516632051453839,0.5332382932104834,0.5076553628550858,0.6159809183064997,0.5377665704528394,0.5066189113899338,0.5162503923769799,0.5270196685912782,0.6618962432915921,0.4454193548387097,0.4966026734712161,0.4829499724657941,0.4919525600846016,0.47349922865383326,,0.4730861244019139,0.5015060262462545,0.5037865831351747,0.5707282913165266,0.4423416278718466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B3a_LogRatio_VH_faithful_bldg,0.5107334525939177,0.5450191570881227,0.5477888803484499,0.5189056072312356,0.6796992481203008,0.5442091300756441,0.5270582484156129,0.5381061944099035,0.5351558949186438,0.7774436090225564,0.5311942959001783,0.500664793622446,0.48440016103059585,0.5007708316103474,0.4955140429958391,,0.5036388140161725,0.4974974604720679,0.49545605758180605,0.5712202236266407,0.4625870796371473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B3a_LogRatio_VV+VH_faithful,0.5305216972129583,0.5538824869355488,0.49761931514930197,0.5394604336216245,0.4484197972570066,0.5141853719739342,0.5162304534164963,0.5284965444223945,0.4906327747265643,0.41562313655336913,0.4769032258064516,0.5304839282409511,0.44639301901978223,0.49223152978248924,0.46876383392581666,,0.5630382775119617,0.4635365588466075,0.5171536034388147,0.32049486461251164,0.5044991691728807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B3a_LogRatio_VV+VH_faithful_bldg,0.5300826054930022,0.579751790771281,0.5234281322059954,0.5371322252016413,0.6150375939849624,0.5237643139418908,0.5251232301129585,0.5047600567088287,0.4980541541678029,0.6436090225563909,0.5546642899584076,0.5393868007660585,0.45913848631239934,0.49980511979066455,0.4704186893203884,,0.6036388140161725,0.46361539731368295,0.5131150037587163,0.31064657267865825,0.5219808215974205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B3a_LogRatio_VV_faithful,0.5684364824051393,0.5435984188664077,0.5131885727127166,0.5421432281936078,0.4770423375074538,0.5285099544305939,0.4984285977685838,0.5071392658959231,0.49467680608365017,0.44484197972570066,0.4482580645161291,0.5217983184374821,0.4689710679035879,0.49700959284645996,0.46237842913676297,,0.5776315789473685,0.48208994569264596,0.5324691329796963,0.3256302521008403,0.5181872176217746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B3a_LogRatio_VV_faithful_bldg,0.5622698095338314,0.5547642845244046,0.5327440430438125,0.5476141219157046,0.6541353383458647,0.5360894704912582,0.5091606385269418,0.4916144591672673,0.5056188073811472,0.6150375939849624,0.5109922756981581,0.5310592931583462,0.4491243961352657,0.5066601273865208,0.46471914008321774,,0.6606469002695419,0.4862296966197393,0.5317805946548462,0.315994166261546,0.543117993952455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B4_step1_card,0.5470196460368523,0.6479130376524187,0.49729276103261333,0.5043192423013478,0.4669051878354204,0.40182326370692023,0.5436065162091788,0.5013886154812005,0.5727808289912218,0.4782349433512224,0.5630967741935483,0.5233188788972862,0.5333163892065912,0.547574624413742,0.550660674760212,0.502448729721457,0.4465311004784689,0.4947258151932115,0.507252835192976,0.37558356676003735,0.5252046169269009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B4_step2_card+coh,0.5493708742830722,0.5490586895350394,0.5004196044832719,,,0.4058910433979686,0.5211624121587404,0.489016769793091,,,,0.5224082559658064,,0.5372340568672935,0.5328995908511638,,0.4754784688995215,,0.5147032193158954,,0.528249838641014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B4_step3_card+coh+optical,0.5876693327037158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B4_step4_all+methods,0.5737783942783501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B5_UISEM_ExtraTrees_Optuna,0.6214227390333402,,0.7185700441023624,0.635445241371768,0.6583184257602862,0.6145831149709267,0.7031851868537834,0.5738779348468,0.7351875322724498,0.800834824090638,0.6281290322580646,0.713608270614247,0.5854195789384505,0.7361745602916248,0.5621973304715273,,0.6392344497607656,0.6643890696278997,0.7538158496433144,0.6461251167133519,0.5117397245224461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B5_UISEM_ExtraTrees_Optuna_bldg,0.6246974639587497,,0.7414604150653342,0.6375629590139802,0.8616541353383459,0.6566641874685102,0.7182235077080653,0.5817367474793875,0.7457731115353149,0.881203007518797,0.6601307189542484,0.7293203874939785,0.6075885668276972,0.7568561255908604,0.5668125866851595,,0.7006738544474393,0.6826600416325037,0.7709040792873129,0.6655323286339329,0.5434270535759034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B5_UISEM_LightGBM_Optuna,0.6798689608358174,,0.7107994606590072,0.6366311390997659,0.6678592725104353,0.6136747273589378,0.6932395080639173,0.6118586964039648,0.6870839787823311,0.7805605247465713,0.6332903225806452,0.7135877366393469,0.6232897022069724,0.7193221651997518,0.6040780736467906,,0.6366028708133971,0.6534928626727707,0.7529291659045179,0.638655462184874,0.5426073552232247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B5_UISEM_LightGBM_Optuna_bldg,0.704027675470904,,0.7385190878811172,0.6358986396344067,0.7954887218045112,0.6281202765277059,0.712606426006646,0.6267374999009971,0.6934880919916371,0.7834586466165413,0.657159833630422,0.7282318090493591,0.64170692431562,0.7440186937067108,0.6153996185852981,,0.7064690026954178,0.6714532401499537,0.768488455988456,0.6543509965969859,0.5732011894619021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B5_UISEM_Model2_full_F8,0.6910840244370333,,0.7464465293968932,0.6321620931949292,0.8264758497316637,0.6830635621771355,0.6626611970021967,0.6097731129992499,0.6955241045862085,0.9540846750149076,0.5478709677419356,0.7028178629886873,0.6142245943999661,0.6830442920113455,0.6330136159366824,,0.6035885167464115,0.6183746146309617,0.7566729925004574,0.5896358543417367,0.5472284019280682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B5_UISEM_Model2_full_F8_bldg,0.7170630327265075,,0.7771714066102998,0.6330434367465806,0.9278195488721804,0.699253841329033,0.6792857018151344,0.620741887707015,0.7048308108353786,0.9954887218045113,0.5769459298871065,0.715090440718591,0.6449778582930756,0.7060014481290227,0.6528909500693482,,0.6687331536388139,0.6297262104626495,0.7695534256162999,0.6037919299951385,0.5727083646569437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B5_UISEM_RF_Optuna,0.7002036419443378,,0.7189036208882272,0.6402435134470094,0.5396541443053071,0.6152688977065708,0.6640332017643755,0.5990578962209442,0.7594399849786415,0.6076326774001193,0.5285161290322581,0.7094165931519847,0.6027025882153598,0.7361397956653549,0.5539875243141726,,0.6336124401913875,0.6878240751975797,0.7449906255716116,0.6596638655462185,0.5119594473969706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B5_UISEM_RF_Optuna_bldg,0.7190360938650953,,0.7500128106584678,0.6387246672024316,0.7353383458646617,0.659790033623411,0.6858088958465487,0.599866148155775,0.7692567721116262,0.7593984962406015,0.5525846702317291,0.7245040300313708,0.6059279388083736,0.7595686739422572,0.5612647364771151,,0.6986522911051212,0.7051722803419647,0.7619269037682211,0.6796305298979095,0.5441704672647387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B5_UISEM_Tuned_Voting,0.7030664344951747,,0.7252240231467175,0.6407060249528375,0.7215265354800238,0.6382610865713358,0.6880664369007126,0.6182324946663332,0.6855865371074497,0.8938580799045917,0.640258064516129,0.7144662507119862,0.6333290973016478,0.7191401281040494,0.6176001073177275,,0.6392344497607655,0.644315857242987,0.7579268794585696,0.6255835667600373,0.5547916752495914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B5_UISEM_Tuned_Voting_bldg,0.731387456592655,,0.7512682551883166,0.6408929239240274,0.8511278195488722,0.653716569383845,0.706261893815507,0.6326499497065554,0.691948459230979,0.9097744360902256,0.6672608437314319,0.7290031547038572,0.6529790660225442,0.7434261280508268,0.6258235090152566,,0.7064690026954178,0.6607629063844039,0.7724707511384158,0.6373359261059794,0.5843691007200253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B5_UISEM_XGBoost_Optuna,0.692756446202127,,0.7318464001797803,0.6418691388628142,0.7757901013714967,0.6583813730628135,0.6618456696960064,0.6169861989710412,0.6716002440970755,0.954680977936792,0.6477419354838709,0.7114544266737642,0.6287965433981446,0.709429751548387,0.6307465289422496,,0.6405502392344498,0.6265628293688917,0.7588807847082494,0.6022408963585434,0.5705190266276658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B5_UISEM_XGBoost_Optuna_bldg,0.7223902978006945,,0.747050986420702,0.6441738212507724,0.8932330827067669,0.6772392471920511,0.6780170281610634,0.6299986535613303,0.6796796882101628,0.9669172932330826,0.6705288175876412,0.7257958724489197,0.6516706924315621,0.7324819853266598,0.636875866851595,,0.7001347708894878,0.6395349872629745,0.772212069367758,0.6135148274185708,0.598544078584674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B5_UISEM_all_features,0.7055553915926374,,0.7463271440208994,0.6358359838508297,0.8485390578413834,0.665852112500312,0.677406598137344,0.6118307644833658,0.7267145472468668,0.9672033392963626,0.5148387096774194,0.7096674476988543,0.6060066929300632,0.6939327544485893,0.6335770340063049,,0.6389952153110047,0.624335433205,0.7533873696725809,0.6171802054154996,0.581457105975089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B5_sub_GBM,0.6614526458696102,,0.6928214275681901,0.6200513547258195,0.7137745974955277,0.6381802300915875,0.6609692385603002,0.6137913192911144,0.6684011641552834,0.8437686344663089,0.6072258064516128,0.7044981176099762,0.638624136908544,0.6668208206129014,0.6127708095781073,,0.6269138755980861,0.6180424799327355,0.7557058258642766,0.6783380018674136,0.552752372320411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B5_sub_GB_full_F8,0.6827415911617429,,0.7123058231972809,0.6286693338922964,0.7471675611210495,0.635731576451798,0.6585410112204877,0.6358269444607012,0.6370863258695958,0.8521168753726894,0.5187096774193548,0.699650006899154,0.6299402719532342,0.6751453058116818,0.6077268763833926,,0.6415071770334928,0.6180729335440341,0.7551483903420524,0.6657329598506069,0.5606486631236354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B5_sub_GB_full_F8_bldg,0.7075660317794381,,0.7423827824750192,0.6315289724187135,0.9037593984962407,0.6219337060127981,0.668805759080037,0.6383089522331081,0.6388851013544222,0.9413533834586466,0.5644682115270351,0.7139337159709086,0.6494061996779388,0.6990715773233931,0.6149228502080444,,0.7002695417789757,0.6249862149697551,0.767881444902403,0.6723383568303354,0.5842772181292705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B5_sub_RF,0.7118614054245491,,0.7384125958594342,0.6295373973588998,0.9057841383422779,0.6299318709291009,0.6366089582024527,0.6162466681209,0.709141904896024,0.9797257006559332,0.48206451612903223,0.6922827567580646,0.5487779048587283,0.6996988009677271,0.5939231336776443,,0.618421052631579,0.6516437574617295,0.7514717852569965,0.6321195144724556,0.5290978316098821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B5_sub_RF_full_F8,0.5905518008047299,,0.7333808533947582,0.6268101743417754,0.9087656529516994,0.63730178932395,0.6408605460820901,0.6091639311119033,0.7265126977421021,0.9564698867024448,0.5145806451612904,0.6958520062805189,0.5503875968992248,0.7028395080232752,0.573680327319069,,0.5937799043062201,0.6386500580284047,0.7500656209987195,0.6325863678804855,0.5277073977945317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B5_sub_RF_full_F8_bldg,0.5965616121224876,,0.7580784012298234,0.6287612954902912,0.993984962406015,0.6717724438838639,0.6630862523496651,0.6208111896973681,0.7396770748113808,0.9969924812030075,0.536541889483066,0.7095987886407162,0.5580213365539453,0.7265642915339248,0.590000866851595,,0.6601078167115902,0.6482060281509154,0.7637371361173756,0.6475449684005834,0.5568753236773083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B5_sub_XGB,0.6351464352821967,,0.7067684485519257,0.5952728134369846,0.8962432915921288,0.6480147737765467,0.6468729220739672,0.579671813233878,0.6006853494812937,0.975551580202743,0.40748387096774197,0.6517751098142591,0.6003304104714703,0.6197146424976059,0.6459185726742236,,0.6460526315789474,0.578909589413944,0.7153889244558259,0.554154995331466,0.6044421785523009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B5_sub_XGB_full_F8,0.5538962508239137,,0.7107924379898312,0.6026114812215771,0.7692307692307693,0.6652272216815153,0.6364627472966625,0.5672061960980437,0.655400647796085,0.9045915324985092,0.5473548387096775,0.650071051476844,0.603253272334477,0.6329528776286407,0.6343148433831914,,0.5895933014354067,0.5881724835443436,0.7293476769709165,0.5546218487394958,0.5493604004449388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B5_sub_XGB_full_F8_bldg,0.5761470062085657,,0.7300025621316936,0.6020260933451096,0.8902255639097745,0.6825004027268895,0.6516609149581281,0.5793190980444958,0.6688397645668577,0.98796992481203,0.601901366607249,0.6570722350812468,0.6385869565217391,0.6542282693707164,0.6656336685159501,,0.6432614555256064,0.5987480795141094,0.7412339822519463,0.5755955274671852,0.5750722531281847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B6_AdaBoost_alone,0.7199677320977087,,0.6299351807635045,0.6313464325097742,0.3729874776386405,0.4761553242993686,0.6380439525417337,0.5522772495836814,0.7428085246209455,0.4433512224209899,0.48606451612903223,0.6985118753731593,0.5890413860295675,0.7179739016224285,0.6020658662552822,,0.5855263157894737,0.6230004706034621,0.7178873239436621,0.5116713352007469,0.5431909941086804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B6_UISEM_Model1_full_F8,0.7087329929463153,,0.7436971544144498,0.6387033273487839,0.7734048896839595,0.6802176137356193,0.6692550794210966,0.6091067371792485,0.7211050086842229,0.9379844961240311,0.5538064516129033,0.7076985403221219,0.6182911848180624,0.6984884694089437,0.633818498893286,,0.6075358851674642,0.6271747566209244,0.7571760106091092,0.5868347338935574,0.5455564481797334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B6_UISEM_Model1_full_F8_bldg,0.7315453014837421,,0.7804099410709711,0.6381186162411049,0.9082706766917292,0.6973276071853333,0.6891563320200427,0.6217140956288265,0.7303739432778837,0.9909774436090226,0.581402257872846,0.720481048278131,0.6475946054750403,0.7211411760881001,0.6507021497919556,,0.6734501347708894,0.639692530465773,0.7708738367421003,0.6013612056392805,0.5708999482116307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B6_UISEM_no_AdaBoost,0.6984623557536227,,0.7446768167645159,0.628073537051045,0.8992248062015504,0.6707384392702952,0.6729743845167447,0.6118281043004516,0.6874947190536544,0.9880739415623137,0.5122580645161291,0.704954050326549,0.6037615961367391,0.6761396805133975,0.636608759809511,,0.6430622009569378,0.61615959024666,0.7522898756173404,0.6139122315592903,0.5849177412488499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B7_UISEM_all_multimodal,0.6984623557536227,,0.7446768167645159,0.628073537051045,0.8992248062015504,0.6707384392702952,0.6729743845167447,0.6118281043004516,0.6874947190536544,0.9880739415623137,0.5122580645161291,0.704954050326549,0.6037615961367391,0.6761396805133975,0.636608759809511,,0.6430622009569378,0.61615959024666,0.7522898756173404,0.6139122315592903,0.5849177412488499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B7_UISEM_card+coh,0.6004879536444039,,0.6929232562712436,0.49630104714427625,0.8980322003577818,0.694264680192658,0.620779385472017,0.5877707401160904,0.6133643148852275,0.9749552772808586,0.42864516129032265,0.4789492751964624,0.6285000211801585,0.5106444138220899,0.5665302837212423,,0.44856459330143533,0.46964536293805026,0.5168774007682458,0.6816059757236228,0.5160174542358451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B7_UISEM_card+coh+delta,0.6004879536444039,,0.6929232562712436,0.49630104714427625,0.8980322003577818,0.694264680192658,0.620779385472017,0.5877707401160904,0.6133643148852275,0.9749552772808586,0.42864516129032265,0.4789492751964624,0.6285000211801585,0.5106444138220899,0.5665302837212423,,0.44856459330143533,0.46964536293805026,0.5168774007682458,0.6816059757236228,0.5160174542358451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B7_UISEM_card+ms,0.678196539070724,,0.7347888985645664,0.6028438761653923,0.8336314847942755,0.6704848893214543,0.6399557487792119,0.6274566789212426,0.6953879735248556,0.9570661896243291,0.5153548387096774,0.7033981766615026,0.6050324056423942,0.6921089258037137,0.6175732778858407,,0.6434210526315789,0.6107845278524446,0.7553185019206146,0.5737628384687208,0.5781887282165369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B7_UISEM_card_only,0.6097846511033065,,0.7543681002275345,0.5015948672614763,0.9016100178890876,0.7631284470065633,0.5848215142360615,0.5919033342732646,0.5862249448434493,0.9475253428741801,0.48309677419354835,0.4881624904441813,0.6225272165035795,0.4805147164201559,0.6272587027969683,,0.4773923444976076,0.4718213686328755,0.5505626943479056,0.6699346405228758,0.5130923934687376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B7_UISEM_coh+ms,0.7152062489547364,,0.6489683698980309,0.6212942119988699,0.8395945140131187,0.6132664520476154,0.6451834665291742,0.5826219560857004,0.6924095197859457,0.9952295766249254,0.463741935483871,0.7169829051389216,0.6496801796077435,0.6517548923623335,0.5952780199879268,,0.6522727272727273,0.6117395340692638,0.7720516279495153,0.545751633986928,0.5846877188645822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B7_UISEM_coh_only,0.5450520910190951,,0.472035731340768,0.5,1.0,0.497501934067031,0.5679922426875774,0.509684395899062,0.5,1.0,0.5478709677419354,0.45395700813446216,0.5,0.49194195233635185,0.48617613522033676,,0.4562200956937799,0.4725184708290091,0.515163252240717,0.5,0.48376968922945934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B7_UISEM_ms_only,0.6789835610778268,,0.6175524593387454,0.6128083789769154,0.7853309481216459,0.6113438646402636,0.6319969531399261,0.5887456971541363,0.7299417922358353,0.9165175909361956,0.519483870967742,0.720730420953025,0.5931291566060914,0.6625001032612662,0.5844255147897244,,0.6520334928229665,0.6337936587016197,0.7786283610755441,0.5032679738562091,0.5870909378046938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C10_leaky_A10_composite_prepost_landuse,0.560521992346211,,0.5578808393494199,0.5487493962288225,0.45289206917113894,0.4982421202365801,0.5821459172325301,0.5070448294024696,0.6680009857766512,0.3935599284436494,0.4356129032258064,0.5762989537482025,0.48805439064684203,0.60976837653138,0.5207257361325374,,0.5744019138755981,0.5292161954208238,0.6160670843241266,0.49136321195144717,0.4921328911410483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C10_leaky_A11_composite_vs_scenes_bands,0.6150686862589528,,0.7625866139073532,0.5379382556413237,0.9874785418560033,,0.6772411896944898,,0.6790517998022564,0.991450402235013,,0.6794530522449383,0.6681581050443659,0.6682509321542738,0.6313669484115418,,0.6689008202349862,0.6490223634342409,0.6797802199249532,0.7296835773725325,0.6334115964758522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C10_leaky_A12_composite_vs_scenes_landuse,0.45545947328552167,,0.5973833534649851,0.5853527390706025,0.4460345855694693,0.5532365052032642,0.6060771593119035,0.5545131333230472,0.49787823311270707,0.4508050089445439,,0.6035905682352488,0.6094802389121871,0.5790375108127062,0.5362532698370112,,0.6007177033492824,0.5567524459246169,0.6049558715931954,0.5172735760971054,0.5653194907922383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C10_leaky_A13_prepost_single_card,0.6231246741237002,0.5554904194023851,0.6420931767746285,0.564940716505509,0.5724508050089445,0.6243966958648398,0.5637646409051811,0.5861320674409572,0.5603717786227291,0.6446034585569469,0.6247741935483871,0.5551988558521501,0.5692802982166307,0.5570172648456219,0.6545174055939366,0.5069295650103731,0.5086124401913876,0.4926711481059043,0.6115714743003475,0.5457516339869282,0.5576343399387522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C10_leaky_A14_coh_drop,0.5643587246308375,0.4862153289561838,0.4886548779460097,,,0.503858650894662,0.512166999969131,0.5086156674132913,,,,0.5517343034437568,,0.4791710057259311,0.4304514051914951,,0.5210526315789473,,0.43782833363819273,,0.457251884810283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C10_leaky_A15_block_stats,0.6457417190528191,0.5496616642101032,0.6774804067529987,0.5925057187383233,0.8002385211687537,0.6099044196551122,0.658790466631793,0.6015757593492129,0.5692461155705769,0.6678592725104353,0.808516129032258,0.5188675839816685,0.5785148472910577,0.6128018639722443,0.6809175665705278,0.5546117743087441,0.5613636363636364,0.49814328138613423,0.6105590360343881,0.34407096171802054,0.5414366442823988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C10_leaky_A16_rolling_stats_roll3,0.6253184979684994,0.46943253383357897,0.6700750021068007,0.5219191721271884,0.605247465712582,0.553151156696863,0.5465221827598779,0.566445383784589,0.6446134347275032,0.5158020274299344,0.8092903225806451,0.5193471896247186,0.528021349599695,0.5511832067016436,0.5927158092427393,0.5,0.47822966507177034,0.5504654406233094,0.6162385677702579,0.5130718954248366,0.5247445721583652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C10_leaky_A17_rolling_stats_roll7,0.6186484864583027,0.4637377730135334,0.6648782269164865,0.5219191721271884,0.605247465712582,0.5577350203388984,0.5465221827598779,0.5592442686359115,0.6446134347275032,0.4937388193202147,0.8092903225806451,0.5146865004809789,0.5067564705383997,0.5534070788789656,0.5927158092427393,0.5,0.48157894736842105,0.5554208141868149,0.6220754069873788,0.5107376283846872,0.5257779563026133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C10_leaky_A18_rolling_stats_roll13,0.6138181388897087,0.4582440037518424,0.6696115059411781,0.5123659172309458,0.4525939177101968,0.545019091113274,0.5497980579187076,0.5544107162808515,0.6193564286720179,0.4979129397734049,0.7829677419354839,0.5148312846224724,0.5176007116533231,0.5486629433991831,0.5900194513381178,0.5,0.49952153110047853,0.5556011566662241,0.620366974574721,0.45891690009337066,0.5311920652576938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C10_leaky_A19_card_drop,0.5095524796112111,,0.4750063204022585,0.498188116871873,0.7078115682766846,0.5009493149659355,0.487408341822326,0.49009081864468995,0.534138384265127,0.8169350029815146,0.3203870967741936,0.47938094643313744,0.4851315287838353,0.5124702685781725,0.5097659132067878,,0.44958133971291864,0.4748384174209883,0.47817381562099875,0.6321195144724557,0.5187039096938986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C10_leaky_A1_scene_ms,0.8111245560703991,,0.7383493918368493,0.5720355974372762,0.7435897435897436,0.7232662024905792,0.5934907155031949,0.6519848954814134,0.6767192414213961,0.7590936195587359,0.8216774193548386,0.6778458029274648,0.5052738594484687,0.6288326122985044,0.538480112683614,,0.6248803827751196,0.5957199828508102,0.6960245564294861,0.4551820728291317,0.4381222620469933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C10_leaky_A20_ms_change,0.5,,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,,0.5,,0.5,0.5,0.5,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C10_leaky_A21_ms_maha,0.5523025312595304,,0.5191578415124021,0.5562800176802427,0.9206917113893859,0.49521998452746374,0.5078459566948743,0.5240600243672755,0.5559674693705112,0.8846153846153847,0.544516129032258,0.5879981532501555,0.6192442919473038,,0.46628211147628945,,0.5021531100478469,0.5440994462676958,0.6129815255167368,0.5303454715219421,0.5663820568807592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C10_leaky_A22_lu_change,0.731999331031294,,0.5131201016882496,0.5580383588360203,0.939773404889684,0.5171750143495295,0.5664635982816777,0.5069211308969604,0.6773271370229546,0.9689922480620156,0.7470967741935484,0.6259361759591623,0.5024568983775999,0.6755441993891188,0.517854986920652,,0.5781100478468898,0.5423731071772024,0.6759202944942382,0.6563958916900093,0.40459392466251937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C10_leaky_A23_rolling_accum_coh,0.5851902133813416,0.520316896690339,0.5507071827860334,,0.9683959451401312,0.5228748970577225,0.5702646646827035,0.5049140228882139,,0.9773404889683959,0.6103225806451613,0.5386625319698948,,0.5163454526804936,0.5824669662619893,,0.4333732057416268,0.5149660466025903,0.5014356594110114,,0.5586230928741125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C10_leaky_A24_rolling_accum_card,0.6930417416797017,0.561654160525258,0.6708158937048794,0.569626208681546,0.7596899224806202,0.46102268473459607,0.5967661735125075,0.61225373356672,0.6518142984556166,0.6058437686344663,0.726967741935484,0.5540813890907046,0.5211166179523024,0.5394874289108764,0.6102220135488631,0.5975750773730572,0.6028708133971291,0.4964069497044334,0.6037692061459667,0.3127917833800187,0.4774457902470509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C10_leaky_A25_rolling_accum_ms,0.5177129140473591,,0.5529667265934437,0.5072446845352556,0.5232558139534884,0.4617049736717327,0.5380740707368779,0.5434181754337428,0.4893172323146974,0.49224806201550386,0.5972903225806452,0.5384227945431942,0.4662388274664294,0.5348124784794134,0.5292574954725334,,0.5109449760765551,0.5559323396890972,0.585810773733309,0.43043884220354806,0.4123494554992516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C10_leaky_A26_block_accum_coh,0.5303642928115377,0.44290164813077854,0.5041152841371949,0.5,0.9654144305307096,0.5136627486211974,0.5381045226516359,0.5434893353266971,,0.9922480620155039,0.43587096774193546,0.4755195782295398,,0.5086175672697082,0.5657254007646387,,0.5712918660287082,0.4911603634828843,0.4841807664166819,,0.5426022054683531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
