experiment,n_rows,n_cities_total,n_cities_scored,pooled_auc,pooled_auc_no_mariupol,mean_folds_auc,std_folds_auc,gap_pooled_minus_folds
D3_leaky,51293,11,11,0.6173435878248582,0.6196482761424585,0.5959478419060648,0.07261626079592642,0.021395745918793452
R4_tier1_ms,18513,10,10,0.5709428585379377,0.5709428585379377,0.5953688766927111,0.056268190508632,-0.02442601815477341
B6_AdaBoost_alone,62043,19,19,0.6574508388402541,0.6174392572620677,0.5937793200806233,0.10090617524197738,0.06367151875963084
R3_card_block_stats_A15,63243,21,21,0.535774293952421,0.5559169274139218,0.5929928070930214,0.15130788066336445,-0.057218513140600336
C2b_V3_RF50_groupkfold,63243,21,21,0.5277481615493308,0.5421803148438532,0.5927523983607546,0.13257292285652694,-0.06500423681142375
B0_single_s1_vv_max,598595,21,21,0.5659336497010401,0.6027984790688341,0.592608808927271,0.053507008446930286,-0.02667515922623087
R5_ExtraTrees_dietrich28,63243,21,21,0.5413694482739942,0.5451302901503245,0.5919661846092613,0.12715493399347813,-0.05059673633526707
C_A2_scene_card,63243,21,21,0.5718576527888934,0.571034845597786,0.591835123802167,0.09539501356498294,-0.019977471013273518
C10_leaky_A2_scene_card,63243,21,21,0.5718576527888934,0.571034845597786,0.591835123802167,0.09539501356498294,-0.019977471013273518
C3b_V3_RFOptuna_groupkfold,63243,21,21,0.5371633738888584,0.5381709398171752,0.5910764780944857,0.12116096923532603,-0.05391310420562734
C10_leaky_A23_rolling_accum_coh,57266,16,16,0.5335156367566403,0.5505586111138964,0.5910124904863601,0.14984948818288793,-0.0574968537297198
C_A23_rolling_accum_coh,57266,16,16,0.5338060620437051,0.548563415284474,0.589250925781167,0.1393118657148119,-0.055444863737461936
D1i_allblocks_groupkfold,63243,21,21,0.5217038404406857,0.5470666864681097,0.5891453913402738,0.15339619811157643,-0.06744155089958803
B4_step3_card+coh+optical,1186,1,1,0.5876693327037158,0.5876693327037158,0.5876693327037158,0.0,0.0
CLF_A9_ExtraTrees,480313,19,19,0.5647998707883138,0.6482469767645667,0.586437332519064,0.19865138955257522,-0.021637461730750207
B3_logratio_NDBI,3533,5,5,0.6218959318767381,0.6218959318767381,0.5862814488610125,0.0929666041253845,0.03561448301572556
C_F3_fusion_card_cohdrop,51800,12,12,0.5859130913528858,0.5868760208557929,0.5851381560792931,0.05026170151100678,0.0007749352735927362
C10_leaky_F3_fusion_card_cohdrop,51800,12,12,0.5859130913528858,0.5868760208557929,0.5851381560792931,0.05026170151100678,0.0007749352735927362
C10_leaky_A21_ms_maha,39428,18,18,0.54843602170652,0.54843602170652,0.5827857342976698,0.11942842646373707,-0.03434971259114983
C_A21_ms_maha,39428,18,18,0.54843602170652,0.54843602170652,0.5827857342976698,0.11942842646373707,-0.03434971259114983
NB08b_BDA_COH_DROP_LogReg,21434,12,11,0.6458498031724311,0.6493658604788192,0.5822087964121082,0.06111935462418807,0.06364100676032292
C10_leaky_A24_rolling_accum_card,63243,21,21,0.5233783033025108,0.5586437476693723,0.582155399888657,0.09600564678111191,-0.05877709658614627
L2b_ndvi_delta,62043,19,19,0.5995116130175737,0.5724124810632175,0.5799064299440476,0.11998239011605977,0.0196051830735261
ABL_FUSION_MS_COH_MS,480313,19,19,0.5394142201613449,0.6287118823647014,0.5798820001838166,0.18973835448332713,-0.040467780022471755
D1j_dynamic_random,293116,21,21,0.601905688202274,0.5891407727111928,0.5797973169142863,0.058880579421962134,0.022108371287987705
NB08b_BDA_COH_DROP+RGB+CARD_RF-200,205942,12,12,0.531995066889303,0.6184563261014413,0.5790265641916854,0.11044145286853221,-0.04703149730238243
C10_leaky_A7_rolling_coh,57266,16,16,0.526349858390152,0.5423875936089297,0.5781489240768807,0.1567205244808115,-0.05179906568672865
C_A7_rolling_coh,57266,16,16,0.526349858390152,0.5423875936089297,0.5781489240768807,0.1567205244808115,-0.05179906568672865
C_A24_rolling_accum_card,63243,21,21,0.5220737340704378,0.5548780867137917,0.5772187909270342,0.08796948443350465,-0.05514505685659643
C10_leaky_A13_prepost_single_card,63243,21,21,0.555752336735307,0.5607526024926751,0.5772060501331544,0.04515292074793511,-0.021453713397847407
C_A13_prepost_single_card,63243,21,21,0.555752336735307,0.5607526024926751,0.5772060501331544,0.04515292074793511,-0.021453713397847407
X_F3_fusion_card_cohdrop_RF_Optuna,584986,20,20,0.6441893898749793,0.6275529363958536,0.5769373923156511,0.1419610193918866,0.0672519975593282
ABL_PREPOST_MS_MS,480313,19,19,0.535611046342655,0.6220737924965805,0.5740764627075876,0.19847215671403837,-0.038465416364932614
CLF_A9_RF_200,480313,19,19,0.5356110522251971,0.6220737957443523,0.5740764525802212,0.19847215856102024,-0.038465400355024104
ABL_PREPOST_MS_ALL,480313,19,19,0.5356110488427355,0.6220737943911141,0.5740764379531463,0.19847216866877201,-0.038465389110410864
D1e_zonal_mean,63243,21,21,0.512099886793138,0.5192736499342202,0.5740508476593581,0.14307043822128726,-0.061950960866220095
B4_step4_all+methods,1186,1,1,0.5737783942783501,0.5737783942783501,0.5737783942783501,0.0,0.0
B0_single_s1_vh_max,598595,21,21,0.5754492807978583,0.595552445228194,0.5730484302016728,0.05468166485802244,0.0024008505961854443
C10_leaky_A3_scene_coh,60769,18,18,0.5290284530883302,0.5480247786684365,0.5726951750839351,0.1001538037952187,-0.04366672199560484
C_A3_scene_coh,60769,18,18,0.5290284530883302,0.5480247786684365,0.5726951750839351,0.1001538037952187,-0.04366672199560484
B0_single_s1_vh_min,598595,21,21,0.6239388676802405,0.6201955684453568,0.5725846614136592,0.07134579714021769,0.05135420626658138
D1e_zonal_median,63243,21,21,0.516596950957854,0.5250319266483225,0.5717400130050941,0.14108352244699404,-0.05514306204724018
B3_logratio_BSI,3533,5,5,0.5887256127179351,0.5887256127179351,0.5693610929392515,0.1452261347670359,0.019364519778683587
C_A27_block_accum_card,63243,21,21,0.4993759855705369,0.5053423879450534,0.567319977829725,0.10129674520070332,-0.06794399225918807
C10_leaky_A27_block_accum_card,63243,21,21,0.4993759855705369,0.5053423879450534,0.567319977829725,0.10129674520070332,-0.06794399225918807
R0a_eq3_guarded,598595,21,21,0.5319288111596157,0.5559370771865572,0.5671750742646844,0.13268182475387866,-0.03524626310506873
D1e_zonal_max,63243,21,21,0.5235484436567773,0.5352217421434347,0.5669513686989053,0.15463815416811985,-0.04340292504212795
D1e_zonal_min,63243,21,21,0.5201937479223442,0.5221391612709928,0.5667820190707944,0.1483644340998945,-0.04658827114845021
C_A16_rolling_stats_roll3,63243,21,21,0.5340079397553197,0.5376649534982438,0.5667540417116856,0.07542333592609965,-0.03274610195636596
C10_leaky_A16_rolling_stats_roll3,63243,21,21,0.5340079397553197,0.5376649534982438,0.5667540417116856,0.07542333592609965,-0.03274610195636596
E2_LightGBM_coh,387066,15,15,0.6153545235893508,0.6153545235893508,0.5667257407379651,0.17954025174339439,0.04862878285138572
E6_B_nativeNaN_coh_only,387066,15,15,0.6153545235893508,0.6153545235893508,0.5667257407379651,0.17954025174339439,0.04862878285138572
E7b_GaussianNB,387066,15,15,0.5637564969481723,0.5637564969481723,0.565814910508099,0.12107828208950096,-0.0020584135599266418
C_A26_block_accum_coh,60076,17,17,0.5214215422630077,0.5208312102289012,0.5650158258604533,0.1555104767708301,-0.04359428359744555
C10_leaky_A26_block_accum_coh,60076,17,17,0.5214215422630077,0.5208312102289012,0.5650158258604533,0.1555104767708301,-0.04359428359744555
D1j_dynamic_groupkfold,293116,21,21,0.5846232923671831,0.5803899383475628,0.5647569839824735,0.05073324295577557,0.019866308384709597
L2b_lu_implausible_damage,480313,19,19,0.585300977367736,0.6037088251152175,0.5646109868403574,0.08990344517237964,0.020689990527378632
C10_leaky_A17_rolling_stats_roll7,63243,21,21,0.5340159344282657,0.5368568568634478,0.5642253230934353,0.0768223537231941,-0.030209388665169645
C_A17_rolling_stats_roll7,63243,21,21,0.5340159344282657,0.5368568568634478,0.5642253230934353,0.0768223537231941,-0.030209388665169645
C_A8_rolling_card,63243,21,21,0.5272861660241075,0.5544605405085578,0.5614724043426351,0.08599403295936695,-0.03418623831852763
C10_leaky_A8_rolling_card,63243,21,21,0.5272861660241075,0.5544605405085578,0.5614724043426351,0.08599403295936695,-0.03418623831852763
R0c_roll7_baseline+assessment,63243,21,21,0.5229516080285848,0.5346200984844041,0.5611401152474558,0.10962542445601856,-0.038188507218871015
R2_roll13,63243,21,21,0.5254939790676091,0.5362407901039162,0.5599257419302943,0.07813948774066828,-0.03443176286268523
B2_CCD_exact_vv,101911,12,12,0.47994367076825006,0.6079064595708642,0.5598380718977262,0.0665853143126703,-0.0798944011294761
R0c_roll3_baseline+assessment,63243,21,21,0.5185024479618007,0.5307072066778422,0.5588057287512198,0.11319228039490872,-0.04030328078941914
CLF_F7_ExtraTrees,480313,19,19,0.7201487833628313,0.7201099209050135,0.5579701154617693,0.1747129949200001,0.16217866790106195
R5_XGBoost_dietrich28,63243,21,21,0.5205326517215406,0.5211657779478707,0.5578750572289979,0.08094607124388971,-0.037342405507457266
D2_coh-only,62043,19,19,0.491374857736223,0.5058606370786072,0.5577933892570799,0.15418260387462251,-0.06641853152085686
D6_sar_only,63243,21,21,0.5196565702810728,0.5340747622464554,0.5575022625719104,0.11883792230588099,-0.03784569229083756
D1e_zonal_std,63243,21,21,0.5031760569061261,0.5051464330111519,0.5570119205555487,0.12201975747486483,-0.05383586364942261
L2b_s2__lu__date_persistent_loss_mean,598595,21,21,0.3687673178881253,0.4110262261351137,0.5565834098703373,0.07792492449356853,-0.187816091982212
D1_blk_pre_baseline_all,63243,21,21,0.5236957255521997,0.5291373052603301,0.5556364114271027,0.08592904290495876,-0.03194068587490306
R0c_roll13_baseline+assessment,63243,21,21,0.5193793573117255,0.533406335829084,0.555133228115937,0.10899851148522044,-0.03575387080421155
B1_PWTT_VH_faithful_bldg,56562,20,20,0.5461197928613963,0.5356999496046699,0.5542876300543238,0.08312457728780055,-0.008167837192927463
B0_single_s1_vv_min,598595,21,21,0.60073487676702,0.5934622927790159,0.554035021263144,0.05526188953319047,0.04669985550387601
NB08b_BDA_RGB+CARD_RF-200,598595,21,21,0.5440535927511141,0.5697845588349466,0.5538427441129384,0.1539932291357962,-0.009789151361824344
NB08b_BRIGHT_all_AdaBoost,92423,14,14,0.5258845517468617,0.5258845517468617,0.5538294974639209,0.10452276418612033,-0.02794494571705919
B7_UISEM_coh_only,62043,19,19,0.4806697069022174,0.49005529843282575,0.5526254719178729,0.15606142148590083,-0.07195576501565554
R2_roll3,63243,21,21,0.5247997389547463,0.5324531794711861,0.5524599610617161,0.06559318002880288,-0.027660222106969834
C_A18_rolling_stats_roll13,63243,21,21,0.5301173330480122,0.5371716249967533,0.5520386418058664,0.07622904000192188,-0.02192130875785414
C10_leaky_A18_rolling_stats_roll13,63243,21,21,0.5301173330480122,0.5371716249967533,0.5520386418058664,0.07622904000192188,-0.02192130875785414
NB08b_BDA_COH_DROP_AdaBoost,21434,12,11,0.5627088326688103,0.706607244954772,0.5512283043882793,0.07169266092208092,0.011480528280531033
R4_tier0_card,93247,4,4,0.464491951817455,0.5635507939261739,0.5512076286607195,0.062196920731684015,-0.08671567684326448
C10_leaky_A12_composite_vs_scenes_landuse,61863,18,18,0.5633822919221905,0.5640238261839475,0.5511178259355353,0.05443486072916772,0.012264465986655204
C_A12_composite_vs_scenes_landuse,61863,18,18,0.5633822919221905,0.5640238261839475,0.5511178259355353,0.05443486072916772,0.012264465986655204
R3b_coh_only,62043,19,19,0.48521864334803655,0.4959633646256587,0.5510226776138873,0.1557979809747957,-0.0658040342658508
D1_blk_pre+post_all,63243,21,21,0.5256366517893432,0.5322472515394177,0.549919919653344,0.11645395035171713,-0.024283267864000813
NB08b_BRIGHT_all_GBM,92423,14,14,0.5265911059521847,0.5265911059521847,0.5496630642415382,0.10487269912666533,-0.02307195828935349
B3_logratio_UI,3533,5,5,0.5441733829449761,0.5441733829449761,0.5490726896113467,0.14446197473318906,-0.0048993066663706175
B2_CCD_exact_vh,101911,12,12,0.4861976655263809,0.5858543497468802,0.5483899505912923,0.04191005804161016,-0.06219228506491137
R2_roll7,63243,21,21,0.5250533746943228,0.531356524331799,0.548229667207256,0.0756456868723022,-0.023176292512933183
B1_PWTT_VV+VH_faithful_bldg,56562,20,20,0.554904593770006,0.5453495397824906,0.5478233519569313,0.07205230003849523,0.007081241813074679
NB08b_BRIGHT_all_LightGBM,92423,14,14,0.5920483540175878,0.5920483540175878,0.5468915348453103,0.1028465667749242,0.04515681917227754
CLF_A17_ExtraTrees,598595,21,21,0.6996373265718304,0.7357723780960167,0.5464049287431657,0.14063309408660934,0.1532323978286647
C10_leaky_A4_scene_landuse,62043,19,19,0.5275996256969618,0.5377883625258488,0.546142487655298,0.055640479933967375,-0.01854286195833621
C_A4_scene_landuse,62043,19,19,0.5275996256969618,0.5377883625258488,0.546142487655298,0.055640479933967375,-0.01854286195833621
NB08b_BRIGHT_all_ExtraTrees,92423,14,14,0.5841807760559342,0.5841807760559342,0.5460342443320786,0.10377933181914652,0.038146531723855626
E7c_ExtraTrees,387066,15,15,0.5944928114691886,0.5944928114691886,0.5454159628859208,0.14768438367789152,0.049076848583267885
R5_LightGBM_dietrich28,63243,21,21,0.5154907735256613,0.5088395839717111,0.5450109023068956,0.059289806107474925,-0.029520128781234334
R5_GBM_dietrich28,63243,21,21,0.5199841975345487,0.5206184919519439,0.5450105480264458,0.05442693539601229,-0.025026350491897054
NB08b_BRIGHT_all_XGBoost,92423,14,14,0.52549459571933,0.52549459571933,0.5430787966319474,0.10045973204199465,-0.017584200912617365
NB08b_BRIGHT_all_LogReg,92423,14,14,0.625128166589586,0.625128166589586,0.54244245244612,0.12025542539061128,0.08268571414346604
NB08b_BRIGHT_all_UISEM_voting,92423,14,14,0.5315966622450062,0.5315966622450062,0.541938344485634,0.09698799302649078,-0.010341682240627814
R0b_prepost_single_card_groupkfold,63243,21,21,0.5173883662542323,0.5229460971328442,0.5398784009613695,0.06080586628564863,-0.022490034707137174
R3_card_only_prepost_A13,63243,21,21,0.5173883662542323,0.5229460971328442,0.5398784009613695,0.06080586628564863,-0.022490034707137174
E6_A_impute+obs_coh_only,387066,15,15,0.5436758702259499,0.5436758702259499,0.539875184538079,0.18882692431259865,0.0038006856878708417
C3a_V3_RFOptuna_dietrich_4_14,23246,17,17,0.5333307537169268,0.5333307537169268,0.5394675845244316,0.057084455571304954,-0.006136830807504712
D1d_pre+post+delta,63243,21,21,0.5144501233080188,0.5203598467648026,0.5393080840322089,0.0656728532894168,-0.02485796072419011
D1_pre+post+delta,63243,21,21,0.5144501233080188,0.5203598467648026,0.5393080840322089,0.0656728532894168,-0.02485796072419011
D1_blk_post_block_all,63243,21,21,0.5223519855094371,0.5240044893361917,0.5392320545297279,0.12402918096815997,-0.016880069020290822
B2_CCD_VV+VH_faithful_bldg,38027,12,12,0.5274403074209935,0.5331298001681937,0.539084846566606,0.02456047546894877,-0.011644539145612587
B3a_LogRatio_VH_faithful_bldg,56562,20,20,0.5097099189736083,0.5133234838473595,0.5383531591358814,0.06991245317519061,-0.028643240162273154
NB08b_BDA_COH_DROP_GBM,21434,12,11,0.4382219676133136,0.613031830563233,0.5381128571963406,0.07206200872748504,-0.099890889583027
CLF_F7_RF_200,480313,19,19,0.6567387343439073,0.6755719348920315,0.5380963790397053,0.18204427148552205,0.11864235530420197
ABL_FUSION_MS_COH_ALL,480313,19,19,0.6567387181669163,0.6755719246074203,0.5380963706342061,0.18204423021384433,0.11864234753271019
ABL_PREPOST_SAR_ALL,598595,21,21,0.5404828304754692,0.5742192293013737,0.5377881474808588,0.14817854939008893,0.002694682994610398
R4b_tier2_card,4226,6,6,0.5510946597815461,0.5510946597815461,0.535522554904421,0.07242848602159004,0.015572104877125126
R4_tier2_dietrich28,4226,6,6,0.5510946597815461,0.5510946597815461,0.535522554904421,0.07242848602159004,0.015572104877125126
NB08b_BRIGHT_all_RF-200,92423,14,14,0.5367848602396054,0.5367848602396054,0.5347150100692082,0.0830848676177522,0.0020698501703971806
B3_logratio_IBI,3533,5,5,0.5216390705834084,0.5216390705834084,0.5337846047104793,0.03330294129890089,-0.012145534127070867
B2_CCD_vv_faithful_bldg,38139,12,12,0.5205014688188752,0.5259354780581474,0.5334252867972604,0.029660532666136774,-0.012923817978385266
B2_CCD_vv_Optuna,38294,12,12,0.5240068793527611,0.5235033117308897,0.5333528668458496,0.040165439808715016,-0.009345987493088459
R4_tier0_all,93247,4,4,0.462935476590226,0.5501087434754388,0.5322330777883815,0.07242766191736515,-0.06929760119815548
D1d_delta_only,63243,21,21,0.5122693833403169,0.5136507125340865,0.5322280150004639,0.04603237662654733,-0.019958631660146997
D1_delta_only,63243,21,21,0.5122693833403169,0.5136507125340865,0.5322280150004639,0.04603237662654733,-0.019958631660146997
C2a_V3_RF50_dietrich_4_14,23246,17,17,0.527715538346892,0.527715538346892,0.5317805054433515,0.04719933889513833,-0.0040649670964595375
C10_leaky_A10_composite_prepost_landuse,62043,19,19,0.5598388486023518,0.5491197493385681,0.5317199860623835,0.06546679586430035,0.028118862539968315
C_A10_composite_prepost_landuse,62043,19,19,0.5598388486023518,0.5491197493385681,0.5317199860623835,0.06546679586430035,0.028118862539968315
B2_CCD_vh_Optuna,38254,12,12,0.5189189560078488,0.530762577219371,0.531163139865603,0.01801491082647519,-0.012244183857754276
B3_logratio_BAEI,3533,5,5,0.4387022688366258,0.4387022688366258,0.5309818296833582,0.07973228549121869,-0.09227956084673239
E7b_QDA,387066,15,15,0.5924004380108624,0.5924004380108624,0.5295840554779575,0.12117691419184125,0.06281638253290489
E8_IsolationForest_c=0.100,62043,19,19,0.520073056566261,0.5067154652629124,0.526401244539409,0.06785648976036865,-0.006328187973147936
E8_IsolationForest_c=0.130,62043,19,19,0.520073056566261,0.5067154652629124,0.526401244539409,0.06785648976036865,-0.006328187973147936
E8_IsolationForest_c=0.050,62043,19,19,0.520073056566261,0.5067154652629124,0.526401244539409,0.06785648976036865,-0.006328187973147936
B3a_LogRatio_VV_faithful_bldg,56562,20,20,0.5134288965641391,0.5252773060797249,0.5254686575567417,0.07190611385695182,-0.01203976099260251
B1_PWTT_VH_exact,62151,20,20,0.5311892540593681,0.519795955378523,0.5242811429395915,0.05939660055527924,0.006908111119776628
B1_PWTT_VH_faithful,62151,20,20,0.5311892540593681,0.519795955378523,0.5242811429395915,0.05939660055527924,0.006908111119776628
D1_pre_only,63243,21,21,0.5053539140732551,0.5097218934469242,0.5216455758516825,0.037697146326026706,-0.016291661778427335
D1d_pre_only,63243,21,21,0.5053539140732551,0.5097218934469242,0.5216455758516825,0.037697146326026706,-0.016291661778427335
R0a_eq3_post_max,598595,21,21,0.555792649111568,0.5694989961592185,0.5212458744103025,0.13429566621169808,0.03454677470126555
B3a_LogRatio_VV+VH_faithful_bldg,56562,20,20,0.5098349209239892,0.525334624476723,0.5208576560328663,0.06753913714168516,-0.01102273510887708
B1_PWTT_VV_faithful_bldg,56562,20,20,0.539051050609066,0.53231643638718,0.5202891662616114,0.06492082506609814,0.018761884347454627
B0_single_s1_vh_skewness,598595,21,21,0.5717037372130125,0.5873309730262452,0.5200820614147377,0.09009782523555208,0.05162167579827481
C10_leaky_A19_card_drop,62043,19,19,0.49346281661086816,0.48562475850219733,0.5200333209757372,0.1007250587346746,-0.02657050436486902
C_A19_card_drop,62043,19,19,0.49346281661086816,0.48562475850219733,0.5200333209757372,0.1007250587346746,-0.02657050436486902
D1d_post_only,63243,21,21,0.5057814019795374,0.5114303525562026,0.5194307674112619,0.03154507498969595,-0.01364936543172457
D1_post_only,63243,21,21,0.5057814019795374,0.5114303525562026,0.5194307674112619,0.03154507498969595,-0.01364936543172457
B0_single_s1_vh_median,598595,21,21,0.6402571614016472,0.6376935283596872,0.5185289859631835,0.07877182616145506,0.1217281754384637
C2c_V4_RF50_dietrich_4_14,23246,17,17,0.5281342584793873,0.5281342584793873,0.5182807022068674,0.048753845045462145,0.009853556272519937
B2_CCD_vh_faithful_bldg,38133,12,12,0.5155990951159078,0.5176598830976372,0.5171196837144713,0.01607937825554837,-0.0015205885985634104
C10_leaky_A28_block_accum_ms,62043,19,19,0.5087387549004516,0.50675605785707,0.517106329733115,0.037674993498344786,-0.008367574832663371
C_A28_block_accum_ms,62043,19,19,0.5087387549004516,0.50675605785707,0.517106329733115,0.037674993498344786,-0.008367574832663371
B3a_LogRatio_VH_faithful,62151,20,20,0.5002654366786227,0.5025968336376794,0.5157868825174716,0.050899313568585305,-0.015521445838848957
B2_CCD_VV+VH_faithful,41941,12,12,0.5172162004584573,0.5155265068937195,0.5154762353864538,0.016821520591207,0.0017399650720034687
R3_ms_only,598595,21,21,0.3863702838678774,0.4570278233398456,0.5154193731992068,0.14932983528426017,-0.12904908933132941
B2_CCD_vv_faithful,42061,12,12,0.5118808573609246,0.5110468846934542,0.5152326472523613,0.020744100286580157,-0.003351789891436696
C10_leaky_A25_rolling_accum_ms,62043,19,19,0.5384702249689602,0.5259069595235843,0.515128471528741,0.046804193732634544,0.02334175344021927
B1_PWTT_VV+VH,62151,20,20,0.5385061396568638,0.5258376991614626,0.5150072864767264,0.05965176685223052,0.023498853180137336
B1_PWTT_VV+VH_faithful,62151,20,20,0.5385061396568638,0.5258376991614626,0.5150072864767264,0.05965176685223052,0.023498853180137336
B3_logratio_VV,63243,21,21,0.5205224731755793,0.5054319576128632,0.5149955452386427,0.05649161690207304,0.005526927936936654
E6_A_impute+obs_card+coh,387066,15,15,0.5758511692499616,0.5758511692499616,0.5146546866873545,0.14409228643443037,0.061196482562607124
B0_single_s1_vh_mean,63243,21,21,0.5229742735657845,0.5150755372000426,0.5133944667701569,0.03658255624060481,0.009579806795627643
C_A25_rolling_accum_ms,62043,19,19,0.5338689607730855,0.5252525986777408,0.513137209879729,0.045227616995330656,0.02073175089335655
ABL_ROLLING_SAR_CARD,598595,21,21,0.48599037295843783,0.5378704650589282,0.5124357874686579,0.1342406120606911,-0.02644541451022009
R3_coh_only,598595,21,21,0.2485933226941944,0.26694287987380905,0.5123977232114703,0.05034533958114327,-0.2638044005172758
B0_single_s1_vv_skewness,598595,21,21,0.5613558764218787,0.5805321617628469,0.5121708069339933,0.058918332687658385,0.04918506948788537
E1_base_RF,387066,15,15,0.5451230151551756,0.5451230151551756,0.5121322109331049,0.1364391136793024,0.03299080422207068
CLF_A17_RF_200,598595,21,21,0.6465688189272442,0.6865033977227191,0.5119409437538776,0.12214440154887012,0.1346278751733666
ABL_ROLLING_SAR_ALL,598595,21,21,0.64656881442912,0.6865033882106493,0.5119408995010016,0.12214438385955427,0.13462791492811832
B2_CCD_vv_Optuna_pixel,42229,12,12,0.5113639081075405,0.5031135266095133,0.5116048018993793,0.025698829551206254,-0.000240893791838781
R3_coh+ms,598595,21,21,0.3927444690120152,0.41956571081868893,0.5113421673006688,0.15527501594025325,-0.11859769828865363
B4_step1_card,63243,21,21,0.5259161180834978,0.5152300760958468,0.5109999070639442,0.05753142766276681,0.014916211019553649
R4b_tier0_card,39997,4,4,0.49315561756748233,0.5022944823020348,0.5105142586718247,0.029021329258457573,-0.01735864110434232
R4_tier0_dietrich28,39997,4,4,0.49315561756748233,0.5022944823020348,0.5105142586718247,0.029021329258457573,-0.01735864110434232
B4_step2_card+coh,51800,12,12,0.5368024991420628,0.5258758416973015,0.5104910686826566,0.03822637650598275,0.026311430459406204
NB08b_BDA_COH_DROP_LightGBM,21434,12,11,0.46957028772728115,0.6095164121270227,0.5096916288335918,0.10891780115974235,-0.040121341106310604
B2_CCD_vh_Optuna_pixel,42184,12,12,0.5088924393572363,0.5110440554358087,0.5094192583804095,0.013843786499780979,-0.0005268190231731973
B0_single_s1_vv_median,598595,21,21,0.632186090928827,0.6310042576789694,0.5091860468097883,0.051088069859435634,0.12300004411903875
D1_pre+post,63243,21,21,0.5033692067493242,0.5028965996175454,0.5091555378612723,0.05995567917130851,-0.005786331111948151
B3_logratio_VH,63243,21,21,0.5154963803798538,0.5068866927581935,0.508041133414585,0.056455251037932704,0.00745524696526878
L2b_coh_drop,51800,12,12,0.4851259152768728,0.4824299075328007,0.5077524340269879,0.029616037303736676,-0.022626518750115066
R3_coh_only_A14,51800,12,12,0.5241880476003031,0.514225131320281,0.5071671407173954,0.0403093322155756,0.017020906882907694
B0_single_s1_coh_running_min,51800,12,12,0.5244524569462614,0.5249200058847239,0.5055632613349412,0.020217147844097148,0.018889195611320186
B0_single_s1_coh_running_minX,598595,21,21,0.823684370220048,0.7875278602580497,0.505468221986277,0.020581355393043066,0.318216148233771
B0_single_s1_vv_mean,63243,21,21,0.5184193351125514,0.5088876723256835,0.5051033394385579,0.06151698811950183,0.013315995673993553
B2_CCD_vv_persistence_faithful_bldg,38139,12,12,0.5007156423768601,0.5023094928380908,0.5045000706521618,0.008163793994892428,-0.0037844282753017877
D1_blk_pre+post_mean,63243,21,21,0.5003283129521207,0.49973267597749227,0.5036731519215989,0.04303898835790093,-0.0033448389694782366
ABL_ROLLING_SAR_COH,598595,21,21,0.5737354511502737,0.6826338285725635,0.5035573078036945,0.07038475282177742,0.07017814334657924
L2b_plausibility_score,63243,21,21,0.498990981215182,0.4954964280206797,0.5033796790527711,0.019568434344421685,-0.004388697837589162
C2f_V2fp_RF50_groupkfold,598595,21,21,0.592905367679453,0.6495913642713665,0.5033308250585606,0.10643848055637327,0.08957454262089237
B2_CCD_vh_faithful,42056,12,12,0.5096827523739258,0.5077997776499027,0.5027298075559172,0.01450832289675437,0.006952944818008566
B2_CCD_vh_persistence_faithful_bldg,38133,12,12,0.5005160296346624,0.5016092243538615,0.5021069817723983,0.006989952288790212,-0.001590952137735968
B2_CCD_vv_persistence_faithful,42061,12,12,0.49979969031902005,0.49989395909158846,0.5019202133729007,0.007486783757959245,-0.002120523053880663
L2b_s2__lu__date_persistent_loss,62043,19,19,0.4913197353962552,0.494413059674816,0.5017537673113538,0.044187570039790305,-0.010434031915098618
R0b_roll7_assessment_only,598595,21,21,0.32953406380583694,0.3754013570824545,0.5,0.0,-0.17046593619416306
R0b_roll3_assessment_only,598595,21,21,0.2940463430434439,0.3036076303202213,0.5,0.0,-0.2059536569565561
D1f_roll7_assess,63243,21,21,0.4781416623943893,0.4849250275770136,0.5,0.0,-0.021858337605610678
D1f_roll3_assess,63243,21,21,0.4781416623943893,0.4849250275770136,0.5,0.0,-0.021858337605610678
L2b_s2__lu__urban_retained,62043,19,19,0.5,0.5,0.5,0.0,0.0
L2b_bldg_reliable,63243,21,21,0.5,0.5,0.5,0.0,0.0
R0c_roll7_assessment_only,63243,21,21,0.48012550542935306,0.47487404506700676,0.5,0.0,-0.01987449457064694
C10_leaky_A20_ms_change,39428,18,18,0.4747732348980924,0.4747732348980924,0.5,0.0,-0.025226765101907578
C_A20_ms_change,39428,18,18,0.4747732348980924,0.4747732348980924,0.5,0.0,-0.025226765101907578
C2e_V2fp_RF50_dietrich_4_17,505348,17,17,0.5,0.5,0.5,0.0,0.0
R0c_roll3_assessment_only,63243,21,21,0.47423750376836604,0.47487404506700676,0.5,0.0,-0.025762496231633958
L2b_s2__lu__urban_retained_mean,598595,21,21,0.5,0.5,0.5,0.0,0.0
E6_A_impute+obs_all_multimodal,387066,15,15,0.5506665558027435,0.5506665558027435,0.4997935911631877,0.1385238070773903,0.05087296463955576
ABL_ROLLING_SAR_SAR_ALL,598595,21,21,0.6705605087962279,0.699816936700647,0.4996709071872795,0.1259361091537356,0.17088960160894834
R3_card+ms,598595,21,21,0.38102307124953505,0.44199768537014683,0.49966406889358195,0.12630075531019958,-0.1186409976440469
B2_CCD_vh_persistence_faithful,42056,12,12,0.4999091032668123,0.5000062073192892,0.49950074846944825,0.004583603008319998,0.0004083547973640633
