experiment,n_rows,n_cities_total,n_cities_scored,pooled_auc,pooled_auc_no_mariupol,mean_folds_auc,std_folds_auc,gap_pooled_minus_folds
NB08b_xBD_RGB_LightGBM,70931,19,19,0.6769932669219609,0.6769932669219609,0.7165195293348084,0.10393817616186533,-0.03952626241284751
NB08b_xBD_RGB_XGBoost,70931,19,19,0.6524126952169857,0.6524126952169857,0.7160904424540249,0.10749473085167394,-0.06367774723703912
NB08b_BDA_RGB+CARD_XGBoost,598595,21,21,0.6561671097475961,0.6820253551128108,0.7115402867119816,0.10323236577120112,-0.055373176964385484
NB08b_BDA_COH_DROP+RGB+CARD_XGBoost,205942,12,12,0.652526431252857,0.7290503964772408,0.7111780171648502,0.08329903916900748,-0.058651585911993154
CLF_F7_LightGBM,480313,19,19,0.8220932086502869,0.800123955166135,0.7110066267884108,0.1389643771203411,0.11108658186187614
E7c_HistGBM_imputed,387066,15,15,0.7826012775509006,0.7826012775509006,0.7086757281822835,0.13659450229063888,0.07392554936861706
NB08b_BDA_COH_DROP+RGB_LogReg,205942,12,12,0.7391496767529475,0.7495694751361774,0.7062392967614676,0.06918285399872384,0.03291037999147994
NB08b_BDA_COH_DROP+RGB+CARD_LogReg,205942,12,12,0.7483272546189619,0.7322160667470814,0.7061198670756462,0.06338958057036206,0.042207387543315655
B5_UISEM_XGBoost_Optuna_bldg,56090,19,19,0.6854187900472127,0.6586872008880941,0.7042102140371825,0.09059633027747922,-0.018791423989969802
C10_leaky_A11_composite_vs_scenes_bands,438885,16,16,0.7631774430611865,0.7199133691989943,0.7036776940433174,0.11783634956352193,0.05949974901786914
C_A11_composite_vs_scenes_bands,438885,16,16,0.7631774430611865,0.7199133691989943,0.7036776940433174,0.11783634956352193,0.05949974901786914
B6_UISEM_Model1_full_F8_bldg,56090,19,19,0.676224911467213,0.6497369108905002,0.7034469921339159,0.10314905492654906,-0.027222080666702952
B5_UISEM_Tuned_Voting_bldg,56090,19,19,0.6938868274215679,0.6643738062772474,0.7025751658973233,0.07822070420768851,-0.008688338475755342
NB08b_BDA_RGB+CARD_ExtraTrees,598595,21,21,0.732911756113963,0.741358050783175,0.7010585845747614,0.13905248107738694,0.03185317153920153
CLF_A9_GBM,480313,19,19,0.6170034475303188,0.6741786483237663,0.6997865955986944,0.08320131735168765,-0.08278314806837561
B5_UISEM_Model2_full_F8_bldg,56090,19,19,0.6678047704177094,0.6463364998882547,0.6997430578901911,0.1060149568923283,-0.03193828747248173
R4_tier2_ms,3533,5,5,0.46574815960612503,0.46574815960612503,0.6979706468620057,0.1898881756784827,-0.23222248725588068
R4b_tier0_all,39997,4,4,0.6657057838845009,0.6648022842416832,0.6960900067583933,0.036872538488687635,-0.03038422287389242
E5_HistGBM_native_NaN,387066,15,15,0.7595608215202697,0.7595608215202697,0.6932212237732146,0.13433032239465856,0.06633959774705511
E7b_NearestCentroid,387066,15,15,0.6782506463974484,0.6782506463974484,0.6928549427343054,0.10355530855077874,-0.014604296336857003
E7b_LDA,387066,15,15,0.6858962212130549,0.6858962212130549,0.6922710612652535,0.11987257129575915,-0.0063748400521985715
B5_UISEM_ExtraTrees_Optuna_bldg,56090,19,19,0.7046430403352568,0.6655917289414319,0.691204277800817,0.08887252653609479,0.013438762534439874
R4_tier0_ms,39997,4,4,0.6538650462980471,0.6709453567182494,0.6909201720015613,0.05127461097943073,-0.03705512570351421
R4b_tier2_all,3533,5,5,0.5024082711222826,0.5024082711222826,0.6900925043251055,0.2083657344636397,-0.1876842332028229
B5_sub_GB_full_F8_bldg,56090,19,19,0.6605018501104444,0.6365364820008764,0.6887410220329729,0.0949416942848382,-0.02823917192252856
