city,feature,method,bhattacharyya,jm_distance,chi2,chi2_p,cramers_v,separability
Avdiivka,s2__composite__b12__prebattle_baseline__max,bhattacharyya,0.047695308923721313,0.09315145015716553,,,,poor
Avdiivka,s2__composite__b12__prebattle_baseline__max_abs_delta,bhattacharyya,0.036325015127658844,0.07134628295898438,,,,poor
Avdiivka,s2__composite__b12__prebattle_baseline__mean,bhattacharyya,0.07149368524551392,0.13799571990966797,,,,poor
Avdiivka,s2__composite__b12__prebattle_baseline__min,bhattacharyya,0.08746324479579926,0.1674950122833252,,,,poor
Avdiivka,s2__composite__b12__prebattle_baseline__p10,bhattacharyya,0.08652006089687347,0.165765643119812,,,,poor
Avdiivka,s2__composite__b12__prebattle_baseline__p50,bhattacharyya,0.07414335012435913,0.1429227590560913,,,,poor
Avdiivka,s2__composite__b12__prebattle_baseline__p90,bhattacharyya,0.051135510206222534,0.09970033168792725,,,,poor
Avdiivka,s2__composite__b12__prebattle_baseline__std,bhattacharyya,0.03485647216439247,0.06851184368133545,,,,poor
Avdiivka,s2__composite__b12__winter_baseline__max,bhattacharyya,0.047695308923721313,0.09315145015716553,,,,poor
Avdiivka,s2__composite__b12__winter_baseline__max_abs_delta,bhattacharyya,0.036325015127658844,0.07134628295898438,,,,poor
Avdiivka,s2__composite__b12__winter_baseline__mean,bhattacharyya,0.07149368524551392,0.13799571990966797,,,,poor
Avdiivka,s2__composite__b12__winter_baseline__min,bhattacharyya,0.08746324479579926,0.1674950122833252,,,,poor
Avdiivka,s2__composite__b12__winter_baseline__p10,bhattacharyya,0.08652006089687347,0.165765643119812,,,,poor
Avdiivka,s2__composite__b12__winter_baseline__p50,bhattacharyya,0.07414335012435913,0.1429227590560913,,,,poor
Avdiivka,s2__composite__b12__winter_baseline__p90,bhattacharyya,0.051135510206222534,0.09970033168792725,,,,poor
Avdiivka,s2__composite__b12__winter_baseline__std,bhattacharyya,0.03485647216439247,0.06851184368133545,,,,poor
Avdiivka,s2__composite__b8a__post_winter_baseline__max,bhattacharyya,0.03135789558291435,0.06174266338348389,,,,poor
Avdiivka,s2__composite__b8a__post_winter_baseline__max_abs_delta,bhattacharyya,0.04974739998579025,0.09706056118011475,,,,poor
Avdiivka,s2__composite__b8a__post_winter_baseline__mean,bhattacharyya,0.02801583521068096,0.05525410175323486,,,,poor
Avdiivka,s2__composite__b8a__post_winter_baseline__min,bhattacharyya,0.027760766446590424,0.05475807189941406,,,,poor
Avdiivka,s2__composite__b8a__post_winter_baseline__p10,bhattacharyya,0.0275435708463192,0.05433547496795654,,,,poor
Avdiivka,s2__composite__b8a__post_winter_baseline__p50,bhattacharyya,0.030501902103424072,0.06008279323577881,,,,poor
Avdiivka,s2__composite__b8a__post_winter_baseline__p90,bhattacharyya,0.03217461705207825,0.0633249282836914,,,,poor
Avdiivka,s2__composite__b8a__post_winter_baseline__std,bhattacharyya,0.061717160046100616,0.11970245838165283,,,,poor
Avdiivka,s2__composite__b8a__prebattle_baseline__max,bhattacharyya,0.0719342976808548,0.1388159990310669,,,,poor
Avdiivka,s2__composite__b8a__prebattle_baseline__max_abs_delta,bhattacharyya,0.0815688967704773,0.1566615104675293,,,,poor
Avdiivka,s2__composite__b8a__prebattle_baseline__mean,bhattacharyya,0.10511420667171478,0.19955646991729736,,,,poor
Avdiivka,s2__composite__b8a__prebattle_baseline__min,bhattacharyya,0.12920816242694855,0.2424180507659912,,,,poor
Avdiivka,s2__composite__b8a__prebattle_baseline__p10,bhattacharyya,0.12888260185718536,0.2418454885482788,,,,poor
Avdiivka,s2__composite__b8a__prebattle_baseline__p50,bhattacharyya,0.10992993414402008,0.2082061767578125,,,,poor
Avdiivka,s2__composite__b8a__prebattle_baseline__p90,bhattacharyya,0.08002593368291855,0.15381526947021484,,,,poor
Avdiivka,s2__composite__b8a__prebattle_baseline__std,bhattacharyya,0.0922352522611618,0.17621886730194092,,,,poor
Avdiivka,s2__composite__b8a__winter_baseline__max,bhattacharyya,0.0719342976808548,0.1388159990310669,,,,poor
Avdiivka,s2__composite__b8a__winter_baseline__max_abs_delta,bhattacharyya,0.0815688967704773,0.1566615104675293,,,,poor
Avdiivka,s2__composite__b8a__winter_baseline__mean,bhattacharyya,0.10511420667171478,0.19955646991729736,,,,poor
Avdiivka,s2__composite__b8a__winter_baseline__min,bhattacharyya,0.12920816242694855,0.2424180507659912,,,,poor
Avdiivka,s2__composite__b8a__winter_baseline__p10,bhattacharyya,0.12888260185718536,0.2418454885482788,,,,poor
Avdiivka,s2__composite__b8a__winter_baseline__p50,bhattacharyya,0.10992993414402008,0.2082061767578125,,,,poor
Avdiivka,s2__composite__b8a__winter_baseline__p90,bhattacharyya,0.08002593368291855,0.15381526947021484,,,,poor
Avdiivka,s2__composite__b8a__winter_baseline__std,bhattacharyya,0.0922352522611618,0.17621886730194092,,,,poor
Avdiivka,s2__composite__cire__post_winter_baseline__max,bhattacharyya,0.06879173219203949,0.13295769691467285,,,,poor
Avdiivka,s2__composite__cire__post_winter_baseline__max_abs_delta,bhattacharyya,0.004086552653461695,0.008156418800354004,,,,poor
Avdiivka,s2__composite__cire__post_winter_baseline__mean,bhattacharyya,0.07495485991239548,0.14442932605743408,,,,poor
Avdiivka,s2__composite__cire__post_winter_baseline__min,bhattacharyya,0.07357583940029144,0.14186859130859375,,,,poor
Avdiivka,s2__composite__cire__post_winter_baseline__p10,bhattacharyya,0.07291911542415619,0.14064788818359375,,,,poor
Avdiivka,s2__composite__cire__post_winter_baseline__p50,bhattacharyya,0.06544016301631927,0.12668991088867188,,,,poor
Avdiivka,s2__composite__cire__post_winter_baseline__p90,bhattacharyya,0.06947050988674164,0.1342247724533081,,,,poor
Avdiivka,s2__composite__cire__post_winter_baseline__std,bhattacharyya,0.0035897642374038696,0.007166624069213867,,,,poor
Avdiivka,s2__composite__cire__prebattle_baseline__max,bhattacharyya,0.06417153775691986,0.12431192398071289,,,,poor
Avdiivka,s2__composite__cire__prebattle_baseline__max_abs_delta,bhattacharyya,0.00034499430330470204,0.0006898641586303711,,,,poor
Avdiivka,s2__composite__cire__prebattle_baseline__mean,bhattacharyya,0.07999682426452637,0.1537613868713379,,,,poor
Avdiivka,s2__composite__cire__prebattle_baseline__min,bhattacharyya,0.07166603952646255,0.13831663131713867,,,,poor
Avdiivka,s2__composite__cire__prebattle_baseline__p10,bhattacharyya,0.07689705491065979,0.14802956581115723,,,,poor
Avdiivka,s2__composite__cire__prebattle_baseline__p50,bhattacharyya,0.07915249466896057,0.15220189094543457,,,,poor
