file,notebook,model_id,experiment_id,variant_id,n_rows,n_damaged,TP,FN,FP,TN,id_col,group,recall,precision
nb08b/oof_predictions/oof_NB08b_BDA_COH_DROP_AdaBoost__20260424_062449_51866a.parquet,nb08b,NB08b_BDA_COH_DROP_AdaBoost,20260424_062449_51866a,dataset=BDA;feature_set=COH_DROP;classifier=AdaBoost,21434,1431,0,1431,0,20003,building_id,buildings_v2,0.0,
nb08b/oof_predictions/oof_NB08b_BDA_COH_DROP_ExtraTrees__20260424_062449_51866a.parquet,nb08b,NB08b_BDA_COH_DROP_ExtraTrees,20260424_062449_51866a,dataset=BDA;feature_set=COH_DROP;classifier=ExtraTrees,21434,1431,22,1409,780,19223,building_id,buildings_v2,0.015373864430468204,0.02743142144638404
nb08b/oof_predictions/oof_NB08b_BDA_COH_DROP_GBM__20260424_062449_51866a.parquet,nb08b,NB08b_BDA_COH_DROP_GBM,20260424_062449_51866a,dataset=BDA;feature_set=COH_DROP;classifier=GBM,21434,1431,48,1383,1873,18130,building_id,buildings_v2,0.033542976939203356,0.024986985944820406
nb08b/oof_predictions/oof_NB08b_BDA_COH_DROP_LightGBM__20260424_062449_51866a.parquet,nb08b,NB08b_BDA_COH_DROP_LightGBM,20260424_062449_51866a,dataset=BDA;feature_set=COH_DROP;classifier=LightGBM,21434,1431,96,1335,1754,18249,building_id,buildings_v2,0.06708595387840671,0.05189189189189189
nb08b/oof_predictions/oof_NB08b_BDA_COH_DROP_LogReg__20260424_062449_51866a.parquet,nb08b,NB08b_BDA_COH_DROP_LogReg,20260424_062449_51866a,dataset=BDA;feature_set=COH_DROP;classifier=LogReg,21434,1431,867,564,7009,12994,building_id,buildings_v2,0.6058700209643606,0.11008125952260031
nb08b/oof_predictions/oof_NB08b_BDA_COH_DROP_RF-200__20260424_062449_51866a.parquet,nb08b,NB08b_BDA_COH_DROP_RF-200,20260424_062449_51866a,dataset=BDA;feature_set=COH_DROP;classifier=RF-200,21434,1431,0,1431,7,19996,building_id,buildings_v2,0.0,0.0
nb08b/oof_predictions/oof_NB08b_BDA_COH_DROP_UISEM_voting__20260424_062449_51866a.parquet,nb08b,NB08b_BDA_COH_DROP_UISEM_voting,20260424_062449_51866a,dataset=BDA;feature_set=COH_DROP;classifier=UISEM_voting,21434,1431,0,1431,1,20002,building_id,buildings_v2,0.0,0.0
nb08b/oof_predictions/oof_NB08b_BDA_COH_DROP_XGBoost__20260424_062449_51866a.parquet,nb08b,NB08b_BDA_COH_DROP_XGBoost,20260424_062449_51866a,dataset=BDA;feature_set=COH_DROP;classifier=XGBoost,21434,1431,0,1431,13,19990,building_id,buildings_v2,0.0,0.0
nb08b/oof_predictions/oof_NB08b_BDA_RGB+CARD_AdaBoost__20260424_062449_51866a.parquet,nb08b,NB08b_BDA_RGB+CARD_AdaBoost,20260424_062449_51866a,dataset=BDA;feature_set=RGB+CARD;classifier=AdaBoost,598595,7332,0,7332,0,591263,building_id,buildings_v2,0.0,
nb08b/oof_predictions/oof_NB08b_BDA_RGB+CARD_ExtraTrees__20260424_062449_51866a.parquet,nb08b,NB08b_BDA_RGB+CARD_ExtraTrees,20260424_062449_51866a,dataset=BDA;feature_set=RGB+CARD;classifier=ExtraTrees,598595,7332,2003,5329,31426,559837,building_id,buildings_v2,0.2731860338243317,0.05991803523886446
nb08b/oof_predictions/oof_NB08b_BDA_RGB+CARD_GBM__20260424_062449_51866a.parquet,nb08b,NB08b_BDA_RGB+CARD_GBM,20260424_062449_51866a,dataset=BDA;feature_set=RGB+CARD;classifier=GBM,598595,7332,42,7290,11832,579431,building_id,buildings_v2,0.0057283142389525366,0.0035371399696816574
nb08b/oof_predictions/oof_NB08b_BDA_RGB+CARD_LightGBM__20260424_062449_51866a.parquet,nb08b,NB08b_BDA_RGB+CARD_LightGBM,20260424_062449_51866a,dataset=BDA;feature_set=RGB+CARD;classifier=LightGBM,598595,7332,3854,3478,119533,471730,building_id,buildings_v2,0.5256410256410257,0.031235057177822625
nb08b/oof_predictions/oof_NB08b_BDA_RGB+CARD_LogReg__20260424_062449_51866a.parquet,nb08b,NB08b_BDA_RGB+CARD_LogReg,20260424_062449_51866a,dataset=BDA;feature_set=RGB+CARD;classifier=LogReg,598595,7332,4507,2825,157218,434045,building_id,buildings_v2,0.6147026732133115,0.027868294945122895
nb08b/oof_predictions/oof_NB08b_BDA_RGB+CARD_RF-200__20260424_062449_51866a.parquet,nb08b,NB08b_BDA_RGB+CARD_RF-200,20260424_062449_51866a,dataset=BDA;feature_set=RGB+CARD;classifier=RF-200,598595,7332,152,7180,1241,590022,building_id,buildings_v2,0.020731042007637753,0.10911701363962671
nb08b/oof_predictions/oof_NB08b_BDA_RGB+CARD_UISEM_voting__20260424_062449_51866a.parquet,nb08b,NB08b_BDA_RGB+CARD_UISEM_voting,20260424_062449_51866a,dataset=BDA;feature_set=RGB+CARD;classifier=UISEM_voting,598595,7332,6,7326,25,591238,building_id,buildings_v2,0.0008183306055646482,0.1935483870967742
nb08b/oof_predictions/oof_NB08b_BDA_RGB+CARD_XGBoost__20260424_062449_51866a.parquet,nb08b,NB08b_BDA_RGB+CARD_XGBoost,20260424_062449_51866a,dataset=BDA;feature_set=RGB+CARD;classifier=XGBoost,598595,7332,9,7323,63,591200,building_id,buildings_v2,0.0012274959083469722,0.125
nb08b/oof_predictions/oof_NB08b_BDA_RGB_AdaBoost__20260424_062449_51866a.parquet,nb08b,NB08b_BDA_RGB_AdaBoost,20260424_062449_51866a,dataset=BDA;feature_set=RGB;classifier=AdaBoost,598595,7332,0,7332,0,591263,building_id,buildings_v2,0.0,
nb08b/oof_predictions/oof_NB08b_BDA_RGB_ExtraTrees__20260424_062449_51866a.parquet,nb08b,NB08b_BDA_RGB_ExtraTrees,20260424_062449_51866a,dataset=BDA;feature_set=RGB;classifier=ExtraTrees,598595,7332,3703,3629,110281,480982,building_id,buildings_v2,0.5050463720676487,0.032487015721504774
nb08b/oof_predictions/oof_NB08b_BDA_RGB_GBM__20260424_062449_51866a.parquet,nb08b,NB08b_BDA_RGB_GBM,20260424_062449_51866a,dataset=BDA;feature_set=RGB;classifier=GBM,598595,7332,10,7322,48,591215,building_id,buildings_v2,0.001363884342607747,0.1724137931034483
nb08b/oof_predictions/oof_NB08b_BDA_RGB_LightGBM__20260424_062449_51866a.parquet,nb08b,NB08b_BDA_RGB_LightGBM,20260424_062449_51866a,dataset=BDA;feature_set=RGB;classifier=LightGBM,598595,7332,4643,2689,162300,428963,building_id,buildings_v2,0.6332515002727769,0.02781188788987858
nb08b/oof_predictions/oof_NB08b_BDA_RGB_LogReg__20260424_062449_51866a.parquet,nb08b,NB08b_BDA_RGB_LogReg,20260424_062449_51866a,dataset=BDA;feature_set=RGB;classifier=LogReg,598595,7332,3367,3965,79709,511554,building_id,buildings_v2,0.4592198581560284,0.04052915402763734
nb08b/oof_predictions/oof_NB08b_BDA_RGB_RF-200__20260424_062449_51866a.parquet,nb08b,NB08b_BDA_RGB_RF-200,20260424_062449_51866a,dataset=BDA;feature_set=RGB;classifier=RF-200,598595,7332,3930,3402,118368,472895,building_id,buildings_v2,0.5360065466448445,0.03213462198891233
nb08b/oof_predictions/oof_NB08b_BDA_RGB_UISEM_voting__20260424_062449_51866a.parquet,nb08b,NB08b_BDA_RGB_UISEM_voting,20260424_062449_51866a,dataset=BDA;feature_set=RGB;classifier=UISEM_voting,598595,7332,8,7324,31,591232,building_id,buildings_v2,0.0010911074740861974,0.20512820512820512
nb08b/oof_predictions/oof_NB08b_BDA_RGB_XGBoost__20260424_062449_51866a.parquet,nb08b,NB08b_BDA_RGB_XGBoost,20260424_062449_51866a,dataset=BDA;feature_set=RGB;classifier=XGBoost,598595,7332,0,7332,0,591263,building_id,buildings_v2,0.0,
nb08b/oof_predictions/oof_NB08b_BRIGHT_all_AdaBoost__20260424_062449_51866a.parquet,nb08b,NB08b_BRIGHT_all_AdaBoost,20260424_062449_51866a,dataset=BRIGHT;feature_set=all;classifier=AdaBoost,92423,14126,0,14126,0,78297,building_id,buildings_v2,0.0,
nb08b/oof_predictions/oof_NB08b_BRIGHT_all_ExtraTrees__20260424_062449_51866a.parquet,nb08b,NB08b_BRIGHT_all_ExtraTrees,20260424_062449_51866a,dataset=BRIGHT;feature_set=all;classifier=ExtraTrees,92423,14126,6650,7476,24829,53468,building_id,buildings_v2,0.4707631318136769,0.21125194574160552
nb08b/oof_predictions/oof_NB08b_BRIGHT_all_GBM__20260424_062449_51866a.parquet,nb08b,NB08b_BRIGHT_all_GBM,20260424_062449_51866a,dataset=BRIGHT;feature_set=all;classifier=GBM,92423,14126,939,13187,1671,76626,building_id,buildings_v2,0.06647317004105904,0.35977011494252875
nb08b/oof_predictions/oof_NB08b_BRIGHT_all_LightGBM__20260424_062449_51866a.parquet,nb08b,NB08b_BRIGHT_all_LightGBM,20260424_062449_51866a,dataset=BRIGHT;feature_set=all;classifier=LightGBM,92423,14126,7845,6281,32729,45568,building_id,buildings_v2,0.5553589126433527,0.19335042145216147
nb08b/oof_predictions/oof_NB08b_BRIGHT_all_LogReg__20260424_062449_51866a.parquet,nb08b,NB08b_BRIGHT_all_LogReg,20260424_062449_51866a,dataset=BRIGHT;feature_set=all;classifier=LogReg,92423,14126,8616,5510,28519,49778,building_id,buildings_v2,0.6099391193543819,0.2320183115659082
nb08b/oof_predictions/oof_NB08b_BRIGHT_all_RF-200__20260424_062449_51866a.parquet,nb08b,NB08b_BRIGHT_all_RF-200,20260424_062449_51866a,dataset=BRIGHT;feature_set=all;classifier=RF-200,92423,14126,3077,11049,10930,67367,building_id,buildings_v2,0.217825286705366,0.21967587634754052
nb08b/oof_predictions/oof_NB08b_BRIGHT_all_UISEM_voting__20260424_062449_51866a.parquet,nb08b,NB08b_BRIGHT_all_UISEM_voting,20260424_062449_51866a,dataset=BRIGHT;feature_set=all;classifier=UISEM_voting,92423,14126,1339,12787,2801,75496,building_id,buildings_v2,0.09478974939827269,0.3234299516908213
nb08b/oof_predictions/oof_NB08b_BRIGHT_all_XGBoost__20260424_062449_51866a.parquet,nb08b,NB08b_BRIGHT_all_XGBoost,20260424_062449_51866a,dataset=BRIGHT;feature_set=all;classifier=XGBoost,92423,14126,1064,13062,2100,76197,building_id,buildings_v2,0.0753221010901883,0.336283185840708
nb08b/oof_predictions/oof_NB08b_xBD_RGB_AdaBoost__20260422_152038_51866a.parquet,nb08b,NB08b_xBD_RGB_AdaBoost,20260422_152038_51866a,dataset=xBD;feature_set=RGB;classifier=AdaBoost,70931,22559,952,21607,1107,47265,building_id,buildings_v2,0.04220045214770158,0.462360369111219
nb08b/oof_predictions/oof_NB08b_xBD_RGB_AdaBoost__20260424_062449_51866a.parquet,nb08b,NB08b_xBD_RGB_AdaBoost,20260424_062449_51866a,dataset=xBD;feature_set=RGB;classifier=AdaBoost,70931,22559,952,21607,1107,47265,building_id,buildings_v2,0.04220045214770158,0.462360369111219
nb08b/oof_predictions/oof_NB08b_xBD_RGB_ExtraTrees__20260422_152038_51866a.parquet,nb08b,NB08b_xBD_RGB_ExtraTrees,20260422_152038_51866a,dataset=xBD;feature_set=RGB;classifier=ExtraTrees,70931,22559,10401,12158,10630,37742,building_id,buildings_v2,0.46105767099605477,0.4945556559364747
nb08b/oof_predictions/oof_NB08b_xBD_RGB_ExtraTrees__20260424_062449_51866a.parquet,nb08b,NB08b_xBD_RGB_ExtraTrees,20260424_062449_51866a,dataset=xBD;feature_set=RGB;classifier=ExtraTrees,70931,22559,10401,12158,10630,37742,building_id,buildings_v2,0.46105767099605477,0.4945556559364747
nb08b/oof_predictions/oof_NB08b_xBD_RGB_GBM__20260422_152038_51866a.parquet,nb08b,NB08b_xBD_RGB_GBM,20260422_152038_51866a,dataset=xBD;feature_set=RGB;classifier=GBM,70931,22559,7185,15374,6041,42331,building_id,buildings_v2,0.31849816037944945,0.543248147588084
nb08b/oof_predictions/oof_NB08b_xBD_RGB_GBM__20260424_062449_51866a.parquet,nb08b,NB08b_xBD_RGB_GBM,20260424_062449_51866a,dataset=xBD;feature_set=RGB;classifier=GBM,70931,22559,7185,15374,6041,42331,building_id,buildings_v2,0.31849816037944945,0.543248147588084
nb08b/oof_predictions/oof_NB08b_xBD_RGB_LightGBM__20260424_062449_51866a.parquet,nb08b,NB08b_xBD_RGB_LightGBM,20260424_062449_51866a,dataset=xBD;feature_set=RGB;classifier=LightGBM,70931,22559,13257,9302,15766,32606,building_id,buildings_v2,0.5876590274391595,0.45677566068290665
nb08b/oof_predictions/oof_NB08b_xBD_RGB_LogReg__20260422_152038_51866a.parquet,nb08b,NB08b_xBD_RGB_LogReg,20260422_152038_51866a,dataset=xBD;feature_set=RGB;classifier=LogReg,70931,22559,12925,9634,18393,29979,building_id,buildings_v2,0.572942063034709,0.41270196053387825
nb08b/oof_predictions/oof_NB08b_xBD_RGB_LogReg__20260424_062449_51866a.parquet,nb08b,NB08b_xBD_RGB_LogReg,20260424_062449_51866a,dataset=xBD;feature_set=RGB;classifier=LogReg,70931,22559,12925,9634,18393,29979,building_id,buildings_v2,0.572942063034709,0.41270196053387825
nb08b/oof_predictions/oof_NB08b_xBD_RGB_RF-200__20260422_152038_51866a.parquet,nb08b,NB08b_xBD_RGB_RF-200,20260422_152038_51866a,dataset=xBD;feature_set=RGB;classifier=RF-200,70931,22559,8314,14245,7574,40798,building_id,buildings_v2,0.36854470499578884,0.5232880161127895
nb08b/oof_predictions/oof_NB08b_xBD_RGB_RF-200__20260424_062449_51866a.parquet,nb08b,NB08b_xBD_RGB_RF-200,20260424_062449_51866a,dataset=xBD;feature_set=RGB;classifier=RF-200,70931,22559,8314,14245,7574,40798,building_id,buildings_v2,0.36854470499578884,0.5232880161127895
nb08b/oof_predictions/oof_NB08b_xBD_RGB_UISEM_voting__20260424_062449_51866a.parquet,nb08b,NB08b_xBD_RGB_UISEM_voting,20260424_062449_51866a,dataset=xBD;feature_set=RGB;classifier=UISEM_voting,70931,22559,7582,14977,6294,42078,building_id,buildings_v2,0.3360964581763376,0.5464110694724704
nb08b/oof_predictions/oof_NB08b_xBD_RGB_XGBoost__20260424_062449_51866a.parquet,nb08b,NB08b_xBD_RGB_XGBoost,20260424_062449_51866a,dataset=xBD;feature_set=RGB;classifier=XGBoost,70931,22559,7449,15110,6431,41941,building_id,buildings_v2,0.3302008067733499,0.536671469740634
nb09a/oof_predictions/oof_R0_dietrich28_faithful_groupkfold__20260501_164920_7bcb82.parquet,nb09a,R0_dietrich28_faithful_groupkfold,20260501_164920_7bcb82,nb09a;cell=R0,598595,7332,189,7143,2960,588303,building_id,buildings_v2,0.025777414075286414,0.06001905366783106
nb09a/oof_predictions/oof_R0b_prepost_single_card_groupkfold__20260501_164920_7bcb82.parquet,nb09a,R0b_prepost_single_card_groupkfold,20260501_164920_7bcb82,nb09a;cell=R0b,598595,7332,183,7149,2956,588307,building_id,buildings_v2,0.02495908346972177,0.05829882128066263
nb09a/oof_predictions/oof_R0c_roll13_baseline+assessment__20260501_164920_7bcb82.parquet,nb09a,R0c_roll13_baseline+assessment,20260501_164920_7bcb82,nb09a;cell=R0c,598595,7332,144,7188,2688,588575,building_id,buildings_v2,0.019639934533551555,0.05084745762711865
nb09a/oof_predictions/oof_R0c_roll3_assessment_only__20260501_164920_7bcb82.parquet,nb09a,R0c_roll3_assessment_only,20260501_164920_7bcb82,nb09a;cell=R0c,598595,7332,4566,2766,72260,519003,building_id,buildings_v2,0.6227495908346972,0.05943300445161794
nb09a/oof_predictions/oof_R0c_roll3_baseline+assessment__20260501_164920_7bcb82.parquet,nb09a,R0c_roll3_baseline+assessment,20260501_164920_7bcb82,nb09a;cell=R0c,598595,7332,138,7194,2668,588595,building_id,buildings_v2,0.018821603927986905,0.04918032786885246
nb09a/oof_predictions/oof_R0c_roll7_baseline+assessment__20260501_164920_7bcb82.parquet,nb09a,R0c_roll7_baseline+assessment,20260501_164920_7bcb82,nb09a;cell=R0c,598595,7332,144,7188,2688,588575,building_id,buildings_v2,0.019639934533551555,0.05084745762711865
nb09a/oof_predictions/oof_R1_geographic_70_30__20260501_164920_7bcb82.parquet,nb09a,R1_geographic_70_30,20260501_164920_7bcb82,nb09a;cell=R1,72372,929,0,929,0,71443,building_id,buildings_v2,0.0,
nb09a/oof_predictions/oof_R1_groupkfold__20260501_164920_7bcb82.parquet,nb09a,R1_groupkfold,20260501_164920_7bcb82,nb09a;cell=R1,598595,7332,189,7143,2960,588303,building_id,buildings_v2,0.025777414075286414,0.06001905366783106
nb09a/oof_predictions/oof_R1_random_cv__20260501_164920_7bcb82.parquet,nb09a,R1_random_cv,20260501_164920_7bcb82,nb09a;cell=R1,598595,7332,391,6941,1509,589754,building_id,buildings_v2,0.0533278777959629,0.20578947368421052
nb09a/oof_predictions/oof_R2_roll13__20260501_164920_7bcb82.parquet,nb09a,R2_roll13,20260501_164920_7bcb82,nb09a;cell=R2,598595,7332,170,7162,2996,588267,building_id,buildings_v2,0.0231860338243317,0.05369551484523057
nb09a/oof_predictions/oof_R2_roll3__20260501_164920_7bcb82.parquet,nb09a,R2_roll3,20260501_164920_7bcb82,nb09a;cell=R2,598595,7332,172,7160,3034,588229,building_id,buildings_v2,0.023458810692853247,0.053649407361197755
nb09a/oof_predictions/oof_R2_roll7__20260501_164920_7bcb82.parquet,nb09a,R2_roll7,20260501_164920_7bcb82,nb09a;cell=R2,598595,7332,170,7162,2996,588267,building_id,buildings_v2,0.0231860338243317,0.05369551484523057
nb09a/oof_predictions/oof_R3_card_block_stats_A15__20260501_164920_7bcb82.parquet,nb09a,R3_card_block_stats_A15,20260501_164920_7bcb82,nb09a;cell=R3,598595,7332,5095,2237,88157,503106,building_id,buildings_v2,0.694899072558647,0.054636897868142235
nb09a/oof_predictions/oof_R3_card_only_prepost_A13__20260501_164920_7bcb82.parquet,nb09a,R3_card_only_prepost_A13,20260501_164920_7bcb82,nb09a;cell=R3,598595,7332,5136,2196,216468,374795,building_id,buildings_v2,0.7004909983633388,0.02317647695889966
nb09a/oof_predictions/oof_R3_coh_only_A14__20260501_164920_7bcb82.parquet,nb09a,R3_coh_only_A14,20260501_164920_7bcb82,nb09a;cell=R3,584986,6901,1755,5146,401929,176156,building_id,buildings_v2,0.25431096942472103,0.004347459894372826
nb09a/oof_predictions/oof_R3_ms_only_A9__20260501_164920_7bcb82.parquet,nb09a,R3_ms_only_A9,20260501_164920_7bcb82,nb09a;cell=R3,480313,7186,5093,2093,88160,384967,building_id,buildings_v2,0.708739215140551,0.05461486493732105
nb09a/oof_predictions/oof_R3_ms_plus_blocks_F8__20260501_164920_7bcb82.parquet,nb09a,R3_ms_plus_blocks_F8,20260501_164920_7bcb82,nb09a;cell=R3,480313,7186,5091,2095,88156,384971,building_id,buildings_v2,0.7084608961870303,0.054596930732356004
nb09a/oof_predictions/oof_R3_ms_plus_cohdrop_F7__20260501_164920_7bcb82.parquet,nb09a,R3_ms_plus_cohdrop_F7,20260501_164920_7bcb82,nb09a;cell=R3,466704,6755,4662,2093,74981,384968,building_id,buildings_v2,0.6901554404145078,0.058536217872254936
nb09a/oof_predictions/oof_R3b_all_multimodal__20260501_164920_7bcb82.parquet,nb09a,R3b_all_multimodal,20260501_164920_7bcb82,nb09a;cell=R3b,480313,7186,0,7186,0,473127,building_id,buildings_v2,0.0,
nb09a/oof_predictions/oof_R3b_card_coh__20260501_164920_7bcb82.parquet,nb09a,R3b_card_coh,20260501_164920_7bcb82,nb09a;cell=R3b,480313,7186,8,7178,1,473126,building_id,buildings_v2,0.001113275814082939,0.8888888888888888
nb09a/oof_predictions/oof_R3b_card_ms__20260501_164920_7bcb82.parquet,nb09a,R3b_card_ms,20260501_164920_7bcb82,nb09a;cell=R3b,480313,7186,2,7184,1,473126,building_id,buildings_v2,0.00027831895352073476,0.6666666666666666
nb09a/oof_predictions/oof_R3b_card_only__20260501_164920_7bcb82.parquet,nb09a,R3b_card_only,20260501_164920_7bcb82,nb09a;cell=R3b,480313,7186,20,7166,13,473114,building_id,buildings_v2,0.0027831895352073478,0.6060606060606061
nb09a/oof_predictions/oof_R3b_coh_ms__20260501_164920_7bcb82.parquet,nb09a,R3b_coh_ms,20260501_164920_7bcb82,nb09a;cell=R3b,480313,7186,9,7177,2079,471048,building_id,buildings_v2,0.0012524352908433063,0.004310344827586207
nb09a/oof_predictions/oof_R3b_coh_only__20260501_164920_7bcb82.parquet,nb09a,R3b_coh_only,20260501_164920_7bcb82,nb09a;cell=R3b,480313,7186,173,7013,20684,452443,building_id,buildings_v2,0.024074589479543558,0.008294577360118904
nb09a/oof_predictions/oof_R3b_ms_only__20260501_164920_7bcb82.parquet,nb09a,R3b_ms_only,20260501_164920_7bcb82,nb09a;cell=R3b,480313,7186,34,7152,2092,471035,building_id,buildings_v2,0.004731422209852491,0.01599247412982126
nb09a/oof_predictions/oof_R4_tier0_dietrich28__20260501_164920_7bcb82.parquet,nb09a,R4_tier0_dietrich28,20260501_164920_7bcb82,nb09a;cell=R4,93247,5091,111,4980,448,87708,building_id,buildings_v2,0.021803182086034177,0.19856887298747763
nb09a/oof_predictions/oof_R4_tier1_dietrich28__20260501_164920_7bcb82.parquet,nb09a,R4_tier1_dietrich28,20260501_164920_7bcb82,nb09a;cell=R4,179447,1799,0,1799,0,177648,building_id,buildings_v2,0.0,
nb09a/oof_predictions/oof_R4_tier1_ms__20260501_164920_7bcb82.parquet,nb09a,R4_tier1_ms,20260501_164920_7bcb82,nb09a;cell=R4,174207,1737,0,1737,2,172468,building_id,buildings_v2,0.0,0.0
nb09a/oof_predictions/oof_R4_tier2_dietrich28__20260501_164920_7bcb82.parquet,nb09a,R4_tier2_dietrich28,20260501_164920_7bcb82,nb09a;cell=R4,325901,442,0,442,0,325459,building_id,buildings_v2,0.0,
nb09a/oof_predictions/oof_R4_tier2_ms__20260501_164920_7bcb82.parquet,nb09a,R4_tier2_ms,20260501_164920_7bcb82,nb09a;cell=R4,212859,358,0,358,0,212501,building_id,buildings_v2,0.0,
nb09a/oof_predictions/oof_R4b_tier0_all__20260501_164920_7bcb82.parquet,nb09a,R4b_tier0_all,20260501_164920_7bcb82,nb09a;cell=R4b,93247,5091,0,5091,0,88156,building_id,buildings_v2,0.0,
nb09a/oof_predictions/oof_R4b_tier0_card__20260501_164920_7bcb82.parquet,nb09a,R4b_tier0_card,20260501_164920_7bcb82,nb09a;cell=R4b,93247,5091,111,4980,448,87708,building_id,buildings_v2,0.021803182086034177,0.19856887298747763
nb09a/oof_predictions/oof_R4b_tier1_all__20260501_164920_7bcb82.parquet,nb09a,R4b_tier1_all,20260501_164920_7bcb82,nb09a;cell=R4b,174207,1737,0,1737,0,172470,building_id,buildings_v2,0.0,
nb09a/oof_predictions/oof_R4b_tier1_card__20260501_164920_7bcb82.parquet,nb09a,R4b_tier1_card,20260501_164920_7bcb82,nb09a;cell=R4b,179447,1799,0,1799,0,177648,building_id,buildings_v2,0.0,
nb09a/oof_predictions/oof_R4b_tier2_all__20260501_164920_7bcb82.parquet,nb09a,R4b_tier2_all,20260501_164920_7bcb82,nb09a;cell=R4b,212859,358,0,358,0,212501,building_id,buildings_v2,0.0,
nb09a/oof_predictions/oof_R4b_tier2_card__20260501_164920_7bcb82.parquet,nb09a,R4b_tier2_card,20260501_164920_7bcb82,nb09a;cell=R4b,325901,442,0,442,0,325459,building_id,buildings_v2,0.0,
nb09a/oof_predictions/oof_R5_ExtraTrees_all_multimodal__20260501_164920_7bcb82.parquet,nb09a,R5_ExtraTrees_all_multimodal,20260501_164920_7bcb82,nb09a;cell=R5,480313,7186,5100,2086,88156,384971,building_id,buildings_v2,0.7097133314778736,0.054688170198164195
nb09a/oof_predictions/oof_R5_ExtraTrees_dietrich28__20260501_164920_7bcb82.parquet,nb09a,R5_ExtraTrees_dietrich28,20260501_164920_7bcb82,nb09a;cell=R5,598595,7332,1745,5587,17233,574030,building_id,buildings_v2,0.23799781778505183,0.09194857203077247
nb09a/oof_predictions/oof_R5_GBM_dietrich28__20260501_164920_7bcb82.parquet,nb09a,R5_GBM_dietrich28,20260501_164920_7bcb82,nb09a;cell=R5,598595,7332,156,7176,20888,570375,building_id,buildings_v2,0.02127659574468085,0.007413039346131914
nb09a/oof_predictions/oof_R5_LightGBM_all_multimodal__20260501_164920_7bcb82.parquet,nb09a,R5_LightGBM_all_multimodal,20260501_164920_7bcb82,nb09a;cell=R5,480313,7186,5536,1650,100175,372952,building_id,buildings_v2,0.7703868633453939,0.05236919525877155
nb09a/oof_predictions/oof_R5_LightGBM_dietrich28__20260501_164920_7bcb82.parquet,nb09a,R5_LightGBM_dietrich28,20260501_164920_7bcb82,nb09a;cell=R5,598595,7332,4747,2585,96910,494353,building_id,buildings_v2,0.6474358974358975,0.04669624324935814
nb09a/oof_predictions/oof_R5_RF-200_all_multimodal__20260501_164920_7bcb82.parquet,nb09a,R5_RF-200_all_multimodal,20260501_164920_7bcb82,nb09a;cell=R5,480313,7186,5091,2095,88156,384971,building_id,buildings_v2,0.7084608961870303,0.054596930732356004
nb09a/oof_predictions/oof_R5_RF-200_dietrich28__20260501_164920_7bcb82.parquet,nb09a,R5_RF-200_dietrich28,20260501_164920_7bcb82,nb09a;cell=R5,598595,7332,189,7143,2960,588303,building_id,buildings_v2,0.025777414075286414,0.06001905366783106
nb09a/oof_predictions/oof_R5_XGBoost_all_multimodal__20260501_164920_7bcb82.parquet,nb09a,R5_XGBoost_all_multimodal,20260501_164920_7bcb82,nb09a;cell=R5,480313,7186,7,7179,5,473122,building_id,buildings_v2,0.0009741163373225717,0.5833333333333334
nb09a/oof_predictions/oof_R5_XGBoost_dietrich28__20260501_164920_7bcb82.parquet,nb09a,R5_XGBoost_dietrich28,20260501_164920_7bcb82,nb09a;cell=R5,598595,7332,76,7256,278,590985,building_id,buildings_v2,0.010365521003818877,0.21468926553672316
nb09a_v3/oof_predictions/oof_R0_dietrich28_faithful_groupkfold__20260429_081626_7bcb82.parquet,nb09a_v3,R0_dietrich28_faithful_groupkfold,20260429_081626_7bcb82,nb09a;cell=R0,63243,8247,102,8145,475,54521,point_id,points_v3plus,0.012368133866860677,0.17677642980935876
nb09a_v3/oof_predictions/oof_R0_dietrich28_faithful_groupkfold__20260506_142934_7bcb82.parquet,nb09a_v3,R0_dietrich28_faithful_groupkfold,20260506_142934_7bcb82,nb09a;cell=R0,63243,8247,21,8226,44,54952,point_id,points_v3plus,0.0025463805020007274,0.3230769230769231
nb09a_v3/oof_predictions/oof_R0b_prepost_single_card_groupkfold__20260429_081626_7bcb82.parquet,nb09a_v3,R0b_prepost_single_card_groupkfold,20260429_081626_7bcb82,nb09a;cell=R0b,63243,8247,111,8136,397,54599,point_id,points_v3plus,0.01345943979628956,0.21850393700787402
nb09a_v3/oof_predictions/oof_R0b_prepost_single_card_groupkfold__20260506_142934_7bcb82.parquet,nb09a_v3,R0b_prepost_single_card_groupkfold,20260506_142934_7bcb82,nb09a;cell=R0b,63243,8247,111,8136,397,54599,point_id,points_v3plus,0.01345943979628956,0.21850393700787402
nb09a_v3/oof_predictions/oof_R0c_roll13_baseline+assessment__20260429_081626_7bcb82.parquet,nb09a_v3,R0c_roll13_baseline+assessment,20260429_081626_7bcb82,nb09a;cell=R0c,63243,8247,11,8236,30,54966,point_id,points_v3plus,0.0013338183581908573,0.2682926829268293
nb09a_v3/oof_predictions/oof_R0c_roll13_baseline+assessment__20260506_142934_7bcb82.parquet,nb09a_v3,R0c_roll13_baseline+assessment,20260506_142934_7bcb82,nb09a;cell=R0c,63243,8247,11,8236,30,54966,point_id,points_v3plus,0.0013338183581908573,0.2682926829268293
