city,feature,jm_distance,bhattacharyya
Avdiivka,s2__lu__date_first_loss,0.43214226,0.243437
Avdiivka,s2__lu__date_persistent_loss,0.3497573,0.19222473
Avdiivka,s2__lu__loss_count,0.042858362,0.021662164
Avdiivka,s2__lu__loss_fraction,0.27306962,0.14680174
Avdiivka,s2__lu__final_class,0.004947424,0.0024766915
Avdiivka,s2__lu__modal_post_class,0.19707,0.10373406
Avdiivka,s2__lu__scenes_observed,0.023764849,0.011953593
Bucha,s2__lu__date_first_loss,0.0021867752,0.0010940367
Bucha,s2__lu__date_persistent_loss,0.02660644,0.013392519
Bucha,s2__lu__loss_count,0.0046391487,0.0023223315
Bucha,s2__lu__loss_fraction,0.022483587,0.011305393
Bucha,s2__lu__final_class,0.0125796795,0.00630978
Bucha,s2__lu__modal_post_class,0.0052827597,0.0026448283
Bucha,s2__lu__scenes_observed,0.04726875,0.02391817
Chernihiv,s2__lu__date_first_loss,0.20953083,0.11066951
Chernihiv,s2__lu__date_persistent_loss,0.018850207,0.009469776
Chernihiv,s2__lu__loss_count,0.0041422844,0.0020733553
Chernihiv,s2__lu__loss_fraction,0.015590429,0.007825761
Chernihiv,s2__lu__final_class,0.0022528172,0.0011270088
Chernihiv,s2__lu__modal_post_class,0.006684065,0.003347617
Chernihiv,s2__lu__scenes_observed,0.0057862997,0.0028973138
Chornobaivka,s2__lu__date_first_loss,0.9436114,0.6382911
Chornobaivka,s2__lu__date_persistent_loss,0.05176866,0.026225295
Chornobaivka,s2__lu__loss_count,0.014114141,0.0070820777
Chornobaivka,s2__lu__loss_fraction,0.007965565,0.0039907945
Chornobaivka,s2__lu__final_class,0.09093976,0.04653606
Chornobaivka,s2__lu__modal_post_class,0.009888053,0.0049562966
Chornobaivka,s2__lu__scenes_observed,0.0041878223,0.00209603
Dmytrivka,s2__lu__date_first_loss,0.009359956,0.004690986
Dmytrivka,s2__lu__date_persistent_loss,0.0032625198,0.0016326276
Dmytrivka,s2__lu__loss_count,0.015614986,0.007838226
Dmytrivka,s2__lu__loss_fraction,0.0056022406,0.0028051136
Dmytrivka,s2__lu__final_class,0.003672123,0.0018378623
Dmytrivka,s2__lu__scenes_observed,0.0005310774,0.00026550435
Hostomel,s2__lu__date_first_loss,0.0051021576,0.0025543934
Hostomel,s2__lu__date_persistent_loss,0.0010931492,0.00054667855
Hostomel,s2__lu__loss_count,0.066966176,0.03405653
Hostomel,s2__lu__loss_fraction,0.027424455,0.013807101
Hostomel,s2__lu__final_class,0.008910775,0.004465384
Hostomel,s2__lu__modal_post_class,0.059552073,0.030228306
Irpin,s2__lu__date_first_loss,0.008231044,0.004124018
Irpin,s2__lu__date_persistent_loss,0.0119611025,0.0059984596
Irpin,s2__lu__loss_count,0.0051264763,0.002566601
Irpin,s2__lu__loss_fraction,0.008674026,0.004346523
Irpin,s2__lu__final_class,0.00031280518,0.0001563582
Irpin,s2__lu__modal_post_class,0.015459895,0.0077600037
Irpin,s2__lu__scenes_observed,0.00094127655,0.00047071127
Kharkiv,s2__lu__date_first_loss,0.087423325,0.044695813
Kharkiv,s2__lu__date_persistent_loss,0.5102036,0.29450768
Kharkiv,s2__lu__loss_count,0.08335483,0.042570796
Kharkiv,s2__lu__loss_fraction,0.19639874,0.10336177
Kharkiv,s2__lu__final_class,0.022599816,0.011364231
Kharkiv,s2__lu__modal_post_class,0.12770593,0.0659827
Kherson,s2__lu__date_first_loss,0.9436114,0.6382911
Kherson,s2__lu__date_persistent_loss,0.05176866,0.026225295
Kherson,s2__lu__loss_count,0.014114141,0.0070820777
Kherson,s2__lu__loss_fraction,0.007965565,0.0039907945
Kherson,s2__lu__final_class,0.09093976,0.04653606
Kherson,s2__lu__modal_post_class,0.009888053,0.0049562966
Kherson,s2__lu__scenes_observed,0.0041878223,0.00209603
Kramatorsk,s2__lu__date_first_loss,0.053033113,0.02687451
Kramatorsk,s2__lu__date_persistent_loss,0.06672108,0.03392964
Kramatorsk,s2__lu__loss_count,0.04692781,0.023743542
