timestep,best_auc,best_feature,n_obs
-6.0,0.5659420144511759,s2__savi,20470
-5.0,0.6100087355981173,s2__ndvi,23219
-4.0,0.6155139145027086,s2__ndvi,28678
-3.0,0.6005514698422048,s2__ndvi,51293
-7.0,0.6264813195254225,s2__mndwi,5984
-2.0,0.6028171088118214,s2__savi,51293
-1.0,0.6332497750874087,s2__ndvi,51293
0.0,0.6729525354594896,s2__mndwi,51293
1.0,0.6618102787230751,s2__mndwi,51293
2.0,0.6539710179145884,s1__vv,51293
3.0,0.6593886233429075,s2__savi,51293
4.0,0.6706214522523586,s1__vv,45408
5.0,0.6494986042095174,s2__savi,45408
6.0,0.6856136765402516,s2__mndwi,36439
7.0,0.6956287619453116,s2__ndvi,36439
8.0,0.7361534712551103,s2__ndvi,28219
9.0,0.7997127369674074,s2__savi,1186
10.0,0.8191423427677597,s2__savi,1186
11.0,0.8183946718610119,s2__ndvi,1186
12.0,0.8060974530000296,s2__ndvi,1186
13.0,0.8035494692520339,s2__mndwi,1186
14.0,0.7892256687227617,s2__ndvi,1186
15.0,0.7934263986856732,s2__ndvi,1186
16.0,0.7899536640793319,s2__ndvi,1186
17.0,0.7876319491583783,s2__ndvi,1186
18.0,0.8057728064220996,s2__ndvi,1186
19.0,0.7186789835610778,s2__ndvi,1186
20.0,0.7374986473059253,s2__ndvi,1186
