timestep,best_auc,best_feature,n_obs
-4,0.5086031666492561,s1__coh_vv__roll3,43838
-3,0.5117900175488076,s1__coh_vv__roll3,43838
-2,0.5265928220026924,s1__coh_vv__roll3,51800
-1,0.5028282856031523,s1__coh_vv__roll7,51800
0,0.5160966657432186,s1__coh_vv__roll7,52848
1,0.5255929718934765,s1__coh_vv__roll7,17287
2,0.5224703039693079,s1__coh_vv__roll7,15625
3,0.5455723402685554,s1__coh_vv__roll7,1650
4,0.546941862180906,s1__coh_vv__roll7,1650
5,0.5608838548457192,s1__coh_vv__roll13,1650
6,0.5782132768361581,s1__coh_vv__roll7,1650
7,0.5698541395045633,s1__coh_vv__roll7,1650
8,0.5746278791829639,s1__coh_vv__roll7,1366
9,0.5599603433289874,s1__coh_vv__roll7,1366
10,0.5596140265102129,s1__coh_vv__roll3,1366
11,0.5520222186006084,s1__coh_vv__roll13,1366
12,0.545340341156019,s1__coh_vv__roll13,1366
13,0.5355076597131682,s1__coh_vv__roll13,1366
14,0.528323283355063,s1__coh_vv__roll13,1366
15,0.5293011190786615,s1__coh_vv__roll3,1366
16,0.522279715341156,s1__coh_vv__roll7,1366
17,0.5168948283355064,s1__coh_vv__roll13,1366
18,0.5081418405041287,s1__coh_vv__roll3,1366
19,0.5130038570186876,s1__coh_vv__roll13,1366
20,0.5131939917427205,s1__coh_vv__roll3,1366
21,0.5105524771838332,s1__coh_vv__roll7,1366
22,0.5095746414602347,s1__coh_vv__roll3,1366
23,0.5150953389830509,s1__coh_vv__roll3,1366
24,0.5080128205128205,s1__coh_vv__roll3,1366
25,0.5157676010430248,s1__coh_vv__roll3,1366
26,0.5131328770099957,s1__coh_vv__roll13,1366
27,0.5191968166014777,s1__coh_vv__roll13,1366
28,0.528954802259887,s1__coh_vv__roll13,1366
29,0.5330766514558887,s1__coh_vv__roll13,1366
30,0.5322006736201652,s1__coh_vv__roll3,1366
31,0.5540797479356802,s1__coh_vv__roll3,1366
32,0.5623641894828335,s1__coh_vv__roll3,1366
33,0.5611894285093437,s1__coh_vv__roll3,1366
34,0.5665403628857019,s1__coh_vv__roll7,1366
35,0.5725567687961756,s1__coh_vv__roll7,1366
36,0.5719524119947849,s1__coh_vv__roll7,1366
37,0.5743426770969143,s1__coh_vv__roll7,1366
38,0.5868576162538027,s1__coh_vv__roll3,1366
39,0.5837611364624076,s1__coh_vv__roll3,1366
40,0.5685775206431987,s1__coh_vv__roll7,1366
41,0.5647884072142547,s1__coh_vv__roll7,1366
42,0.5634982073011734,s1__coh_vv__roll13,1366
43,0.5569793024771839,s1__coh_vv__roll13,1366
44,0.557298457192525,s1__coh_vv__roll13,1366
45,0.5484756367499926,s1__coh_vv__roll13,1366
46,0.5409300632568939,s1__coh_vv__roll13,1366
47,0.531780932424323,s1__coh_vv__roll13,1366
48,0.5371031687473561,s1__coh_vv__roll7,1366
49,0.5356706323337679,s1__coh_vv__roll3,1366
50,0.5236647679760745,s1__coh_vv__roll13,1186
51,0.5182244783519759,s1__coh_vv__roll3,1186
52,0.5412547098348237,s1__coh_vv__roll3,1186
53,0.5485838522759693,s1__coh_vv__roll3,1186
54,0.5286721954962665,s1__coh_vv__roll3,1186
55,0.5095082096233117,s1__coh_vv__roll3,1186
56,0.5219726706608034,s1__coh_vv__roll3,1186
