timestep,best_auc,best_feature,n_obs
-4,0.5210132176642012,s1__coh_vh,43838
-3,0.5176977792120511,s1__coh_vh,51800
-2,0.526381332282428,s1__coh_vh,51800
-1,0.5322295001767393,s1__coh_vv__zscore,54610
0,0.5450194072993181,s1__coh_vh,57959
1,0.5387804692266742,s1__coh_vv,57266
2,0.5433164276329435,s1__coh_vh,44886
3,0.5230483292902119,s1__coh_vv,17287
4,0.539747425377924,s1__coh_vv__zscore,15625
5,0.5432068024199499,s1__coh_vh,1650
6,0.5771103014504774,s1__coh_vv__zscore,1650
7,0.5762874428213074,s1__coh_vv,1650
8,0.5351066875993562,s1__coh_vv__zscore,1650
9,0.5851501401800208,s1__coh_vh,1650
10,0.5656847566275532,s1__coh_vv,1366
11,0.5360111757125008,s1__coh_vv__zscore,1366
12,0.5667508691873099,s1__coh_vh,1366
13,0.5607752064319861,s1__coh_vv,1366
14,0.5220080943068232,s1__coh_vv,1366
15,0.5310666558018253,s1__coh_vv,1366
16,0.5356632467007677,s1__coh_vv__zscore,1366
17,0.5322549978270317,s1__coh_vv,1366
18,0.5128612559756627,s1__coh_vh,1366
19,0.5171727913663398,s1__coh_vv__zscore,1366
20,0.5206499891351586,s1__coh_vv,1366
21,0.5208333333333334,s1__coh_vv,1366
22,0.5486405367231638,s1__coh_vh,1366
23,0.5242218057366363,s1__coh_vv,1366
24,0.5813245893891056,s1__coh_vv__zscore,1366
25,0.5454150369404607,s1__coh_vh,1366
26,0.5385701868752717,s1__coh_vh,1366
27,0.5543783018032642,s1__coh_vv__zscore,1366
28,0.541062309865276,s1__coh_vh,1366
29,0.5541815463014885,s1__coh_vv__zscore,1366
30,0.5382714037375054,s1__coh_vh,1366
31,0.5098114583641328,s1__coh_vv__zscore,1366
32,0.5488849956540635,s1__coh_vv,1366
33,0.5548674489352456,s1__coh_vv,1366
34,0.5626086484137331,s1__coh_vh,1366
35,0.5894651781833985,s1__coh_vh,1366
36,0.5879780530204258,s1__coh_vh,1366
37,0.5629278031290743,s1__coh_vh,1366
38,0.5615476665337056,s1__coh_vv__zscore,1366
39,0.6177477183833116,s1__coh_vh,1366
40,0.5571354845719252,s1__coh_vh,1366
41,0.547547262059974,s1__coh_vv,1366
42,0.5429465722720854,s1__coh_vv__zscore,1366
43,0.544790308561495,s1__coh_vh,1366
44,0.5419790308561495,s1__coh_vh,1366
45,0.5205820838765753,s1__coh_vh,1366
46,0.5197196870925685,s1__coh_vv,1366
47,0.5244231167984833,s1__coh_vv__zscore,1366
48,0.5660950919340082,s1__coh_vv__zscore,1366
49,0.5604220990873533,s1__coh_vv,1366
50,0.5269703414864705,s1__coh_vv__zscore,1366
51,0.5826814428509344,s1__coh_vh,1366
52,0.5335910830406596,s1__coh_vh,1186
53,0.5351159381794213,s1__coh_vh,1186
54,0.5247174099105747,s1__coh_vv,1186
55,0.5665673051382699,s1__coh_vh,1186
56,0.5321646056527856,s1__coh_vh,1186
57,0.538027919605702,s1__coh_vv,1186
58,0.5238713612529391,s1__coh_vh,1186
