timestep,best_auc,best_feature,n_obs
-7,0.6335175512110457,s2__b02,6164
-6,0.5513642829007834,s2__b02,23265
-5,0.589771088300391,s2__b02,31016
-4,0.5807838329508965,s2__b02,39428
-3,0.5738898104550185,s2__b02,62043
-2,0.5574123321738967,s2__b8a,62043
-1,0.5696154183121651,s2__b04,62043
0,0.6436549941826339,s2__b02,62043
1,0.6498028233078491,s2__b04,62043
2,0.6646014222720396,s2__b02,55710
3,0.6665380622680079,s2__b02,48589
4,0.6387255184933036,s2__b02,48589
5,0.6446671127650666,s2__b02,32815
6,0.6718017212495826,s2__b02,26549
7,0.6022175909273639,s2__b02,26406
8,0.7046383411070182,s2__b02,24265
9,0.7859999728378966,s2__b8a,1366
10,0.7934050412863972,s2__b08,1366
11,0.7863666612342459,s2__scl,1366
12,0.7690304487179487,s2__scl,1366
13,0.7180132279443721,s2__b8a,1366
14,0.7370538624511082,s2__b02,1366
15,0.7220501955671448,s2__b02,1366
16,0.7609225608431117,s2__b02,1366
17,0.7623146186440678,s2__b02,1366
18,0.7780645161290323,s2__b08,180
19,0.7869677419354839,s2__b08,180
20,0.7763870967741935,s2__b08,180
21,0.7860645161290323,s2__b08,180
22,0.7575483870967742,s2__b08,180
23,0.7731612903225806,s2__scl,180
24,0.7776774193548387,s2__b08,180
25,0.7576774193548387,s2__b08,180
26,0.7387096774193549,s2__b08,180
27,0.5731612903225807,s2__b12,180
28,0.6439999999999999,s2__b04,180
29,0.683483870967742,s2__b05,180
30,0.7521290322580646,s2__b04,180
31,0.7218064516129032,s2__b08,180
32,0.7610322580645161,s2__b08,180
33,0.7321290322580645,s2__b08,180
34,0.7494193548387097,s2__scl,180
35,0.7532903225806451,s2__b08,180
36,0.7561290322580645,s2__scl,180
37,0.764,s2__b08,180
38,0.7282580645161291,s2__scl,180
39,0.7249032258064516,s2__b12,180
40,0.7605161290322581,s2__b08,180
41,0.7992258064516129,s2__b08,180
42,0.7873548387096774,s2__b8a,180
43,0.8254193548387097,s2__b08,180
44,0.7161290322580645,s2__b08,180
45,0.7490322580645161,s2__b08,180
46,0.6411612903225806,s2__b04,180
47,0.6438709677419354,s2__b08,180
48,0.6890322580645162,s2__b04,180
49,0.6708387096774194,s2__b04,180
50,0.6753548387096774,s2__b04,180
51,0.6912258064516129,s2__b08,180
52,0.7092903225806451,s2__b08,180
53,0.6864516129032258,s2__b04,180
54,0.7469677419354839,s2__b08,180
55,0.7411612903225806,s2__b08,180
56,0.7461935483870968,s2__scl,180
57,0.7153548387096773,s2__b04,180
58,0.7263225806451612,s2__b08,180
59,0.7310967741935485,s2__scl,180
60,0.724516129032258,s2__b08,180
61,0.7361290322580645,s2__b04,180
62,0.7209032258064516,s2__scl,180
63,0.7467096774193549,s2__scl,180
64,0.7273548387096774,s2__scl,180
65,0.7385806451612904,s2__b08,180
66,0.7134193548387096,s2__b08,180
67,0.6603870967741935,s2__b08,180
68,0.5988387096774194,s2__b04,180
69,0.6229677419354839,s2__b05,180
70,0.695741935483871,s2__b04,180
71,0.6740645161290322,s2__b04,180
72,0.6858064516129032,s2__b04,180
73,0.687741935483871,s2__b04,180
