timestep,best_auc,best_feature,n_obs
-4,0.5421587325684226,s1__vh__roll3,62550
-3,0.5439637058753324,s1__vh__roll3,62550
-2,0.5420595279851385,s1__vh__roll7,62550
-1,0.5417493375507658,s1__vh__roll7,62550
0,0.5478032966097452,s1__vh__roll7,63243
1,0.6030242239823413,s1__vh__roll13,63243
2,0.6137320531246935,s1__vh__roll13,53433
3,0.5826800806334096,s1__vh__roll7,48044
4,0.6018613910969507,s1__vh__roll7,36261
5,0.6151197065906074,s1__vh__roll7,36261
6,0.6005084775419907,s1__vh__roll3,31150
7,0.6086364619639081,s1__vh__roll3,26148
8,0.5523358815105456,s1__vh__roll7,3533
9,0.551615129350254,s1__vh__roll7,3533
10,0.5511820492626635,s1__vh__roll7,3533
11,0.5549359340146289,s1__vh__roll3,3533
12,0.5494143593951655,s1__vh__roll13,3533
13,0.5450198933884154,s1__vh__roll7,3533
14,0.5447153225464165,s1__vh__roll7,3533
15,0.545074126648023,s1__vh__roll7,3533
16,0.5419973716518822,s1__vh__roll3,3533
17,0.5458035246902809,s1__vh__roll3,3533
18,0.53027895480226,s1__vv__roll13,1650
19,0.5288054106910038,s1__vv__roll13,1650
20,0.5277460886571057,s1__vv__roll13,1650
21,0.5261299435028248,s1__vv__roll13,1650
22,0.524866905693177,s1__vv__roll13,1366
23,0.524028275749674,s1__vv__roll13,1366
24,0.5254712624945677,s1__vv__roll13,1366
25,0.525776836158192,s1__vv__roll3,1366
26,0.5307950347674923,s1__vv__roll3,1366
27,0.5330155367231638,s1__vv__roll7,1366
28,0.5319494241634072,s1__vv__roll13,1366
29,0.534747120817036,s1__vv__roll13,1366
30,0.5377077900912647,s1__vv__roll13,1366
31,0.5411302151238592,s1__vv__roll13,1366
32,0.5437174054758801,s1__vv__roll13,1366
33,0.5492788461538461,s1__vv__roll3,1366
34,0.547024391568883,s1__vv__roll3,1366
35,0.5542902542372882,s1__vv__roll7,1366
36,0.5534346479791395,s1__vv__roll7,1366
37,0.5505486744893524,s1__vv__roll3,1366
38,0.5535840395480225,s1__vv__roll3,1366
39,0.5497406019122121,s1__vv__roll7,1366
40,0.5508746197305519,s1__vv__roll7,1366
41,0.5456153574532812,s1__vv__roll7,1366
42,0.5458767926988266,s1__vv__roll3,1366
43,0.544559430682312,s1__vh__roll3,1366
44,0.5389708279009127,s1__vv__roll7,1366
45,0.5359422533681009,s1__vv__roll7,1366
46,0.5344415471534115,s1__vv__roll13,1366
47,0.5354329639287265,s1__vv__roll13,1366
48,0.5328797262059974,s1__vv__roll13,1366
49,0.5304622990004346,s1__vv__roll13,1366
50,0.5306592242503259,s1__vv__roll13,1366
51,0.5407974793568013,s1__vh__roll3,1366
52,0.5401931225554106,s1__vv__roll3,1366
53,0.5586158192090395,s1__vv__roll3,1366
54,0.5538064516129032,s1__vh__roll13,1366
55,0.5468387096774193,s1__vh__roll13,1366
56,0.5473548387096774,s1__vv__roll13,1366
57,0.5525161290322581,s1__vv__roll13,1366
58,0.560516129032258,s1__vv__roll7,1366
59,0.5571612903225807,s1__vv__roll13,180
60,0.5571612903225807,s1__vv__roll3,180
61,0.559741935483871,s1__vv__roll7,180
62,0.5661935483870968,s1__vv__roll3,180
63,0.5581935483870968,s1__vv__roll3,180
64,0.560258064516129,s1__vv__roll3,180
65,0.5517419354838708,s1__vh__roll7,180
66,0.5556129032258064,s1__vh__roll7,180
67,0.5641290322580645,s1__vh__roll7,180
68,0.5584516129032258,s1__vh__roll7,180
69,0.559741935483871,s1__vh__roll3,180
70,0.5545806451612904,s1__vh__roll13,180
71,0.5556129032258064,s1__vh__roll13,180
72,0.552,s1__vh__roll13,180
73,0.5535483870967741,s1__vh__roll13,180
74,0.5638709677419355,s1__vh__roll3,180
75,0.5592258064516129,s1__vh__roll3,180
76,0.5703225806451613,s1__vh__roll3,180
77,0.5592258064516129,s1__vv__roll7,180
78,0.560516129032258,s1__vv__roll7,180
79,0.5767741935483871,s1__vv__roll3,180
80,0.5690322580645162,s1__vv__roll3,180
81,0.5752258064516129,s1__vv__roll3,180
82,0.5654193548387096,s1__vv__roll7,180
83,0.5641290322580645,s1__vv__roll13,180
84,0.5806451612903225,s1__vh__roll3,180
85,0.5623225806451613,s1__vv__roll13,180
86,0.5589677419354838,s1__vv__roll13,180
87,0.5620645161290322,s1__vv__roll3,180
88,0.5571612903225807,s1__vv__roll13,180
89,0.5558709677419356,s1__vv__roll13,180
90,0.5558709677419356,s1__vv__roll7,180
91,0.5532903225806451,s1__vv__roll7,180
92,0.5496774193548387,s1__vv__roll7,180
93,0.552,s1__vv__roll3,180
94,0.5579354838709678,s1__vv__roll3,180
