auc_groupkfold,experiment,f1_groupkfold,precision,recall,auc_mean,auc_std,n_features,n_buildings,n_cities
0.4504348836860117,,,,,,,,,
0.3432191856647622,R1_groupkfold,0.000536480686695279,0.016129032258064516,0.00027277686852154935,0.4517580801769371,0.05208859717692258,96.0,598595.0,21.0
0.41643742969302333,,,,,,,,,
