feature,VIF
s2__composite__ndwi__prebattle_baseline__mean,1030.7314
s2__composite__b03__prebattle_baseline__mean,922.6869
s2__composite__b04__prebattle_baseline__mean,695.97675
s2__composite__b02__prebattle_baseline__mean,675.54724
s2__composite__ndvi__prebattle_baseline__mean,568.6806
s2__composite__ndwi__post_winter_baseline__mean,246.02188
s2__composite__ndvi__post_winter_baseline__mean,198.59158
s2__composite__cire__post_winter_baseline__mean,189.36124
s2__composite__b02__prebattle_baseline__p90,172.36748
s2__composite__b03__post_winter_baseline__std,164.18312
s2__composite__b03__post_winter_baseline__max_abs_delta,156.902
s2__composite__b03__prebattle_baseline__p50,156.25609
s2__composite__b02__prebattle_baseline__p50,152.69922
s2__composite__b03__prebattle_baseline__p90,151.67902
s2__composite__cire__post_winter_baseline__p50,148.44992
s2__composite__b02__post_winter_baseline__std,144.34746
s2__composite__cire__prebattle_baseline__mean,142.40668
s2__composite__ndwi__post_winter_baseline__p50,134.86833
s2__composite__b02__post_winter_baseline__max_abs_delta,131.66862
s2__composite__cire__prebattle_baseline__p10,119.08278
s2__composite__ndwi__prebattle_baseline__p90,117.91524
s2__composite__cire__prebattle_baseline__p50,114.04538
s2__composite__ndwi__prebattle_baseline__p50,111.54916
s2__composite__ndvi__post_winter_baseline__p50,103.41624
s2__composite__b02__prebattle_baseline__max,96.00806
s2__composite__ndvi__prebattle_baseline__p10,93.58787
s2__composite__b04__prebattle_baseline__p50,90.173904
s2__composite__cire__prebattle_baseline__min,89.93174
s2__composite__b03__prebattle_baseline__max,88.77867
s2__composite__ndvi__prebattle_baseline__p50,85.13976
s2__composite__ndwi__prebattle_baseline__p10,82.15467
s2__composite__ndwi__post_winter_baseline__p90,81.09401
s2__composite__b02__prebattle_baseline__p10,78.9334
s2__composite__mndwi__post_winter_baseline__max_abs_delta,68.92858
s2__composite__mndwi__post_winter_baseline__std,63.8349
s2__composite__ndwi__prebattle_baseline__max,60.19877
s2__composite__ndvi__prebattle_baseline__min,60.164013
s2__composite__ndvi__post_winter_baseline__p10,60.064068
s2__composite__cire__post_winter_baseline__min,56.97931
s2__composite__ndwi__post_winter_baseline__max,50.38173
s2__composite__cire__post_winter_baseline__p10,49.925503
s2__composite__mndwi__post_winter_baseline__max,40.21288
s2__composite__ndvi__post_winter_baseline__min,39.750595
s2__composite__mndwi__post_winter_baseline__p90,35.772087
s2__composite__b02__prebattle_baseline__min,35.286877
s2__composite__ndre__post_winter_baseline__min,22.628063
s2__composite__mndwi__prebattle_baseline__p90,18.552792
s2__composite__ndre__prebattle_baseline__min,17.683943
s2__composite__mndwi__prebattle_baseline__p50,16.395817
s2__composite__b02__post_winter_baseline__p90,3.7879446
