city,feature,n_damaged,n_control,mean_damaged,mean_control,std_damaged,std_control,cohens_d,mann_whitney_u,mann_whitney_p,rank_biserial,significant_005,effect_size_label
Avdiivka,s2__composite__b8a__delta,93,1093,0.18283026,0.13424444,0.10091665,0.078860044,0.6013843417167664,66715.0,5.41050200493681e-07,-0.3126543300967053,True,medium
Avdiivka,s2__composite__cire__delta,93,1093,-0.107369184,-0.115767136,0.09228929,0.081735484,0.10166534036397934,56801.0,0.05948086291288184,-0.11759092563625817,False,negligible
Avdiivka,s2__composite__mndwi__delta,93,1093,0.41016117,0.36262745,0.17499718,0.15684295,0.3002227246761322,59021.0,0.009745447326430954,-0.16127064703046767,True,small
Avdiivka,s2__composite__ndbi__delta,93,1093,-0.33907425,-0.2712532,0.1491706,0.12551072,-0.5319024324417114,37691.0,3.447551246475911e-05,0.2584088382571398,True,medium
Avdiivka,s2__composite__ndre__delta,93,1093,-0.068770304,-0.07540141,0.045664594,0.04053253,0.16191455721855164,58018.0,0.023303522469277502,-0.14153607020236314,True,negligible
Avdiivka,s2__composite__ndvi__delta,93,1093,-0.052326024,-0.07245719,0.06318105,0.057924,0.34501028060913086,63897.0,3.748584931170237e-05,-0.25720862969630787,True,small
Avdiivka,s2__composite__ndwi__delta,93,1093,0.06705749,0.0886118,0.067825116,0.061955523,-0.34524795413017273,39650.0,0.0004252602652555483,0.21986443545927647,True,small
Avdiivka,s2__obs_count__delta,93,1093,-2.2903225,-2.4391582,0.8153506,0.7566579,0.1954812854528427,54828.0,0.16532900125001826,-0.07877106513590881,False,negligible
Bucha,s2__qa__cloud_freq__crossbattle,194,1468,0.0036107376,0.011620422,0.03221156,0.0728014,-0.11555605381727219,140577.5,0.2980521036463897,0.012770723896738723,False,negligible
Bucha,s2__visibility__clear__freq__crossbattle,194,1468,0.9871134,0.96696186,0.079433985,0.1256141,0.16633190214633942,148040.5,0.029928303416587636,-0.03963945616449904,True,negligible
