notebook,parquet_id,manifest_key,classifier,baseline_auc,baseline_auc_expected,tuned_auc,delta_auc,mean_folds_auc,std_folds_auc,n_trials_requested,n_trials_done,early_stopped,patience,n_features,n_buildings,n_cities,study_tag
NB11c_A22_lu_change,A22,lu_change,LightGBM-MIA,0.812744827888519,0.813,0.8429896872108534,0.03024485932233445,0.6692760069590632,0.10760170717903704,200,97,True,40,11,598595,21,NB11c_A22_lu_change__lu_change__LightGBM-MIA
