notebook,parquet_id,manifest_key,feature_set,classifier,baseline_auc,baseline_auc_expected,tuned_auc,delta_auc,mean_folds_auc,std_folds_auc,n_trials_requested,n_trials_done,early_stopped,patience,n_features,n_buildings,n_cities,study_tag
NB11f_R3_sensor_ablations,A15_R3,block_stats,card_block_stats_A15,RF-200,0.782386954923191,0.782,0.8209933070364775,0.03860635211328656,0.7077132353425475,0.07130913845363931,200,17,True,40,780,598595,21,NB11f_R3_sensor_ablations__block_stats__card_block_stats_A15__RF-200
NB11f_R3_sensor_ablations,F7_R3,fusion_composite_cohdrop,ms_plus_cohdrop_F7,RF-200,0.7719922325440326,0.772,0.8186624404801781,0.046670207936145514,0.7416757639967649,0.04248364100058201,200,154,True,40,145,466704,18,NB11f_R3_sensor_ablations__fusion_composite_cohdrop__ms_plus_cohdrop_F7__RF-200
NB11f_R3_sensor_ablations,F8_R3,fusion_composite_blockstats,ms_plus_blocks_F8,RF-200,0.7736753525184437,0.774,0.8129650148492336,0.0392896623307899,0.7185236191506235,0.08055611282167262,200,93,True,40,915,480313,19,NB11f_R3_sensor_ablations__fusion_composite_blockstats__ms_plus_blocks_F8__RF-200
NB11f_R3_sensor_ablations,A9_R3,composite_prepost_bands,ms_only_A9,RF-200,0.761231790297282,0.761,0.793659201281211,0.032427410983928984,0.6913585008977478,0.08244191754075117,200,135,True,40,135,480313,19,NB11f_R3_sensor_ablations__composite_prepost_bands__ms_only_A9__RF-200
