notebook,parquet_id,manifest_key,classifier,baseline_auc,baseline_auc_expected,tuned_auc,delta_auc,mean_folds_auc,std_folds_auc,n_trials_requested,n_trials_done,early_stopped,patience,n_features,n_buildings,n_cities,study_tag
NB11a_F3,F3,fusion_card_cohdrop,LightGBM-MIA,0.8416942331180794,0.842,0.8457265262708498,0.0040322931527703165,0.7241969904615633,0.06927318158392029,200,67,True,40,32,584986,20,NB11a_F3__fusion_card_cohdrop__LightGBM-MIA
