notebook,parquet_id,manifest_key,feature_set,classifier,baseline_auc,baseline_auc_expected,tuned_auc,delta_auc,mean_folds_auc,std_folds_auc,n_trials_requested,n_trials_done,early_stopped,patience,n_features,n_buildings,n_cities,study_tag
NB11e_all_multimodal,F8,fusion_composite_blockstats,all_multimodal,LightGBM,0.7920682414235619,0.792,0.8130522111837515,0.02098396976018957,0.7113082784948013,0.07595292042455712,200,125,True,40,915,480313,19,NB11e_all_multimodal__fusion_composite_blockstats__LightGBM
NB11e_all_multimodal,F8,fusion_composite_blockstats,all_multimodal,XGBoost,0.8054271454442101,0.805,0.8129898087350882,0.007562663290878069,0.7141607538583047,0.07213726589082586,200,75,True,40,915,480313,19,NB11e_all_multimodal__fusion_composite_blockstats__XGBoost
NB11e_all_multimodal,F8,fusion_composite_blockstats,all_multimodal,RF-200,0.7736753534008247,0.774,0.8128563028225559,0.039180949421731226,0.7181122126430292,0.07989149152079722,200,20,True,40,915,480313,19,NB11e_all_multimodal__fusion_composite_blockstats__RF-200
NB11e_all_multimodal,F8,fusion_composite_blockstats,all_multimodal,ExtraTrees,0.7845573642104066,0.785,0.8106303147419311,0.026072950531524586,0.7139245353681024,0.071614730940312,200,88,True,40,915,480313,19,NB11e_all_multimodal__fusion_composite_blockstats__ExtraTrees
