experiment,auc_groupkfold,f1_groupkfold,precision,recall,auc_mean,auc_std,n_features,n_buildings,n_cities
R3_card_only,0.343219178744571,0.000536480686695279,0.016129032258064516,0.00027277686852154935,0.45175805431125104,0.05208860542549419,96,598595,21
R3_coh_only,0.2485933226941944,0.01567807682257643,0.18633540372670807,0.008183306055646482,0.45866701426625295,0.08698583089000568,18,598595,21
R3_ms_only,0.3863702838678774,0.0016304347826086956,0.21428571428571427,0.0008183306055646482,0.5027351136509297,0.03754330634177933,192,598595,21
R3_card+coh,0.39096720093338727,0.0144489688690398,0.19572953736654805,0.007501363884342607,0.44897639121752275,0.046222083624154524,114,598595,21
R3_card+ms,0.38102307124953505,0.0,0.0,0.0,0.4741641154860268,0.05546367247388173,288,598595,21
R3_coh+ms,0.3927444690120152,0.0,0.0,0.0,0.5029914052274107,0.010821919032802399,210,598595,21
R3_all_multimodal,0.38988990454628686,0.0,0.0,0.0,0.47515834126842715,0.051292155854476704,306,598595,21
