feature,H_statistic,p_value,significant,n_groups
s2__composite__ndvi__post_winter_baseline,1463.517006236478,0.0,True,5
s2__composite__ndwi__post_winter_baseline,1384.979022253236,1.24929913329272e-298,True,5
s2__composite__ndvi__prebattle_baseline,1349.6462626314092,5.726257335832321e-291,True,5
s2__composite__ndre__post_winter_baseline,1160.2094235853478,6.729443314945009e-250,True,5
s2__composite__ndwi__prebattle_baseline,1135.466542469612,1.5541099655749807e-244,True,5
s2__composite__cire__post_winter_baseline,1118.9153430884799,6.013997012960346e-241,True,5
s2__composite__ndvi__winter_baseline,1083.1840615782266,3.3422812791036916e-233,True,5
s2__composite__ndwi__winter_baseline,986.2675271746451,3.3773196246669614e-212,True,5
s2__composite__cire__prebattle_baseline,861.4852520404853,3.6819622171462635e-185,True,5
s2__composite__ndre__prebattle_baseline,853.9296787085729,1.5956380774389453e-183,True,5
s2__composite__mndwi__post_winter_baseline,825.7377658552432,2.042608664566371e-177,True,5
s2__composite__mndwi__prebattle_baseline,809.2518868921417,7.608713838968192e-174,True,5
s2__composite__b04__prebattle_baseline,762.3703067603071,1.0855882041840099e-163,True,5
s2__composite__b02__prebattle_baseline,730.0554066605154,1.0814256311531272e-156,True,5
s2__composite__ndre__winter_baseline,701.2857260423895,1.8358672667232171e-150,True,5
s2__composite__cire__winter_baseline,672.4363596457785,3.2375073814034476e-144,True,5
s2__composite__mndwi__winter_baseline,629.9030548719658,5.22287974906922e-135,True,5
s2__composite__b02__winter_baseline,561.6915562569673,3.021619863030008e-120,True,5
s2__composite__b02__post_winter_baseline,555.1937828432684,7.694459682187848e-119,True,5
s2__composite__b04__post_winter_baseline,523.8873571827794,4.5621394144916465e-112,True,5
s2__composite__b03__prebattle_baseline,492.4509918980685,2.875537676158796e-105,True,5
s2__composite__ndbi__post_winter_baseline,492.41126429176217,2.9329921911443978e-105,True,5
s2__composite__b03__winter_baseline,467.95959554482516,5.687160388117325e-100,True,5
s2__composite__b8a__post_winter_baseline,453.3585169711415,8.161544372145111e-97,True,5
s2__composite__b04__winter_baseline,424.04837288690476,1.7680506935952801e-90,True,5
s2__composite__b08__post_winter_baseline,410.35344324203635,1.6110967245136838e-87,True,5
s2__composite__b03__post_winter_baseline,393.064557529325,8.765039760181908e-84,True,5
s2__composite__b07__post_winter_baseline,294.6366042577258,1.554780364823419e-62,True,5
s2__composite__b05__prebattle_baseline,232.15697052488107,4.5313903746725176e-49,True,5
s2__composite__b8a__prebattle_baseline,227.07897046685898,5.615433802694495e-48,True,5
s2__composite__b12__delta,192.54820321964522,1.5020560855080589e-40,True,5
