feature,H_statistic,p_value,significant,n_groups
s2__composite__ndvi__post_winter_baseline,175.93827159364437,5.555576314776663e-37,True,5
s2__composite__ndvi__delta,141.49432897121739,1.351143871239111e-29,True,5
s2__composite__b11__delta,139.91010843493842,2.950457127303686e-29,True,5
s2__composite__b02__post_winter_baseline,137.14961000574718,1.1502509151676908e-28,True,5
s2__composite__ndre__post_winter_baseline,131.94852349708083,1.4915922221537183e-27,True,5
s2__composite__mndwi__post_winter_baseline,131.90515092052877,1.5237990481259896e-27,True,5
s2__composite__ndwi__post_winter_baseline,125.60795260768982,3.383976938716274e-26,True,5
s2__composite__b12__delta,123.46002683881188,9.73803171389971e-26,True,5
s2__composite__ndwi__delta,122.04507734273261,1.9534294094325095e-25,True,5
s2__qa__cloud_freq__postbattle,121.71589885131179,2.296803829794379e-25,True,5
s2__composite__cire__post_winter_baseline,117.00884696729673,2.324882272468582e-24,True,5
s2__visibility__cloud__freq__postbattle,95.37150254984199,9.500429333775415e-20,True,5
s2__composite__mndwi__delta,94.6789741108952,1.3335952297500806e-19,True,5
s2__composite__b04__post_winter_baseline,91.59097199539994,6.046124658080353e-19,True,5
s2__composite__ndre__delta,89.05217353292947,2.0932762129192075e-18,True,5
s2__composite__b03__post_winter_baseline,88.5488569888275,2.6773983555830323e-18,True,5
s2__visibility__clear__freq__postbattle,87.38677003536502,4.725494259675085e-18,True,5
s2__composite__cire__delta,83.43269207211354,3.261483662267517e-17,True,5
s2__visibility__clear__freq__crossbattle,71.71149129574151,9.875355137276012e-15,True,5
s2__composite__b11__winter_baseline,46.42825395016911,2.0058643878800836e-09,True,5
s2__composite__b11__prebattle_baseline,46.42825395016911,2.0058643878800836e-09,True,5
s2__composite__b8a__post_winter_baseline,44.98207788071035,4.010219280872469e-09,True,5
s2__composite__ndbi__delta,43.8703352017883,6.826210389010234e-09,True,5
s2__visibility__fire__freq__crossbattle,43.61201979349929,7.723595804536679e-09,True,5
s2__qa__cloud_freq__crossbattle,41.760067928367874,1.8705290580850763e-08,True,5
s2__composite__b11__post_winter_baseline,40.59757809052024,3.256138283029175e-08,True,5
s2__composite__b12__winter_baseline,40.50864200056636,3.397092638743812e-08,True,5
s2__composite__b12__prebattle_baseline,40.50864200056636,3.397092638743812e-08,True,5
s2__composite__ndbi__prebattle_baseline,40.018204228320215,4.291062655959647e-08,True,5
s2__composite__ndbi__winter_baseline,40.018204228320215,4.291062655959647e-08,True,5
s2__composite__b05__post_winter_baseline,39.877296359852956,4.588848910300898e-08,True,5
s2__composite__b07__post_winter_baseline,36.64532910572968,2.1312524981109072e-07,True,5
s2__visibility__cloud__freq__crossbattle,36.04681694485662,2.830228425836957e-07,True,5
s2__composite__b04__winter_baseline,34.79903233496495,5.108489953890229e-07,True,5
s2__composite__b04__prebattle_baseline,34.79903233496495,5.108489953890229e-07,True,5
s2__composite__b12__post_winter_baseline,33.82910252029217,8.078108050748549e-07,True,5
s2__composite__b03__prebattle_baseline,31.523909711957494,2.393286266576104e-06,True,5
s2__composite__b03__winter_baseline,31.523909711957494,2.393286266576104e-06,True,5
s2__composite__b08__winter_baseline,31.04398006344377,2.9988016205583386e-06,True,5
s2__composite__b08__prebattle_baseline,31.04398006344377,2.9988016205583386e-06,True,5
s2__composite__b07__prebattle_baseline,30.87195811707914,3.2511353582087214e-06,True,5
s2__composite__b07__winter_baseline,30.87195811707914,3.2511353582087214e-06,True,5
