feature,H_statistic,p_value,significant,n_groups
s2__composite__mndwi__prebattle_baseline,3118.008230862119,0.0,True,6
s2__composite__mndwi__winter_baseline,3117.997425759951,0.0,True,6
s2__composite__ndwi__post_winter_baseline,2605.937528355155,0.0,True,6
s2__composite__ndvi__post_winter_baseline,2534.4213383641672,0.0,True,6
s2__composite__ndvi__prebattle_baseline,2178.830108476554,0.0,True,6
s2__composite__ndvi__winter_baseline,2178.59450050937,0.0,True,6
s2__composite__ndwi__prebattle_baseline,2138.372431681735,0.0,True,6
s2__composite__ndwi__winter_baseline,2138.2762630838993,0.0,True,6
s2__composite__mndwi__post_winter_baseline,2104.947638297696,0.0,True,6
s2__composite__ndre__post_winter_baseline,2003.5348998376367,0.0,True,6
s2__composite__b02__winter_baseline,1992.8096045017926,0.0,True,6
s2__composite__b02__prebattle_baseline,1992.4341065518702,0.0,True,6
s2__composite__ndre__prebattle_baseline,1924.720986209391,0.0,True,6
s2__composite__ndre__winter_baseline,1924.468849822989,0.0,True,6
s2__composite__cire__post_winter_baseline,1913.8969758400006,0.0,True,6
s2__composite__b04__prebattle_baseline,1576.6245114986305,0.0,True,6
s2__composite__b04__winter_baseline,1576.5947057526942,0.0,True,6
s2__composite__cire__prebattle_baseline,1575.2034539106269,0.0,True,6
s2__composite__cire__winter_baseline,1574.89635671855,0.0,True,6
s2__composite__b03__winter_baseline,1499.6914955835346,0.0,True,6
s2__composite__b03__prebattle_baseline,1499.3680993434089,0.0,True,6
s2__composite__b02__post_winter_baseline,1310.75663046539,2.984761613779787e-281,True,6
s2__composite__b8a__post_winter_baseline,1103.5979020562154,2.223184965244601e-236,True,6
s2__composite__ndbi__delta,1013.1115272237723,8.713992159575321e-217,True,6
s2__composite__b08__post_winter_baseline,957.7237630683569,8.530336076453859e-205,True,6
s2__composite__b04__post_winter_baseline,955.6896683967054,2.3511591180017206e-204,True,6
s2__composite__b03__post_winter_baseline,860.9011797829929,7.699195602284627e-184,True,6
s2__composite__b07__post_winter_baseline,750.0370121553386,7.425248272522533e-160,True,6
s2__composite__b11__post_winter_baseline,743.2102830305137,2.2242102118009588e-158,True,6
s2__composite__b11__prebattle_baseline,715.1143499736754,2.649077295013758e-152,True,6
s2__composite__b11__winter_baseline,714.9928765385068,2.814244938852635e-152,True,6
s2__composite__b08__delta,673.3987118454514,2.770054015595929e-143,True,6
s2__composite__b12__delta,618.0594096325689,2.5326484288427784e-131,True,6
s2__composite__cire__delta,610.3190592949682,1.1917560979134823e-129,True,6
s2__composite__b04__delta,566.9894957065817,2.7369858276019226e-120,True,6
s2__composite__b02__delta,555.4082226236043,8.683959968512164e-118,True,6
s2__composite__b03__delta,552.5656065852911,3.569878253474417e-117,True,6
s2__composite__mndwi__delta,540.3679275599719,1.5376498500619225e-114,True,6
s2__composite__b05__delta,539.854801369337,1.9845624964833407e-114,True,6
s2__composite__b05__winter_baseline,525.7526742668487,2.201527763707501e-111,True,6
s2__composite__b05__prebattle_baseline,525.6549068058706,2.311178079156122e-111,True,6
s2__composite__b07__delta,520.2547959577558,3.386501820290689e-110,True,6
s2__qa__cloud_freq__postbattle,492.1976372721297,3.8575674727471245e-104,True,6
s2__composite__b11__delta,451.52784067499056,2.2998689087303286e-95,True,6
s2__composite__ndbi__post_winter_baseline,450.6973593623855,3.474128140127093e-95,True,6
s2__composite__b8a__prebattle_baseline,442.19356245650624,2.3717474359836112e-93,True,6
s2__composite__b8a__winter_baseline,442.12202557200084,2.4575227985253087e-93,True,6
s2__composite__b05__post_winter_baseline,404.47538782568074,3.2185452929910023e-85,True,6
s2__obs_count__winter_baseline,349.00419475828625,2.8674415364387155e-73,True,6
s2__obs_count__prebattle_baseline,349.00419475828625,2.8674415364387155e-73,True,6
s2__obs_count__delta,345.3446717565332,1.7592295386929063e-72,True,6
s2__composite__b8a__delta,338.59373074452975,4.9944187390176515e-71,True,6
s2__qa__cloud_freq__prebattle,328.87515201440965,6.165795245895779e-69,True,6
s2__composite__ndbi__winter_baseline,321.3395569761814,2.5781909369700692e-67,True,6
s2__composite__ndbi__prebattle_baseline,321.2591130713502,2.68300300828258e-67,True,6
s2__visibility__clear__freq__prebattle,318.50468916432305,1.0499345688599213e-66,True,6
s2__visibility__cloud__freq__prebattle,315.27530088129805,5.19778049561409e-66,True,6
s2__visibility__cloud__freq__postbattle,277.99359310434477,5.3704106149397286e-58,True,6
s2__composite__ndre__delta,277.21160335812306,7.906649881530717e-58,True,6
s2__composite__ndvi__delta,267.99237520708635,7.551793371072328e-56,True,6
s2__visibility__clear__freq__postbattle,263.6363291945388,6.5066541305952176e-55,True,6
s2__composite__ndwi__delta,245.61601246939952,4.7935587033637556e-51,True,6
s2__composite__b12__winter_baseline,202.05390186608642,1.0327719721134733e-41,True,6
s2__composite__b12__prebattle_baseline,202.0357823242998,1.0420323584568626e-41,True,6
s2__composite__b07__prebattle_baseline,179.89462761009807,5.635678184673992e-37,True,6
s2__composite__b07__winter_baseline,179.85901461272573,5.735244004891532e-37,True,6
s2__visibility__clear__freq__crossbattle,137.26136296193704,6.833952318431051e-28,True,6
s2__composite__b08__prebattle_baseline,136.11710663539202,1.1961064969149409e-27,True,6
s2__composite__b08__winter_baseline,136.09542591263337,1.208858593196328e-27,True,6
s2__visibility__cloud__freq__crossbattle,123.46061970511958,5.800803908042872e-25,True,6
s2__composite__b12__post_winter_baseline,104.83831732064934,5.0421380985550434e-21,True,6
s2__visibility__fire__freq__crossbattle,95.83280556638091,3.9882636099807025e-19,True,6
s2__qa__cloud_freq__crossbattle,91.97750250923758,2.5808752081076815e-18,True,6
s2__visibility__smoke__freq__postbattle,38.85648246910817,2.538145410977955e-07,True,6
s2__visibility__smoke__freq__prebattle,34.11671149045369,2.2569504045266273e-06,True,6
s2__obs_count__post_winter_baseline,26.822053456753217,6.177866134675509e-05,True,6
s2__visibility__fire__freq__prebattle,3.048405962929006,0.6925230704018578,False,6
s2__visibility__fire__freq__postbattle,2.8088968294627863,0.7294193347404906,False,6
s2__visibility__smoke__freq__crossbattle,0.7318958556071952,0.981172403292382,False,6
