city,feature,n,mean,std,skewness,kurtosis,shapiro_stat,shapiro_p,is_normal_005,pct_nan
Avdiivka,s2__composite__b02__post_winter_baseline_mean,12523,0.25934124339026304,0.11136350336304632,0.800728551098796,0.22218876663025577,0.811903093271569,1.9555736758000488e-60,False,0.0
Avdiivka,s2__composite__b02__post_winter_baseline_std,12523,0.025232476851648918,0.023738205289760866,2.1345327811990513,5.483082310979288,0.6826663150216675,1.2578438345175471e-70,False,0.0
Avdiivka,s2__composite__b02__post_winter_baseline_max,12523,0.2974852195201015,0.14107914115594108,1.0181974840068373,0.7689682670051123,0.7991925210269749,1.1524187047852963e-61,False,0.0
Avdiivka,s2__composite__b03__post_winter_baseline_mean,12523,0.26525505312050346,0.10358267987623346,0.8915469330851347,0.5005241515528933,0.8056737871337609,4.788205233861114e-61,False,0.0
Avdiivka,s2__composite__b03__post_winter_baseline_std,12523,0.02513200909695065,0.022975371060853542,2.204130946853482,5.880829723074632,0.675181638237395,4.230214587831193e-71,False,0.0
Avdiivka,s2__composite__b03__post_winter_baseline_max,12523,0.3032364889575985,0.13207490638402652,1.1042853079761212,1.035482820787898,0.7912546031799765,2.1209959629649816e-62,False,0.0
Avdiivka,s2__composite__b04__post_winter_baseline_mean,12523,0.27630162370098965,0.10630976537940176,0.9080900491717192,0.5140561486299404,0.8034752871326217,2.9405603676389537e-61,False,0.0
Avdiivka,s2__composite__b04__post_winter_baseline_std,12523,0.025604769051083647,0.02281572438450755,2.2880190375130605,6.35679583785627,0.6686892177540461,1.6723161592694114e-71,False,0.0
Avdiivka,s2__composite__b04__post_winter_baseline_max,12523,0.3149842153953533,0.13345429660892147,1.1115639434053344,1.0354114682264486,0.7893126093918585,1.413516055375933e-62,False,0.0
Avdiivka,s2__composite__b05__post_winter_baseline_mean,12523,0.29907914758286186,0.10709357804965583,0.8007761708400627,0.09291761781230301,0.8099310745129622,1.24738023454874e-60,False,0.0
Avdiivka,s2__composite__b05__post_winter_baseline_std,12523,0.012206067462607537,0.0132312880828651,2.9505083544276935,11.745704894453427,0.6100743901453471,7.268954828536191e-75,False,0.0
Avdiivka,s2__composite__b05__post_winter_baseline_max,12523,0.31736125261993214,0.11959699419766452,0.8939256842522015,0.3251352659307005,0.8056536562695004,4.766776399876672e-61,False,0.0
Avdiivka,s2__composite__b07__post_winter_baseline_mean,12523,0.32862184766342234,0.08883419182579819,0.904039429527785,0.4978383284870329,0.8018333992226497,2.0492404699582657e-61,False,0.0
Avdiivka,s2__composite__b07__post_winter_baseline_std,12523,0.011771774105989941,0.011683185425476705,3.062695244572482,12.843985397738734,0.6025126843099765,2.8831765852065106e-75,False,0.0
Avdiivka,s2__composite__b07__post_winter_baseline_max,12523,0.34642286595707644,0.09894091487071786,1.0158876927559908,0.7733629298446343,0.796332520204186,6.222863457913097e-62,False,0.0
Avdiivka,s2__composite__b08__post_winter_baseline_mean,12523,0.33789446620658536,0.09154840153108851,1.0474551630237008,1.127283858844974,0.7949777755187594,4.659357353629584e-62,False,0.0
Avdiivka,s2__composite__b08__post_winter_baseline_std,12523,0.027160497138567857,0.02133306044215323,2.5085294238907245,7.919783959883135,0.6490120989248331,1.1007308171000181e-72,False,0.0
Avdiivka,s2__composite__b08__post_winter_baseline_max,12523,0.37840081441614715,0.11480699960390763,1.2805301853525561,1.7339866063016993,0.7759428152543829,9.394095468941214e-64,False,0.0
Avdiivka,s2__composite__b11__post_winter_baseline_mean,12523,0.23365030763102124,0.020255082392466647,-0.8338763027803754,0.1840283991655718,0.8023301946477641,2.285242230624049e-61,False,0.0
Avdiivka,s2__composite__b11__post_winter_baseline_std,12523,0.004051312982560975,0.0026835056344512273,2.818202792196897,15.863529386772992,0.7352824555967671,5.305668707630825e-67,False,0.0
Avdiivka,s2__composite__b11__post_winter_baseline_max,12523,0.24013346385805406,0.021646247099803097,-0.6511433207176519,-0.3917683746104723,0.8137818367462101,3.0124566617914555e-60,False,0.0
Avdiivka,s2__composite__b12__post_winter_baseline_mean,12523,0.21256906862969716,0.014676025563305816,-0.7044902176617746,0.7571387800526304,0.8180022142901862,8.059698366265942e-60,False,0.0
Avdiivka,s2__composite__b12__post_winter_baseline_std,12523,0.004064267954364468,0.002488534225171379,2.5045120450347,17.091733267337336,0.7717768478894821,4.150496747569233e-64,False,0.0
Avdiivka,s2__composite__b12__post_winter_baseline_max,12523,0.2189131195668185,0.016621075761513615,-0.3519925138287113,0.013462592102249094,0.8304123554664331,1.6337705786490877e-58,False,0.0
Avdiivka,s2__composite__b8a__post_winter_baseline_mean,12523,0.33862286603235114,0.0841801028993787,0.9005632808445782,0.48236472517005957,0.8033100709049035,2.8352961288920854e-61,False,0.0
Avdiivka,s2__composite__b8a__post_winter_baseline_std,12523,0.011490264623153435,0.01104069037937223,3.1298203540711635,13.458677546739072,0.600347712676502,2.2186905536386177e-75,False,0.0
Avdiivka,s2__composite__b8a__post_winter_baseline_max,12523,0.35604161534324236,0.09303363168640569,1.0125167856396997,0.7612155103438578,0.796872430060066,6.986633379153782e-62,False,0.0
Avdiivka,s2__composite__cire__post_winter_baseline_mean,12523,0.11499145652029444,0.08885030995697629,-0.22350674911401516,-1.566856057835111,0.7956054886856683,5.326777332244082e-62,False,0.0
Avdiivka,s2__composite__cire__post_winter_baseline_std,12523,0.01835003140818058,0.009670836094570994,2.107470055061309,12.330957545995185,0.8054398647889047,4.5451432571632846e-61,False,0.0
Avdiivka,s2__composite__cire__post_winter_baseline_max,12523,0.14651269847703402,0.0978429872849611,-0.19084859423963446,-1.578396120416105,0.7971381569209898,7.396979787194185e-62,False,0.0
