city,feature,method,bhattacharyya,jm_distance,chi2,chi2_p,cramers_v,separability
Avdiivka,s2__qa__cloud_freq__crossbattle,bhattacharyya,0.7914009690284729,1.093581199645996,,,,moderate
Avdiivka,s2__composite__b02__delta,bhattacharyya,0.0687798336148262,0.13293564319610596,,,,poor
Avdiivka,s2__composite__b02__post_winter_baseline,bhattacharyya,0.07556473463773727,0.14556050300598145,,,,poor
Avdiivka,s2__composite__b02__prebattle_baseline,bhattacharyya,0.031751614063978195,0.06250560283660889,,,,poor
Avdiivka,s2__composite__b02__winter_baseline,bhattacharyya,0.031751614063978195,0.06250560283660889,,,,poor
Avdiivka,s2__composite__b03__delta,bhattacharyya,0.07140159606933594,0.13782405853271484,,,,poor
Avdiivka,s2__composite__b03__post_winter_baseline,bhattacharyya,0.07198500633239746,0.13891029357910156,,,,poor
Avdiivka,s2__composite__b03__prebattle_baseline,bhattacharyya,0.01594051718711853,0.03162825107574463,,,,poor
Avdiivka,s2__composite__b03__winter_baseline,bhattacharyya,0.01594051718711853,0.03162825107574463,,,,poor
Avdiivka,s2__composite__b04__delta,bhattacharyya,0.07069963216781616,0.13651669025421143,,,,poor
Avdiivka,s2__composite__b04__post_winter_baseline,bhattacharyya,0.06601446121931076,0.12776541709899902,,,,poor
Avdiivka,s2__composite__b04__prebattle_baseline,bhattacharyya,0.018478253856301308,0.036617159843444824,,,,poor
Avdiivka,s2__composite__b04__winter_baseline,bhattacharyya,0.018478253856301308,0.036617159843444824,,,,poor
Avdiivka,s2__composite__b05__delta,bhattacharyya,0.04297758266329765,0.08413434028625488,,,,poor
Avdiivka,s2__composite__b05__post_winter_baseline,bhattacharyya,0.033327873796224594,0.06555736064910889,,,,poor
Avdiivka,s2__composite__b05__prebattle_baseline,bhattacharyya,0.07366397976875305,0.14203238487243652,,,,poor
Avdiivka,s2__composite__b05__winter_baseline,bhattacharyya,0.07366397976875305,0.14203238487243652,,,,poor
Avdiivka,s2__composite__b07__delta,bhattacharyya,0.05061447620391846,0.09870994091033936,,,,poor
Avdiivka,s2__composite__b07__post_winter_baseline,bhattacharyya,0.0353815034031868,0.0695258378982544,,,,poor
Avdiivka,s2__composite__b07__prebattle_baseline,bhattacharyya,0.08932527899742126,0.17090392112731934,,,,poor
Avdiivka,s2__composite__b07__winter_baseline,bhattacharyya,0.08932527899742126,0.17090392112731934,,,,poor
Avdiivka,s2__composite__b08__delta,bhattacharyya,0.081189826130867,0.15596258640289307,,,,poor
Avdiivka,s2__composite__b08__post_winter_baseline,bhattacharyya,0.052957531064748764,0.10315954685211182,,,,poor
Avdiivka,s2__composite__b08__prebattle_baseline,bhattacharyya,0.07309339940547943,0.14097213745117188,,,,poor
Avdiivka,s2__composite__b08__winter_baseline,bhattacharyya,0.07309339940547943,0.14097213745117188,,,,poor
Avdiivka,s2__composite__b11__delta,bhattacharyya,0.02654959261417389,0.05240046977996826,,,,poor
Avdiivka,s2__composite__b11__post_winter_baseline,bhattacharyya,0.038965024054050446,0.07643139362335205,,,,poor
Avdiivka,s2__composite__b11__prebattle_baseline,bhattacharyya,0.09026694297790527,0.17262566089630127,,,,poor
Avdiivka,s2__composite__b11__winter_baseline,bhattacharyya,0.09026694297790527,0.17262566089630127,,,,poor
Avdiivka,s2__composite__b12__delta,bhattacharyya,0.04772275313735008,0.09320390224456787,,,,poor
Avdiivka,s2__composite__b12__post_winter_baseline,bhattacharyya,0.021678216755390167,0.042889952659606934,,,,poor
Avdiivka,s2__composite__b12__prebattle_baseline,bhattacharyya,0.06953030824661255,0.13433623313903809,,,,poor
Avdiivka,s2__composite__b12__winter_baseline,bhattacharyya,0.06953030824661255,0.13433623313903809,,,,poor
