feature,VIF
s2__composite__mndwi__prebattle_baseline,10679.322265625
s2__composite__ndbi__prebattle_baseline,8128.49609375
s2__composite__ndwi__prebattle_baseline,2453.16796875
s2__composite__b07__prebattle_baseline,2228.050048828125
s2__composite__b8a__prebattle_baseline,2078.1884765625
s2__composite__b04__prebattle_baseline,1057.2320556640625
s2__composite__b05__prebattle_baseline,1026.443359375
s2__composite__b03__prebattle_baseline,517.6076049804688
s2__composite__b08__prebattle_baseline,475.8548889160156
s2__composite__ndre__prebattle_baseline,209.8909912109375
s2__composite__cire__prebattle_baseline,136.85073852539062
s2__composite__ndvi__prebattle_baseline,127.9463119506836
s2__composite__b11__prebattle_baseline,43.002403259277344
s2__composite__b02__prebattle_baseline,38.655574798583984
s2__composite__b12__prebattle_baseline,13.115509986877441
s2__composite__b02__post_winter_baseline,1.0
s2__composite__b03__post_winter_baseline,1.0
s2__composite__b04__post_winter_baseline,1.0
s2__composite__b05__post_winter_baseline,1.0
s2__composite__b07__post_winter_baseline,1.0
s2__composite__b08__post_winter_baseline,1.0
s2__composite__b11__post_winter_baseline,1.0
s2__composite__b12__post_winter_baseline,1.0
s2__composite__b8a__post_winter_baseline,1.0
s2__composite__cire__post_winter_baseline,1.0
s2__composite__mndwi__post_winter_baseline,1.0
s2__composite__ndbi__post_winter_baseline,1.0
s2__composite__ndre__post_winter_baseline,1.0
s2__composite__ndvi__post_winter_baseline,1.0
s2__composite__ndwi__post_winter_baseline,1.0
s2__composite__b02__delta,1.0
s2__composite__b03__delta,1.0
s2__composite__b04__delta,1.0
s2__composite__b05__delta,1.0
s2__composite__b07__delta,1.0
s2__composite__b08__delta,1.0
s2__composite__b11__delta,1.0
s2__composite__b12__delta,1.0
s2__composite__b8a__delta,1.0
s2__composite__cire__delta,1.0
s2__composite__mndwi__delta,1.0
s2__composite__ndbi__delta,1.0
s2__composite__ndre__delta,1.0
s2__composite__ndvi__delta,1.0
s2__composite__ndwi__delta,1.0
