feature,VIF
s2__composite__mndwi__prebattle_baseline,6584.46484375
s2__composite__ndbi__prebattle_baseline,5166.98974609375
s2__composite__b07__prebattle_baseline,1820.0494384765625
s2__composite__ndwi__prebattle_baseline,1593.42919921875
s2__composite__b8a__prebattle_baseline,1589.805419921875
s2__composite__b04__prebattle_baseline,1213.89306640625
s2__composite__b03__prebattle_baseline,790.6322631835938
s2__composite__b05__prebattle_baseline,699.1671752929688
s2__composite__b08__prebattle_baseline,553.7218017578125
s2__composite__ndre__prebattle_baseline,149.02484130859375
s2__composite__ndvi__prebattle_baseline,117.34123992919922
s2__composite__cire__prebattle_baseline,107.58349609375
s2__composite__b02__prebattle_baseline,62.739906311035156
s2__composite__b11__prebattle_baseline,37.29853439331055
s2__composite__b12__prebattle_baseline,26.244539260864258
s2__composite__b02__post_winter_baseline,1.0
s2__composite__b03__post_winter_baseline,1.0
s2__composite__b04__post_winter_baseline,1.0
s2__composite__b05__post_winter_baseline,1.0
s2__composite__b07__post_winter_baseline,1.0
s2__composite__b08__post_winter_baseline,1.0
s2__composite__b11__post_winter_baseline,1.0
s2__composite__b12__post_winter_baseline,1.0
s2__composite__b8a__post_winter_baseline,1.0
s2__composite__cire__post_winter_baseline,1.0
s2__composite__mndwi__post_winter_baseline,1.0
s2__composite__ndbi__post_winter_baseline,1.0
s2__composite__ndre__post_winter_baseline,1.0
s2__composite__ndvi__post_winter_baseline,1.0
s2__composite__ndwi__post_winter_baseline,1.0
s2__composite__b02__delta,1.0
s2__composite__b03__delta,1.0
s2__composite__b04__delta,1.0
s2__composite__b05__delta,1.0
s2__composite__b07__delta,1.0
s2__composite__b08__delta,1.0
s2__composite__b11__delta,1.0
s2__composite__b12__delta,1.0
s2__composite__b8a__delta,1.0
s2__composite__cire__delta,1.0
s2__composite__mndwi__delta,1.0
s2__composite__ndbi__delta,1.0
s2__composite__ndre__delta,1.0
s2__composite__ndvi__delta,1.0
s2__composite__ndwi__delta,1.0
