feature,VIF
s2__composite__mndwi__prebattle_baseline,6028.46435546875
s2__composite__ndbi__prebattle_baseline,4253.85791015625
s2__composite__ndwi__prebattle_baseline,2036.0699462890625
s2__composite__b04__prebattle_baseline,1092.4801025390625
s2__composite__b8a__prebattle_baseline,882.3612060546875
s2__composite__b07__prebattle_baseline,722.2530517578125
s2__composite__b05__prebattle_baseline,659.6632690429688
s2__composite__b03__prebattle_baseline,627.913330078125
s2__composite__b08__prebattle_baseline,425.8176574707031
s2__composite__ndvi__prebattle_baseline,156.12667846679688
s2__composite__ndre__prebattle_baseline,129.8606414794922
s2__composite__cire__prebattle_baseline,73.37798309326172
s2__composite__b02__prebattle_baseline,47.282806396484375
s2__composite__b11__prebattle_baseline,29.109575271606445
s2__composite__b12__prebattle_baseline,15.14030647277832
s2__composite__b02__post_winter_baseline,1.0
s2__composite__b03__post_winter_baseline,1.0
s2__composite__b04__post_winter_baseline,1.0
s2__composite__b05__post_winter_baseline,1.0
s2__composite__b07__post_winter_baseline,1.0
s2__composite__b08__post_winter_baseline,1.0
s2__composite__b11__post_winter_baseline,1.0
s2__composite__b12__post_winter_baseline,1.0
s2__composite__b8a__post_winter_baseline,1.0
s2__composite__cire__post_winter_baseline,1.0
s2__composite__mndwi__post_winter_baseline,1.0
s2__composite__ndbi__post_winter_baseline,1.0
s2__composite__ndre__post_winter_baseline,1.0
s2__composite__ndvi__post_winter_baseline,1.0
s2__composite__ndwi__post_winter_baseline,1.0
s2__composite__b02__delta,1.0
s2__composite__b03__delta,1.0
s2__composite__b04__delta,1.0
s2__composite__b05__delta,1.0
s2__composite__b07__delta,1.0
s2__composite__b08__delta,1.0
s2__composite__b11__delta,1.0
s2__composite__b12__delta,1.0
s2__composite__b8a__delta,1.0
s2__composite__cire__delta,1.0
s2__composite__mndwi__delta,1.0
s2__composite__ndbi__delta,1.0
s2__composite__ndre__delta,1.0
s2__composite__ndvi__delta,1.0
s2__composite__ndwi__delta,1.0
