city,feature,n,mean,std,skewness,kurtosis,shapiro_stat,shapiro_p,is_normal_005,pct_nan
Avdiivka,s2__composite__cire__post_winter_baseline__std,1186,0.020607896,0.0122079,2.2049298,8.741235,0.8378992593126063,4.3471177399547764e-33,False,0.0
Avdiivka,s2__composite__cire__post_winter_baseline__min,1186,0.020126717,0.063358024,0.9779215,0.90673923,0.9310535081899971,5.970939217610516e-23,False,0.0
Avdiivka,s2__composite__cire__post_winter_baseline__max,1186,0.08326571,0.069943905,1.1671189,1.5508213,0.912107115777257,1.2469917711926392e-25,False,0.0
Avdiivka,s2__composite__cire__post_winter_baseline__max_abs_delta,1186,0.06313899,0.03531189,2.0162137,7.64561,0.8590526397492115,2.6937895865201735e-31,False,0.0
Avdiivka,s2__composite__mndwi__post_winter_baseline__mean,1186,0.18445964,0.13643606,0.09917083,-0.3556106,0.9934890808762175,4.619360241021075e-05,False,0.0
Avdiivka,s2__composite__mndwi__post_winter_baseline__p10,1186,0.11813657,0.12964669,0.19399968,0.014678717,0.9940831799815832,0.00012071661243045989,False,0.0
Avdiivka,s2__composite__mndwi__post_winter_baseline__p50,1186,0.18342221,0.14047845,0.16193412,-0.34992647,0.992370170416178,8.342009805254543e-06,False,0.0
Avdiivka,s2__composite__mndwi__post_winter_baseline__p90,1186,0.25183296,0.14851704,0.025412936,-0.5017781,0.9927111040853943,1.387374084749902e-05,False,0.0
Avdiivka,s2__composite__mndwi__post_winter_baseline__std,1186,0.0575853,0.027426396,1.4435997,3.388465,0.9064779793660646,2.428018688534319e-26,False,0.0
Avdiivka,s2__composite__mndwi__post_winter_baseline__min,1186,0.094317004,0.12637904,0.23206581,0.07133484,0.9935496963729984,5.086274479166575e-05,False,0.0
Avdiivka,s2__composite__mndwi__post_winter_baseline__max,1186,0.2762352,0.15182568,-0.01603866,-0.59304404,0.991005250477836,1.2052226098317172e-06,False,0.0
Avdiivka,s2__composite__mndwi__post_winter_baseline__max_abs_delta,1186,0.18191819,0.081502296,1.1456122,1.887434,0.9331941522363544,1.296129859081528e-22,False,0.0
Avdiivka,s2__composite__ndbi__post_winter_baseline__mean,1186,-0.27279648,0.10269212,-0.32999998,-0.069051504,0.9886704420553091,6.082571988717734e-08,False,0.0
Avdiivka,s2__composite__ndbi__post_winter_baseline__p10,1186,-0.3265964,0.1126213,-0.25530782,-0.35353875,0.987530210129285,1.60016716929551e-08,False,0.0
Avdiivka,s2__composite__ndbi__post_winter_baseline__p50,1186,-0.27271664,0.10560493,-0.3651398,-0.027433395,0.987881274231832,2.3954524682004174e-08,False,0.0
Avdiivka,s2__composite__ndbi__post_winter_baseline__p90,1186,-0.21866591,0.09974647,-0.34574342,0.43731046,0.9909790858254871,1.1630708870672606e-06,False,0.0
Avdiivka,s2__composite__ndbi__post_winter_baseline__std,1186,0.046483394,0.024318581,1.4980499,3.0277886,0.889616755370337,2.7365848284976286e-28,False,0.0
Avdiivka,s2__composite__ndbi__post_winter_baseline__min,1186,-0.34584424,0.11510609,-0.20972979,-0.46906877,0.9877978327166508,2.1751050357331563e-08,False,0.0
Avdiivka,s2__composite__ndbi__post_winter_baseline__max,1186,-0.19951798,0.0990954,-0.32961673,0.55954194,0.9917675715283811,3.4827874319852393e-06,False,0.0
