model_id,group,city,n_labeled,n_no_unosat,TP,FN,FP,TN
E6_B_nativeNaN_card+coh,buildings_v2,Mariupol,28973,0,1452,1603,3839,22079
E6_B_nativeNaN_card+coh,buildings_v2,Moschun,1248,0,7,66,43,1132
E6_B_nativeNaN_card+coh,buildings_v2,Okhtyrka,26456,0,20,15,4702,21719
E6_B_nativeNaN_card+coh,buildings_v2,Rubizhne,13609,0,181,250,2891,10287
E6_B_nativeNaN_card+coh,buildings_v2,Sievierodonetsk,9065,0,509,25,7396,1135
E6_B_nativeNaN_card+coh,buildings_v2,Trostianets,8737,0,2,16,769,7950
E6_B_nativeNaN_card+coh,buildings_v2,Volnovakha,13463,0,27,136,689,12611
E2_LightGBM_card+coh,buildings_v2,Avdiivka,12523,0,0,89,1,12433
E2_LightGBM_card+coh,buildings_v2,Bucha,17215,0,83,75,1116,15941
E2_LightGBM_card+coh,buildings_v2,Chernihiv,51375,0,117,216,8839,42203
E2_LightGBM_card+coh,buildings_v2,Chornobaivka,9909,0,0,6,0,9903
E2_LightGBM_card+coh,buildings_v2,Dmytrivka,13649,0,89,55,1396,12109
E2_LightGBM_card+coh,buildings_v2,Hostomel,19145,0,213,298,2736,15898
E2_LightGBM_card+coh,buildings_v2,Irpin,17365,0,132,117,2894,14222
E2_LightGBM_card+coh,buildings_v2,Kharkiv,170104,0,0,238,2,169864
E2_LightGBM_card+coh,buildings_v2,Kherson,9909,0,1,5,238,9665
E2_LightGBM_card+coh,buildings_v2,Kramatorsk,10414,0,3,16,296,10099
E2_LightGBM_card+coh,buildings_v2,Lysychansk,41600,0,678,393,28833,11696
E2_LightGBM_card+coh,buildings_v2,Makariv,5554,0,0,53,0,5501
E2_LightGBM_card+coh,buildings_v2,Mariupol,28973,0,1403,1652,3477,22441
E2_LightGBM_card+coh,buildings_v2,Moschun,1248,0,4,69,43,1132
E2_LightGBM_card+coh,buildings_v2,Okhtyrka,26456,0,20,15,4936,21485
E2_LightGBM_card+coh,buildings_v2,Rubizhne,13609,0,170,261,2524,10654
E2_LightGBM_card+coh,buildings_v2,Sievierodonetsk,9065,0,510,24,7508,1023
E2_LightGBM_card+coh,buildings_v2,Trostianets,8737,0,2,16,759,7960
E2_LightGBM_card+coh,buildings_v2,Volnovakha,13463,0,20,143,707,12593
B0_single_s1_coh_max_dropX,buildings_v2,Avdiivka,12523,0,17,72,1244,11190
B0_single_s1_coh_max_dropX,buildings_v2,Borodyanka,5240,0,50,12,5061,117
B0_single_s1_coh_max_dropX,buildings_v2,Bucha,17215,0,158,0,17049,8
B0_single_s1_coh_max_dropX,buildings_v2,Chernihiv,51375,0,333,0,51042,0
B0_single_s1_coh_max_dropX,buildings_v2,Chornobaivka,9909,0,0,6,0,9903
B0_single_s1_coh_max_dropX,buildings_v2,Dmytrivka,13649,0,144,0,13502,3
B0_single_s1_coh_max_dropX,buildings_v2,Hostomel,19145,0,502,9,18570,64
B0_single_s1_coh_max_dropX,buildings_v2,Irpin,17365,0,245,4,16982,134
B0_single_s1_coh_max_dropX,buildings_v2,Kharkiv,170104,0,0,238,0,169866
B0_single_s1_coh_max_dropX,buildings_v2,Kherson,9909,0,0,6,0,9903
B0_single_s1_coh_max_dropX,buildings_v2,Kramatorsk,10414,0,0,19,0,10395
B0_single_s1_coh_max_dropX,buildings_v2,Lysychansk,41600,0,1071,0,40516,13
B0_single_s1_coh_max_dropX,buildings_v2,Makariv,5554,0,53,0,5501,0
B0_single_s1_coh_max_dropX,buildings_v2,Mariupol,28973,0,2990,65,25828,90
B0_single_s1_coh_max_dropX,buildings_v2,Moschun,1248,0,73,0,1173,2
B0_single_s1_coh_max_dropX,buildings_v2,Mykolaiv,113042,0,0,84,0,112958
B0_single_s1_coh_max_dropX,buildings_v2,Okhtyrka,26456,0,35,0,26334,87
B0_single_s1_coh_max_dropX,buildings_v2,Rubizhne,13609,0,431,0,13178,0
B0_single_s1_coh_max_dropX,buildings_v2,Sievierodonetsk,9065,0,494,40,8337,194
B0_single_s1_coh_max_dropX,buildings_v2,Trostianets,8737,0,18,0,8719,0
B0_single_s1_coh_max_dropX,buildings_v2,Volnovakha,13463,0,159,4,13234,66
E1_soft_voting,buildings_v2,Avdiivka,12523,0,0,89,0,12434
E1_soft_voting,buildings_v2,Bucha,17215,0,1,157,2,17055
E1_soft_voting,buildings_v2,Chernihiv,51375,0,1,332,10,51032
E1_soft_voting,buildings_v2,Chornobaivka,9909,0,0,6,0,9903
E1_soft_voting,buildings_v2,Dmytrivka,13649,0,1,143,0,13505
E1_soft_voting,buildings_v2,Hostomel,19145,0,22,489,78,18556
E1_soft_voting,buildings_v2,Irpin,17365,0,0,249,0,17116
E1_soft_voting,buildings_v2,Kharkiv,170104,0,0,238,0,169866
E1_soft_voting,buildings_v2,Kherson,9909,0,0,6,0,9903
E1_soft_voting,buildings_v2,Kramatorsk,10414,0,0,19,1,10394
E1_soft_voting,buildings_v2,Lysychansk,41600,0,12,1059,76,40453
E1_soft_voting,buildings_v2,Makariv,5554,0,0,53,0,5501
E1_soft_voting,buildings_v2,Mariupol,28973,0,36,3019,30,25888
E1_soft_voting,buildings_v2,Moschun,1248,0,0,73,0,1175
E1_soft_voting,buildings_v2,Okhtyrka,26456,0,2,33,102,26319
E1_soft_voting,buildings_v2,Rubizhne,13609,0,1,430,2,13176
E1_soft_voting,buildings_v2,Sievierodonetsk,9065,0,110,424,384,8147
E1_soft_voting,buildings_v2,Trostianets,8737,0,0,18,0,8719
E1_soft_voting,buildings_v2,Volnovakha,13463,0,2,161,25,13275
E1_base_GBM,buildings_v2,Avdiivka,12523,0,14,75,119,12315
E1_base_GBM,buildings_v2,Bucha,17215,0,4,154,58,16999
E1_base_GBM,buildings_v2,Chernihiv,51375,0,1,332,88,50954
E1_base_GBM,buildings_v2,Chornobaivka,9909,0,1,5,356,9547
E1_base_GBM,buildings_v2,Dmytrivka,13649,0,2,142,28,13477
E1_base_GBM,buildings_v2,Hostomel,19145,0,12,499,56,18578
E1_base_GBM,buildings_v2,Irpin,17365,0,1,248,31,17085
E1_base_GBM,buildings_v2,Kharkiv,170104,0,2,236,187,169679
E1_base_GBM,buildings_v2,Kherson,9909,0,0,6,33,9870
E1_base_GBM,buildings_v2,Kramatorsk,10414,0,1,18,61,10334
E1_base_GBM,buildings_v2,Lysychansk,41600,0,49,1022,2475,38054
E1_base_GBM,buildings_v2,Makariv,5554,0,0,53,2,5499
E1_base_GBM,buildings_v2,Mariupol,28973,0,19,3036,101,25817
E1_base_GBM,buildings_v2,Moschun,1248,0,0,73,4,1171
E1_base_GBM,buildings_v2,Okhtyrka,26456,0,2,33,76,26345
E1_base_GBM,buildings_v2,Rubizhne,13609,0,2,429,29,13149
E1_base_GBM,buildings_v2,Sievierodonetsk,9065,0,26,508,73,8458
E1_base_GBM,buildings_v2,Trostianets,8737,0,2,16,842,7877
E1_base_GBM,buildings_v2,Volnovakha,13463,0,0,163,26,13274
CLF_F7_XGBoost,buildings_v2,Avdiivka,12523,0,2,87,18,12416
CLF_F7_XGBoost,buildings_v2,Bucha,17215,0,4,154,9,17048
CLF_F7_XGBoost,buildings_v2,Chernihiv,51375,0,3,330,93,50949
CLF_F7_XGBoost,buildings_v2,Chornobaivka,9909,0,1,5,2,9901
CLF_F7_XGBoost,buildings_v2,Dmytrivka,13649,0,8,136,11,13494
CLF_F7_XGBoost,buildings_v2,Hostomel,19145,0,3,508,63,18571
CLF_F7_XGBoost,buildings_v2,Irpin,17365,0,6,243,11,17105
CLF_F7_XGBoost,buildings_v2,Kharkiv,170104,0,0,238,0,169866
CLF_F7_XGBoost,buildings_v2,Kherson,9909,0,1,5,0,9903
CLF_F7_XGBoost,buildings_v2,Kramatorsk,10414,0,0,19,2,10393
CLF_F7_XGBoost,buildings_v2,Lysychansk,41600,0,143,928,365,40164
CLF_F7_XGBoost,buildings_v2,Makariv,5554,0,0,53,5,5496
CLF_F7_XGBoost,buildings_v2,Mariupol,28973,0,73,2982,103,25815
CLF_F7_XGBoost,buildings_v2,Moschun,1248,0,0,73,1,1174
CLF_F7_XGBoost,buildings_v2,Okhtyrka,26456,0,0,35,25,26396
CLF_F7_XGBoost,buildings_v2,Rubizhne,13609,0,3,428,17,13161
CLF_F7_XGBoost,buildings_v2,Sievierodonetsk,9065,0,168,366,526,8005
CLF_F7_XGBoost,buildings_v2,Trostianets,8737,0,0,18,2,8717
CLF_F7_XGBoost,buildings_v2,Volnovakha,13463,0,4,159,49,13251
NB08b_BDA_RGB+CARD_LogReg,buildings_v2,Avdiivka,12523,0,77,12,4379,8055
NB08b_BDA_RGB+CARD_LogReg,buildings_v2,Borodyanka,5240,0,37,25,1556,3622
NB08b_BDA_RGB+CARD_LogReg,buildings_v2,Bucha,17215,0,117,41,6181,10876
NB08b_BDA_RGB+CARD_LogReg,buildings_v2,Chernihiv,51375,0,188,145,14088,36954
NB08b_BDA_RGB+CARD_LogReg,buildings_v2,Chornobaivka,9909,0,6,0,7301,2602
NB08b_BDA_RGB+CARD_LogReg,buildings_v2,Dmytrivka,13649,0,104,40,4599,8906
NB08b_BDA_RGB+CARD_LogReg,buildings_v2,Hostomel,19145,0,282,229,5486,13148
NB08b_BDA_RGB+CARD_LogReg,buildings_v2,Irpin,17365,0,167,82,6657,10459
NB08b_BDA_RGB+CARD_LogReg,buildings_v2,Kharkiv,170104,0,191,47,59315,110551
NB08b_BDA_RGB+CARD_LogReg,buildings_v2,Kherson,9909,0,6,0,6406,3497
NB08b_BDA_RGB+CARD_LogReg,buildings_v2,Kramatorsk,10414,0,18,1,4555,5840
NB08b_BDA_RGB+CARD_LogReg,buildings_v2,Lysychansk,41600,0,644,427,7742,32787
NB08b_BDA_RGB+CARD_LogReg,buildings_v2,Makariv,5554,0,27,26,1179,4322
NB08b_BDA_RGB+CARD_LogReg,buildings_v2,Mariupol,28973,0,1817,1238,7033,18885
NB08b_BDA_RGB+CARD_LogReg,buildings_v2,Moschun,1248,0,21,52,237,938
NB08b_BDA_RGB+CARD_LogReg,buildings_v2,Mykolaiv,113042,0,0,84,1,112957
NB08b_BDA_RGB+CARD_LogReg,buildings_v2,Okhtyrka,26456,0,19,16,4773,21648
NB08b_BDA_RGB+CARD_LogReg,buildings_v2,Rubizhne,13609,0,224,207,3836,9342
NB08b_BDA_RGB+CARD_LogReg,buildings_v2,Sievierodonetsk,9065,0,484,50,4802,3729
NB08b_BDA_RGB+CARD_LogReg,buildings_v2,Trostianets,8737,0,12,6,2959,5760
NB08b_BDA_RGB+CARD_LogReg,buildings_v2,Volnovakha,13463,0,66,97,4133,9167
NB08b_BDA_RGB_ExtraTrees,buildings_v2,Avdiivka,12523,0,72,17,1251,11183
NB08b_BDA_RGB_ExtraTrees,buildings_v2,Borodyanka,5240,0,26,36,724,4454
NB08b_BDA_RGB_ExtraTrees,buildings_v2,Bucha,17215,0,96,62,2644,14413
NB08b_BDA_RGB_ExtraTrees,buildings_v2,Chernihiv,51375,0,171,162,10505,40537
NB08b_BDA_RGB_ExtraTrees,buildings_v2,Chornobaivka,9909,0,6,0,5280,4623
NB08b_BDA_RGB_ExtraTrees,buildings_v2,Dmytrivka,13649,0,88,56,2107,11398
NB08b_BDA_RGB_ExtraTrees,buildings_v2,Hostomel,19145,0,187,324,2572,16062
NB08b_BDA_RGB_ExtraTrees,buildings_v2,Irpin,17365,0,147,102,4210,12906
NB08b_BDA_RGB_ExtraTrees,buildings_v2,Kharkiv,170104,0,182,56,40165,129701
NB08b_BDA_RGB_ExtraTrees,buildings_v2,Kherson,9909,0,6,0,5281,4622
NB08b_BDA_RGB_ExtraTrees,buildings_v2,Kramatorsk,10414,0,18,1,2821,7574
NB08b_BDA_RGB_ExtraTrees,buildings_v2,Lysychansk,41600,0,548,523,3806,36723
NB08b_BDA_RGB_ExtraTrees,buildings_v2,Makariv,5554,0,23,30,498,5003
NB08b_BDA_RGB_ExtraTrees,buildings_v2,Mariupol,28973,0,1452,1603,3086,22832
NB08b_BDA_RGB_ExtraTrees,buildings_v2,Moschun,1248,0,6,67,31,1144
NB08b_BDA_RGB_ExtraTrees,buildings_v2,Mykolaiv,113042,0,32,52,16547,96411
NB08b_BDA_RGB_ExtraTrees,buildings_v2,Okhtyrka,26456,0,15,20,1902,24519
NB08b_BDA_RGB_ExtraTrees,buildings_v2,Rubizhne,13609,0,162,269,1952,11226
NB08b_BDA_RGB_ExtraTrees,buildings_v2,Sievierodonetsk,9065,0,440,94,3493,5038
NB08b_BDA_RGB_ExtraTrees,buildings_v2,Trostianets,8737,0,6,12,468,8251
NB08b_BDA_RGB_ExtraTrees,buildings_v2,Volnovakha,13463,0,20,143,938,12362
